inclination_deg,N,spacing_deg,min_coverage,mean_coverage,full_coverage_time_ratio,mean_overlap_ratio,max_gap_time_min
40.75,5,72.0,0.3213656813503235,0.4501343471865161,0.0,0.05247695528146075,95.50211815557677
40.75,6,60.0,0.44870736037318343,0.5153336209446835,0.0,0.08779994201688872,95.50211815557677
40.75,7,51.42857142857143,0.4550567325948777,0.5875261413261903,0.0,0.11613061590282237,95.50211815557677
40.75,8,45.0,0.45693566625284543,0.6464954324438603,0.0,0.15768265150490268,95.50211815557677
40.75,9,40.0,0.4550567325948777,0.6670895798960104,0.0,0.23761207053850816,95.50211815557677
40.75,10,36.0,0.455056732594878,0.67183022157006,0.0,0.3333923833658938,95.50211815557677
40.75,11,32.72727272727273,0.455056732594878,0.6952041766137639,0.0,0.410542118294073,95.50211815557677
40.75,12,30.0,0.5570109966630309,0.7231697468338268,0.0,0.4830973790893176,95.50211815557677
40.75,13,27.692307692307693,0.6450077718027417,0.7360013675474761,0.0,0.5707897341344447,95.50211815557677
40.75,14,25.714285714285715,0.6913845942645747,0.7337322590747031,0.0,0.6735812553833224,95.50211815557677
40.75,15,24.0,0.6846607529069074,0.7409376154469798,0.0,0.766896291956951,95.50211815557677
40.75,16,22.5,0.7181774222606496,0.7485974699738933,0.0,0.8597605068957682,95.50211815557677
40.75,17,21.176470588235293,0.7232590346530177,0.7510548540179449,0.0,0.9578258171238152,95.50211815557677
40.75,18,20.0,0.7277350120517244,0.7525569488783653,0.0,1.056846351990672,95.50211815557677
40.75,19,18.94736842105263,0.7315297803072252,0.7538297158781749,0.0,1.1560957458142134,95.50211815557677
40.75,20,18.0,0.7347746104355528,0.7549164085408013,0.0,1.2555288013311061,95.50211815557677
40.75,21,17.142857142857142,0.7375706658528635,0.755853959710815,0.0,1.355116311976223,95.50211815557677
40.75,22,16.363636363636363,0.7399969111884714,0.7566663989711038,0.0,1.4548261908445699,95.50211815557677
40.75,23,15.652173913043478,0.7421157027433868,0.7573756052832054,0.0,1.5546394104913646,95.50211815557677
40.75,24,15.0,0.7443107796902863,0.7579987878685741,0.0,1.6545354639777148,95.50211815557677
40.75,25,14.4,0.7456203190704966,0.7585472079834676,0.0,1.7545093043564168,95.50211815557677
40.75,26,13.846153846153847,0.7470788478005974,0.7590358506191038,0.0,1.8545463527447377,95.50211815557677
40.75,27,13.333333333333334,0.7483791152455529,0.7594705697245254,0.0,1.9546340259547714,95.50211815557677
40.75,28,12.857142857142858,0.74954319319378,0.7598596716780512,0.0,2.054767357237999,95.50211815557677
40.75,29,12.413793103448276,0.7505894393019553,0.7602093444057912,0.0,2.154940035972508,95.50211815557677
