velocity_km_s,velocity_pdf_per_km_s
5.0,0.008874363906460812
5.033444816053512,0.009251936314206859
5.066889632107023,0.00964287617528784
5.1003344481605355,0.01004752509823335
5.133779264214047,0.010466227336100874
5.167224080267559,0.010899329504431943
5.20066889632107,0.011347180284044085
5.234113712374582,0.01181013010853601
5.2675585284280935,0.012288530836407994
5.301003344481606,0.012782735407727008
5.334448160535117,0.013293097485293337
5.367892976588629,0.013819971080295238
5.40133779264214,0.014363710162468027
5.434782608695652,0.014924668254806275
5.468227424749164,0.01550319801290958
5.501672240802676,0.01609965078907747
5.535117056856187,0.01671437618130249
5.568561872909699,0.017347721567348016
5.60200668896321,0.01800003162413267
5.635451505016722,0.01867164783268266
5.668896321070234,0.019362907968950353
5.702341137123746,0.020074145580838657
5.735785953177258,0.020805689451809165
5.769230769230769,0.021557863051494413
5.80267558528428,0.022330983973774855
5.8361204013377925,0.02312536336282356
5.869565217391305,0.02394130532766357
5.903010033444816,0.024779106345825752
5.936454849498328,0.02563905465673724
5.969899665551839,0.02652142964551333
6.003344481605351,0.027426501217869124
6.036789297658863,0.028354529166908712
6.070234113712375,0.02930576253259328
6.103678929765886,0.030280438954730395
6.137123745819398,0.03127878402036924
6.170568561872909,0.0323010106065267
6.2040133779264215,0.03334731821921006
6.237458193979933,0.034417892329740525
6.270903010033445,0.03551290370942152
6.304347826086957,0.03663250776363115
6.337792642140468,0.037776843866455814
6.3712374581939795,0.03894603469701565
6.404682274247492,0.04014018557866574
6.438127090301004,0.04135938382228837
6.471571906354515,0.042603698074921904
6.505016722408026,0.04387317767499854
6.538461538461538,0.045167852015489895
6.5719063545150505,0.04648772991628203
6.605351170568562,0.04783279900712369
6.638795986622074,0.04920302512250997
6.672240802675585,0.050598351709879044
6.705685618729097,0.052018699252515184
6.739130434782608,0.05346396470856011
6.7725752508361206,0.054934020967544406
6.806020066889632,0.05642871632585421
6.839464882943144,0.057947873982552224
6.872909698996655,0.059491291556968605
6.906354515050167,0.06105874062947565
6.9397993311036785,0.06264996630684908
6.973244147157191,0.0642646868136114
7.006688963210703,0.06590259311073424
7.040133779264214,0.06756334854306208
7.073578595317725,0.06924658851679562
7.107023411371237,0.07095192020834865
7.1404682274247495,0.07267892230586366
7.173913043478261,0.07442714478463856
7.207357859531772,0.07619610871768104
7.240802675585284,0.0779853061225665
7.274247491638796,0.07979419984573309
7.3076923076923075,0.0816222234853
7.341137123745819,0.08346878135344402
7.374581939799331,0.08533324847931606
7.408026755852843,0.08721497065342064
7.441471571906354,0.08911326451432185
7.4749163879598655,0.0910274176784736
7.508361204013378,0.09295668891390457
7.54180602006689,0.09490030835841794
7.575250836120402,0.09685747778289258
7.608695652173913,0.09882737090019428
7.642140468227424,0.10080913372012766
7.6755852842809364,0.10280188495077638
7.709030100334449,0.10480471644649467
7.74247491638796,0.10681669370272726
7.775919732441471,0.10883685639774501
7.809364548494983,0.11086421898129183
7.842809364548495,0.11289777131004729
7.8762541806020065,0.11493647932971453
7.909698996655518,0.11697928580344637
7.94314381270903,0.11902511108622696
7.976588628762542,0.1210728539447278
8.010033444816052,0.12312139242205947
8.043478260869565,0.12516958474674095
8.076923076923077,0.127216270285108
8.110367892976589,0.12926027053628722
8.143812709030101,0.13130039016875822
8.177257525083611,0.1333354180974331
8.210702341137123,0.1353641286000822
8.244147157190636,0.137385282471839
8.277591973244148,0.13939762821642449
8.31103678929766,0.14139990327263505
8.34448160535117,0.14339083527454796
8.377926421404682,0.14536914334381032
8.411371237458194,0.1473335394122863
8.444816053511705,0.14928272957325975
8.478260869565217,0.15121541545930095
8.511705685618729,0.15313029564483227
8.545150501672241,0.15502606707135183
8.578595317725753,0.15690142649320155
8.612040133779264,0.15875507194169974
8.645484949832776,0.16058570420539542
8.678929765886288,0.16239202832413904
8.712374581939798,0.1641727550946152
8.74581939799331,0.16592660258492758
8.779264214046822,0.16765229765578352
8.812709030100335,0.16934857748578544
8.846153846153847,0.1710141910983014
8.879598662207357,0.1726479008873555
8.91304347826087,0.17424848413995733
8.946488294314381,0.17581473455226834
8.979933110367893,0.17734546373699162
9.013377926421406,0.17883950271936383
9.046822742474916,0.18029570341912576
9.080267558528428,0.18171294011585326
9.11371237458194,0.1830901108950399
9.14715719063545,0.18442613907233982
9.180602006688963,0.18571997459340056
9.214046822742475,0.18697059540674313
9.247491638795985,0.18817700880718333
9.280936454849499,0.1893382527473251
9.31438127090301,0.19045339711470338
9.347826086956522,0.19152154497220783
9.381270903010034,0.19254183375947112
9.414715719063544,0.19351343645297306
9.448160535117058,0.19443556268267675
9.481605351170568,0.19530745980308695
9.51505016722408,0.19612841391670102
9.548494983277592,0.19689775084790317
9.581939799331103,0.19761483706544372
9.615384615384615,0.1982790805517368
9.648829431438127,0.19888993161730592
9.682274247491637,0.19944688365881041
9.715719063545151,0.19994947385918868
9.749163879598662,0.20039728382856367
9.782608695652174,0.20078994018466936
9.816053511705686,0.20112711507166933
9.849498327759196,0.20140852661635983
9.882943143812708,0.20163393932086787
9.91638795986622,0.20180316439107862
9.949832775919731,0.2019160600001512
9.983277591973245,0.20197253148660754
10.016722408026755,0.20197253148660754
10.050167224080267,0.2019160600001512
10.08361204013378,0.20180316439107862
10.11705685618729,0.20163393932086787
10.150501672240804,0.20140852661635983
10.183946488294314,0.20112711507166933
10.217391304347826,0.20078994018466936
10.250836120401338,0.20039728382856367
10.284280936454849,0.19994947385918868
10.31772575250836,0.19944688365881044
10.351170568561873,0.19888993161730592
10.384615384615383,0.19827908055173682
10.418060200668897,0.19761483706544372
10.451505016722408,0.19689775084790317
10.48494983277592,0.19612841391670102
10.518394648829432,0.19530745980308695
10.551839464882942,0.19443556268267675
10.585284280936454,0.1935134364529731
10.618729096989966,0.19254183375947112
10.652173913043477,0.19152154497220789
10.68561872909699,0.19045339711470338
10.719063545150501,0.1893382527473251
10.752508361204013,0.18817700880718338
10.785953177257525,0.18697059540674313
10.819397993311036,0.18571997459340064
10.85284280936455,0.18442613907233982
10.88628762541806,0.1830901108950399
10.919732441471572,0.18171294011585326
10.953177257525084,0.18029570341912576
10.986622073578594,0.17883950271936383
11.020066889632107,0.17734546373699162
11.053511705685619,0.17581473455226834
11.086956521739129,0.17424848413995744
11.120401337792643,0.1726479008873555
11.153846153846153,0.1710141910983014
11.187290969899665,0.16934857748578544
11.220735785953178,0.16765229765578352
11.254180602006688,0.1659266025849277
11.2876254180602,0.1641727550946153
11.321070234113712,0.16239202832413904
11.354515050167223,0.16058570420539553
11.387959866220736,0.15875507194169974
11.421404682274247,0.15690142649320155
11.454849498327759,0.15502606707135183
11.488294314381271,0.15313029564483227
11.521739130434781,0.15121541545930103
11.555183946488295,0.14928272957325975
11.588628762541806,0.1473335394122863
11.622073578595318,0.14536914334381032
11.65551839464883,0.14339083527454796
11.68896321070234,0.14139990327263505
11.722408026755852,0.13939762821642449
11.755852842809364,0.137385282471839
11.789297658862875,0.1353641286000823
11.822742474916389,0.1333354180974331
11.856187290969899,0.13130039016875822
11.889632107023411,0.12926027053628722
11.923076923076923,0.127216270285108
11.956521739130434,0.12516958474674103
11.989966555183946,0.12312139242205958
12.023411371237458,0.1210728539447278
12.056856187290968,0.11902511108622706
12.090301003344482,0.11697928580344637
12.123745819397993,0.11493647932971457
12.157190635451505,0.11289777131004729
12.190635451505017,0.11086421898129183
12.224080267558527,0.10883685639774512
12.257525083612041,0.10681669370272721
12.290969899665551,0.10480471644649467
12.324414715719064,0.10280188495077638
12.357859531772576,0.10080913372012766
12.391304347826086,0.09882737090019432
12.424749163879598,0.09685747778289258
12.45819397993311,0.09490030835841794
12.49163879598662,0.0929566889139047
12.525083612040135,0.0910274176784736
12.558528428093645,0.0891132645143219
12.591973244147157,0.08721497065342064
12.62541806020067,0.08533324847931606
12.65886287625418,0.08346878135344411
12.692307692307692,0.08162222348530004
12.725752508361204,0.07979419984573309
12.759197324414714,0.0779853061225666
12.792642140468228,0.07619610871768104
12.826086956521738,0.07442714478463862
12.85953177257525,0.07267892230586366
12.892976588628763,0.07095192020834865
12.926421404682273,0.0692465885167957
12.959866220735787,0.06756334854306202
12.993311036789297,0.06590259311073424
13.02675585284281,0.0642646868136114
13.060200668896321,0.06264996630684908
13.093645484949832,0.0610587406294757
13.127090301003344,0.05949129155696865
13.160535117056856,0.057947873982552224
13.193979933110368,0.05642871632585421
13.227424749163879,0.054934020967544454
13.26086956521739,0.05346396470856014
13.294314381270903,0.052018699252515184
13.327759197324415,0.050598351709879044
13.361204013377925,0.049203025122510013
13.394648829431437,0.04783279900712374
13.42809364548495,0.04648772991628203
13.461538461538462,0.045167852015489895
13.494983277591972,0.043873177674998605
13.528428093645484,0.042603698074921925
13.561872909698996,0.04135938382228837
13.595317725752508,0.04014018557866574
13.62876254180602,0.03894603469701565
13.66220735785953,0.03777684386645585
13.695652173913043,0.03663250776363115
13.729096989966555,0.03551290370942152
13.762541806020067,0.034417892329740525
13.795986622073578,0.03334731821921009
13.82943143812709,0.03230101060652673
13.862876254180602,0.03127878402036924
13.896321070234114,0.030280438954730395
13.929765886287624,0.02930576253259331
13.963210702341136,0.028354529166908737
13.996655518394649,0.027426501217869124
14.03010033444816,0.02652142964551333
14.063545150501671,0.02563905465673726
14.096989966555183,0.024779106345825773
14.130434782608695,0.02394130532766357
14.163879598662207,0.02312536336282356
14.197324414715718,0.022330983973774896
14.23076923076923,0.02155786305149443
14.264214046822742,0.020805689451809165
14.297658862876254,0.020074145580838657
14.331103678929766,0.019362907968950353
14.364548494983277,0.018671647832682672
14.397993311036789,0.018000031624132693
14.431438127090301,0.017347721567348016
14.464882943143813,0.01671437618130249
14.498327759197323,0.016099650789077484
14.531772575250836,0.015503198012909601
14.565217391304348,0.014924668254806275
14.59866220735786,0.014363710162468027
14.63210702341137,0.01381997108029525
14.665551839464882,0.01329309748529335
14.698996655518394,0.012782735407727008
14.732441471571907,0.012288530836407994
14.765886287625417,0.011810130108536028
14.799331103678929,0.011347180284044096
14.832775919732441,0.010899329504431943
14.866220735785953,0.010466227336100874
