event_sample_id,burn_time_seconds,recovery_overhead_hours,degraded_duration_hours
12145,4.274702868722446,1.0,1.001187417463534
12154,4.549523157214175,1.0,1.0012637564325595
12156,4.143496667066238,1.0,1.0011509712964073
12168,4.847184903007484,1.0,1.0013464402508354
12191,5.783495097106428,1.0,1.001606526415863
12215,4.2797103602087105,1.0,1.0011888084333913
12222,5.285557618112335,1.0,1.0014682104494756
12227,4.306466634544837,1.0,1.001196240731818
12316,3.401549121950609,1.0,1.0009448747560974
12352,5.310657230723859,1.0,1.00147518256409
12374,4.622950062446218,1.0,1.001284152795124
12380,5.039020685129447,1.0,1.0013997279680915
12389,5.289839802600138,1.0,1.0014693999451667
12441,3.376772290062835,1.0,1.0009379923027952
12453,3.748532172589769,1.0,1.0010412589368305
12459,3.201433304028445,1.0,1.0008892870288968
12463,3.5807397632357407,1.0,1.0009946499342322
12535,3.6729735454659185,1.0,1.001020270429296
12574,6.207604591734572,1.0,1.0017243346088152
12578,4.409343930598109,1.0,1.0012248177584995
12652,2.8933728765873745,1.0,1.000803714687941
12659,4.654120655132399,1.0,1.0012928112930923
12663,5.538222385490332,1.0,1.0015383951070806
12682,5.693880848443111,1.0,1.001581633569012
12683,5.44989995621048,1.0,1.0015138610989474
12719,8.847579601904076,1.0,1.002457661000529
12727,4.467627038593136,1.0,1.0012410075107203
12773,5.952283659391,1.0,1.0016534121276086
12798,10.959903215670508,1.0,1.0030444175599085
12825,4.034796544906083,1.0,1.0011207768180295
12826,4.481045044840837,1.0,1.001244734734678
12911,4.393377848408164,1.0,1.001220382735669
12916,3.929921343373355,1.0,1.0010916448176037
12924,6.544014285091215,1.0,1.0018177817458587
12937,4.1578640000055955,1.0,1.0011549622222238
12966,4.981693004567589,1.0,1.0013838036123799
12967,5.742854504318551,1.0,1.0015952373623107
12988,6.4996875775579,1.0,1.0018054687715439
12997,5.472995961774529,1.0,1.0015202766560485
13009,2.8075672732615686,1.0,1.0007798797981282
13014,3.8420247922078765,1.0,1.0010672291089466
13064,4.070139578907117,1.0,1.0011305943274742
13067,3.1905660298295224,1.0,1.0008862683416193
13112,4.478185128266876,1.0,1.0012439403134075
13144,4.311714157459434,1.0,1.001197698377072
13148,5.019672920676488,1.0,1.0013943535890768
13152,4.3740792339656664,1.0,1.001215022009435
13160,5.60930259558976,1.0,1.001558139609886
13185,3.28479729962865,1.0,1.0009124436943413
13195,3.4147434762533457,1.0,1.0009485398545148
13270,7.070396930050382,1.0,1.0019639991472362
13282,4.266189471813409,1.0,1.0011850526310593
