time_hours,maneuvering_satellite_count,failed_satellite_count,available_capacity_gbps,available_capacity_ratio,basic_coverage_indicator,recommended_candidate_id
61.0,2.0018297827952622,0.0,36779.981702172045,0.9994560245155448,1,0
62.0,3.4030716930427545,0.0,36765.96928306957,0.9990752522573252,1,0
63.0,2.9434495525079427,0.0,36770.56550447492,0.9992001495781228,1,0
64.0,1.80400233019374,0.0,36781.95997669806,0.9995097819754908,1,0
65.0,1.7639882446764972,0.0,36782.36011755324,0.9995206553682944,1,0
66.0,1.2817391721177105,0.0,36787.182608278825,0.9996517013119246,1,0
67.0,1.2312185254770327,0.0,36787.68781474523,0.9996654297485116,1,0
68.0,1.77228788472641,0.0,36782.277121152736,0.9995184000313244,1,0
69.0,0.9569870082018496,0.0,36790.43012991798,0.9997399491825538,1,0
70.0,1.0456802540108043,0.0,36789.54319745989,0.9997158477570622,1,0
71.0,0.6687146464373654,0.0,36793.31285353562,0.999818284063468,1,0
72.0,2.305445333747244,0.0,36776.94554666253,0.9993735202897428,1,0
73.0,2.555510555924528,0.0,36774.44489444076,0.9993055677837162,1,0
74.0,1.2218162375118735,0.0,36787.78183762488,0.9996679847180676,1,0
75.0,2.03965013254394,0.0,36779.60349867456,0.9994457472465912,1,0
76.0,2.2227506757208886,0.0,36777.77249324279,0.9993959916642062,1,0
77.0,2.218442387701174,0.0,36777.81557612299,0.9993971623946464,1,0
78.0,2.618572906629097,0.0,36773.81427093371,0.9992884312753726,1,0
79.0,2.019916667093227,0.0,36779.80083332907,0.9994511096013334,1,0
80.0,3.410671869686269,0.0,36765.893281303135,0.999073186991933,1,0
81.0,3.0005535767456166,0.0,36769.99446423254,0.999184632180232,1,0
82.0,2.141737786156497,0.0,36778.582622138434,0.9994180060363704,1,0
83.0,3.589430664557895,0.0,36764.10569335442,0.9990246112324572,1,0
84.0,1.766191231669822,0.0,36782.3380876833,0.9995200567305246,1,0
85.0,5.711630409289384,0.0,36742.88369590711,0.9984479265192148,1,0
86.0,2.298565525453526,0.0,36777.01434474546,0.9993753898028658,1,0
87.0,3.3793623100636268,0.0,36766.20637689936,0.9990816950244392,1,0
88.0,2.71563518638537,0.0,36772.84364813615,0.9992620556558736,1,0
89.0,2.35542811583548,0.0,36776.44571884164,0.9993599380120012,1,0
90.0,3.569035109949766,0.0,36764.3096489005,0.999030153502731,1,0
91.0,3.538247641543052,0.0,36764.61752358457,0.9990385196626242,1,0
92.0,2.382514931324849,0.0,36776.17485068675,0.999352577464314,1,0
93.0,3.3960365989525627,0.0,36766.03963401047,0.999077163967676,1,0
94.0,0.9650733221527474,0.0,36790.34926677848,0.9997377518146324,1,0
95.0,1.9026365390045896,0.0,36780.97363460995,0.9994829792013574,1,0
96.0,2.3331237327531795,0.0,36776.66876267247,0.9993659989856648,1,0
97.0,2.612459111843592,0.0,36773.87540888156,0.9992900926326512,1,0
98.0,1.1638587291080285,0.0,36788.36141270892,0.9996837340410032,1,0
99.0,0.659348895423264,0.0,36793.40651104577,0.9998208291045044,1,0
100.0,1.187234984838497,0.0,36788.12765015162,0.9996773817975984,1,0
101.0,2.1660373095519105,0.0,36778.33962690448,0.9994114029050132,1,0
102.0,0.9941485860206568,0.0,36790.0585141398,0.9997298509277118,1,0
103.0,3.438244542924295,0.0,36765.61755457076,0.9990656944176836,1,0
104.0,3.999208464203903,0.0,36760.007915357965,0.99891325856951,1,0
