diameter_m,diameter_pdf_per_m,survival_probability
0.01,250.00250002500024,1.0
0.010155211276345682,236.88250139517748,0.9622267396349102
0.010312831606721848,224.45103333616643,0.9258802842002375
0.010472898382363585,212.67196212872523,0.8909067391608055
0.010635449574860113,201.51105033203692,0.8572542457333898
0.010800523745162528,190.93585726802328,0.8248729039904984
0.01096816005273138,180.91564472818874,0.7937146988687439
0.011138398264826195,171.42128762891983,0.7637334289720922
0.011311278765939214,162.42518935554668,0.7348846380644195
0.011486842567375536,153.90120154910326,0.7071255491497916
0.011665131316981962,145.82454810263616,0.6804150010427205
0.011846187309026836,138.17175314614659,0.6547133873343474
0.012030053494233242,130.9205728108445,0.6299825976640462
0.012216773489967919,124.04993057437837,0.6061859612093695
0.012406391590588319,117.53985599911331,0.5832881923105437
0.012598952777950272,111.37142668539163,0.5612553381488791
0.012794502732078734,105.52671327105529,0.5400547284015216
0.012993087842004158,99.98872731736486,0.5196549267978882
0.01319475521676706,94.74137192983729,0.5000256845059545
0.013399552696593384,89.76939497047613,0.4811378952792791
0.013607528864243332,85.05834472539901,0.46296355229824976
0.013818733056536322,80.59452789900477,0.44547570664156544
0.014033215376054847,76.36496981258401,0.4286484273263662
0.014251026703029978,72.35737669168576,0.41245676285776395
0.014472218707411343,68.56009993262315,0.396876704230759
0.01469684386112446,64.96210224425371,0.3818851493296789
0.014924955450518291,61.55292556662136,0.36745986867235586
0.015156607589006029,58.322660673210706,0.35357947244824256
0.015391855229902053,55.261918368459284,0.34022337880159514
0.015630754179458167,52.36180219680866,0.3273717833126905
0.015873361110102097,49.61388258397086,0.3150056296318289
0.01611973357388158,47.01017233524622,0.30310658122257
0.016369930016117026,44.54310341967744,0.29165699417231217
0.016624009789266127,42.205504972558785,0.280639891029894
0.016882033167003638,39.99058245236167,0.27003893563142434
0.017144061358519713,37.89189789149396,0.2598384088770135
0.017410156523040163,35.90335118348877,0.2500231854224865
0.017680381784572076,34.01916235223185,0.24057871125151906
0.017954801246878312,32.23385475169039,0.231490982094937
0.018233480008684414,30.54223914731126,0.22274652266518236
0.01851648417912155,28.939398632818925,0.21433236667515237
0.018803880893409158,27.42067433857182,0.2062360376117852
0.019095738328780976,25.98165188993671,0.19844553023588266
0.0193921257206583,24.61814857632019,0.1909492927807375
0.01969311337907423,23.32620119356284,0.18373620982317085
0.01999877270535286,22.102054524357893,0.17679558580157873
0.020309176209047358,20.942150423211526,0.17011712915655042
0.020624397525140916,19.843117474218612,0.16369093707054092
0.020944511431514698,18.801761191592938,0.15750748078397006
0.02126959386668691,17.815054734468365,0.15155759146597494
0.021599721947827184,16.880130108982346,0.14583244661886477
0.02193497398905059,15.994269832069387,0.14032355699611843
0.022275429519995574,15.154899032734264,0.13502275401452746
0.022621169304690252,14.359577967846143,0.12992217764181802
0.022972275360711523,13.60599493069998,0.12501426474179295
0.023328830978641572,12.891959531732734,0.12029173785971102
0.023690920741826334,12.215396331864135,0.11574759443127478
0.024058630546440658,11.574338809956263,0.11137509639922595
0.02443204762186488,10.966923646857715,0.10716776022215253
0.02481126055137769,10.391385309418071,0.10311934726069108
0.02519635929317015,9.846050918730413,0.09922385452687078
0.02558743520168588,9.329335387685761,0.09547550578288076
0.025984581049292486,8.839736813706086,0.09186874297606312
0.026387891048289334,8.375832113264211,0.08839821799743063
0.02679746087325691,7.93627288550184,0.08505878475148912
0.027213387683753074,7.519781492922682,0.08184549152560558
0.02763577014736159,7.12514734776875,0.07875357364760707
0.028064708463098373,6.7512233932856445,0.07577844642072352
0.028500304385181068,6.39692276964917,0.07291569832539774
0.028942661247167503,6.061215654862374,0.07016108447788309
0.02939188398646886,5.743126271440599,0.06751052033592841
0.029848079169243275,5.441730050184144,0.0649600756422176
0.030311355015675792,5.156150942794651,0.06250596859658307
0.0307818214256508,4.885558875523884,0.06014456024835082
0.03125959000482281,4.629167336453746,0.0578723491005037
0.031744774091091936,4.3862310893945375,0.055685965917660465
0.032237488781490305,4.156044007756604,0.0535821687301724
0.03273785095948577,3.9379370220992755,0.05155783802692991
0.03324597932270942,3.731276175391325,0.0496099721297503
0.033761994411113404,3.5354607803303586,0.04773568274248868
0.034286018635565865,3.3499216733650785,0.04593219066827143
0.034818176306889666,3.174119560345535,0.04419682168850217
0.035358593665351795,3.007543448992799,0.042527002597529825
0.03590739891061055,2.849709163631764,0.040920257387098244
0.03646472223212749,2.700157937870009,0.03937420357492062
0.03703069584005141,2.558455081132109,0.03788654867193388
0.03760545399658172,2.4241887151735306,0.0364550867829953
0.03818913304781854,2.296968576901602,0.035077695335980465
0.03878187145610724,2.176424884023805,0.03375233193443272
0.03938380983288489,2.062207260226247,0.032477031329097024
0.039995090972036657,1.9539837167581886,0.031249902503847828
0.0406158598837698,1.8514396874624832,0.030069125871689705
0.04124626382901352,1.7542771144471008,0.02893295057667327
0.04188645235435271,1.6622135817401331,0.02783969189772542
0.04253657732750387,1.574981494410117,0.026787728750544422
0.04319679297334174,1.4923273007656908,0.02577550128385557
0.04386725591048499,1.414010755373805,0.02480150856646336
0.04454812518844989,1.339804220754336,0.023864306361670085
0.04523956232538053,1.2694920057214076,0.022962504985761384
0.04594173134636476,1.2028697384481994,0.022094767247382695
0.04665479882234473,1.1397437724329897,0.021259806464751552
0.04737893390963144,1.0799306236397799,0.020456384557765477
0.0481143083900326,1.0232564371774817,0.01968331021217635
0.04886109671160326,0.9695564819675005,0.018939437113109345
0.04961947603002903,0.9186746719308917,0.01822366224530687
0.050389626250651506,0.8704631123033644,0.01753492425757717
0.051171730071146046,0.8247816697594329,0.016872201889022533
0.05196597302486197,0.7814975650962213,0.016234512454713218
0.052772543524835375,0.7404849872930118,0.015620910388562056
0.05359163290848515,0.7016247278247378,0.015030485841238663
0.054423435483002665,0.6648038341665155,0.014462363331044661
0.05526814857144603,0.6299152814820688,0.013915700445749088
0.056125972559549715,0.5968576615417774,0.013389686593459328
0.05699711094326075,0.5655348879661364,0.012883541800675167
0.05788177037701274,0.5358559169378839,0.012396515555743884
0.05878016072274912,0.5077344825710098,0.011927885696001327
0.05969249509970734,0.48108884616745684,0.011476957336948911
0.06061898993497572,0.455841558632697,0.011043061841878641
0.061559865014835076,0.431919235359613,0.010625555830418425
0.06251534353689711,0.4092523429263553,0.010223820224527452
0.06348565216305217,0.38777499698818013,0.009837259330527082
0.0644710210732387,0.36742477077581964,0.009465299955806108
0.06547168402004737,0.3481425136437523,0.009107390558890515
0.06648787838417262,0.32987217914096834,0.008763000431617683
0.06751984523072502,0.31256066210448513,0.008431618912202109
0.06856782936641738,0.2961576443021143,0.008112754628026003
0.06963207939763882,0.2806154481758087,0.0078059347670317684
0.07071284778942996,0.26588889826048573,0.00751070437663618
0.07181039092537349,0.2519351898755144,0.007226625689126553
0.07292496916841444,0.23871376470720465,0.006953277472538617
0.07405684692262435,0.22618619292066186,0.006690254406053655
0.07520629269592408,0.2143160614583479,0.006437166478988665
0.0763735791637802,0.2030688682006751,0.006193638412488404
0.07755898323389002,0.19241192168099597,0.0059593091030617695
0.07876278611187056,0.182314246063497,0.0057338310871374604
0.07998527336796708,0.17274649110780235,0.005516870025844868
0.08122673500479712,0.16368084685858725,0.005308104209256297
0.08248746552614582,0.1550909628122351,0.005107224079355403
0.08376776400682916,0.14695187132558626,0.004913931771024455
0.08506793416364153,0.13923991504415398,0.004727940670369853
0.08638828442740444,0.13193267813887008,0.0045489749897309655
0.08772912801613361,0.12500892115148876,0.0043767693587420855
0.08909078300934138,0.11844851925927115,0.004211068430841208
0.09047357242349298,0.11223240377950289,0.004051626504642026
0.09187782428863335,0.1063425067438271,0.003898207159607861
0.09330387172620365,0.1007617083812851,0.003750582905487226
0.09475205302806543,0.0954737873574199,0.0036085348449911977
0.0962227117367514,0.09046337362480492,0.003471852349212457
0.09771619672696176,0.08571590374795214,0.0033403327453046844
0.09923286228832551,0.08121757857274511,0.0032137810159591886
0.10077306820944612,0.07695532311735816,0.0030920095102332
0.10233717986325197,0.07291674856807831,0.00297483766530098
0.10392556829367126,0.06909011626956668,0.002862091738715216
0.10553861030365236,0.06546430360489187,0.002753604550781667
0.10717668854455029,0.062028771666160894,0.0026492152366650607
0.1088401916069006,0.0587735346217784,0.0025487690078586666
0.11052951411260215,0.05568913069129588,0.0024521169226638527
0.11224505680853064,0.05276659464348532,0.0023591156653392873
0.1139872266616052,0.049997431737699535,0.0022696273335923167
0.11575643695533042,0.04737359303277588,0.002183519234097401
0.11755310738783693,0.04488745199171571,0.0021006636857384122
0.11937766417144363,0.04253178231413789,0.002020937830283039
0.12123054013376522,0.040299736932073275,0.0019442234502085563
0.12311217482038903,0.03818482810804893,0.0018704067934088501
0.12502301459914553,0.036180908577614176,0.0017993784045227624
0.12696351276599735,0.034282153681496834,0.0017310329626336427
0.1289341296525715,0.03248304443545478,0.0016652691250994668
0.130935332735361,0.030778351488612174,0.0016019893772819312
0.1329675967466212,0.02916311992365416,0.00154109988795172
0.13503140378698728,0.027632654854699113,0.001482510370155532
0.13712724343984,0.0261825077809868,0.0014261339473385524
0.13925561288744626,0.024808463656717968,0.0013718870245238784
0.14141701702890233,0.023506528639461736,0.001319689164357856
0.1436119685999078,0.02227291848152018,0.0012694629678375528
0.14584098829439857,0.02110404753050778,0.001221133959543486
0.14810460488806748,0.019996518307174863,0.0011746304772074564
0.15040335536380245,0.01894711163018114,0.0011298835654517073
0.15273778503907132,0.017952777259115985,0.0010868268735418742
0.15510844769528398,0.01701062502856805,0.001045396557002094
0.1575159057091622,0.016117916447474165,0.0010055311829463983
0.1599607301861488,0.015272056739329977,0.0009671716389860066
0.1624435010958867,0.014470587300126183,0.0009302610455774686
0.16496480740980207,0.013711178552088059,0.000894744671681646
0.16752524724082155,0.012991623172447214,0.0008605698536085222
0.17012542798525893,0.012309829677563614,0.0008276859169274607
0.17276596646690365,0.011663816343749613,0.0007960441013271473
0.17544748908334595,0.0110517054471258,0.0007655974883137834
0.17817063195457308,0.010471717805766228,0.0007363009316403297
0.18093604107387165,0.009922167608268988,0.0007081109903636386
0.18374437246107267,0.009401457513720563,0.0006809858644302085
0.1865962923181746,0.00890807400881155,0.0006548853326950533
0.18949247718738216,0.008440583008608433,0.0006297706932817756
0.192433614111598,0.007997625688194539,0.0006056047061954127
0.19542040079740533,0.007577914533064276,0.0005823515381029613
0.19845354578058033,0.007180229596790537,0.0005599767091996994
0.20153376859417332,0.006803414955087818,0.0005384470420825225
0.20466179993919897,0.006446375345964146,0.0005177306125544792
0.20783838185797573,0.006108072986196082,0.000497796702287563
0.21106426791015548,0.005787524554873451,0.0004786157532735652
0.21434022335148567,0.005483798335246,0.00046015932399545316
0.2176670253153459,0.00519601150656446,0.000442400047254278
0.22104546299710215,0.004923327578044338,0.0004253115895890849
0.22447633784132237,0.00466495395749394,0.00040886861222964936
0.22796046373189796,0.004420139647539495,0.0003930467335241406
0.23149866718511608,0.004188173062751167,0.00037782249278600025
0.23509178754572868,0.003968379961325137,0.00036317331550643044
0.2387406771860647,0.0037601214853099163,0.00034907747988090427
0.24244620170823283,0.003562792303680533,0.00033551408460006797
0.24620924014946255,0.003375818852863213,0.00032246301785727273
0.2500306851906324,0.003198657669596382,0.00030990492752678184
0.25391144336803473,0.003030793811282244,0.0002978211924684326
0.2578524352884274,0.0028717393592374778,0.0002861938949162047
0.26185459584742327,0.002721032000492522,0.00027500579390974983
0.2659188744512694,0.002578233684017303,0.0002642402997294923
0.2700462352420682,0.0024429293474675195,0.0002538814492973864
0.27423765732649497,0.0023147257107505974,0.0002439138825068599
0.2784941350080644,0.0021932501329046707,0.0002343228194468434
