time_hours,maneuvering_satellite_count,failed_satellite_count,available_capacity_gbps,available_capacity_ratio
94.0,0.9650733221527474,0.0,36790.349266778474,0.9997377518146324
95.0,1.9026365390045896,0.0,36780.97363460995,0.9994829792013574
96.0,2.3331237327531795,0.0,36776.66876267247,0.9993659989856649
97.0,2.6124591118435916,0.0,36773.87540888156,0.9992900926326511
98.0,1.1638587291080285,0.0,36788.36141270892,0.9996837340410032
99.0,0.659348895423264,0.0,36793.40651104577,0.9998208291045045
100.0,1.187234984838497,0.0,36788.12765015162,0.9996773817975984
101.0,2.1660373095519105,0.0,36778.33962690448,0.9994114029050131
102.0,0.9941485860206569,0.0,36790.0585141398,0.9997298509277118
103.0,3.438244542924295,0.0,36765.61755457076,0.9990656944176837
104.0,3.999208464203903,0.0,36760.007915357965,0.9989132585695099
105.0,0.5745450595710793,0.0,36794.254549404286,0.9998438736251165
106.0,0.0,0.0,36800.0,1.0
107.0,0.23713574256522918,0.0,36797.628642574346,0.9999355609395203
108.0,0.7638595319947257,0.0,36792.36140468005,0.9997924294750014
109.0,1.7754814349739831,0.0,36782.24518565026,0.999517532218757
110.0,2.0134653318337854,0.0,36779.86534668166,0.9994528626815669
111.0,2.284453859499635,0.0,36777.155461405004,0.9993792244947012
112.0,1.799149271578571,0.0,36782.00850728421,0.9995111007414188
113.0,0.13834828939843646,0.0,36798.61651710601,0.9999624053561417
114.0,0.5389403625756586,0.0,36794.610596374245,0.9998535488145175
115.0,2.838092857609638,0.0,36771.619071423906,0.99922877911478
116.0,1.9103065746053147,0.0,36780.89693425395,0.999480894952553
117.0,3.3670453899968464,0.0,36766.32954610003,0.9990850420135878
118.0,3.137586823243396,0.0,36768.62413176757,0.9991473948849883
119.0,1.499368500685648,0.0,36785.006314993145,0.9995925629074224
120.0,3.2100148450833785,0.0,36767.89985154917,0.9991277133573144
121.0,1.52343051993671,0.0,36784.76569480063,0.9995860243152346
122.0,0.4235738385830956,0.0,36795.76426161417,0.9998848984134284
123.0,1.4577016866363266,0.0,36785.422983133634,0.99960388541124
124.0,1.7287819460563014,0.0,36782.712180539434,0.9995302222972673
125.0,1.760498953974178,0.0,36782.395010460255,0.9995216035451157
126.0,1.2913509384905524,0.0,36787.0864906151,0.9996490894188885
127.0,1.1685993919576276,0.0,36788.31400608042,0.9996824458174027
128.0,1.6408993081629148,0.0,36783.591006918374,0.9995541034488689
129.0,2.0424077256729447,0.0,36779.57592274327,0.9994449979006323
130.0,0.5966761288791247,0.0,36794.03323871121,0.9998378597475871
131.0,2.5597531302498737,0.0,36774.4024686975,0.9993044149102582
132.0,4.083819737710087,0.0,36759.1618026229,0.9988902663756222
133.0,1.273408361468114,0.0,36787.26591638532,0.9996539651191663
134.0,1.4445583133435491,0.0,36785.554416866566,0.9996074569800697
135.0,3.9219876778259106,0.0,36760.78012322174,0.9989342424788517
136.0,1.7746722759019065,0.0,36782.25327724098,0.9995177520989398
137.0,2.4252412402119887,0.0,36775.74758759788,0.9993409670542902
138.0,1.4498352040810119,0.0,36785.50164795919,0.9996060230423692
139.0,1.5693749814411717,0.0,36784.30625018559,0.999573539407217
140.0,2.499286748871725,0.0,36775.00713251128,0.9993208459921543
141.0,2.676146484779224,0.0,36773.23853515221,0.99927278628131
142.0,4.086804274481722,0.0,36759.13195725518,0.9988894553601951
143.0,0.18400777012237768,0.0,36798.15992229878,0.9999499978885538
144.0,1.3965603093571417,0.0,36786.03439690643,0.9996204999159355
145.0,2.4102809368338853,0.0,36775.89719063166,0.9993450323541212
146.0,1.9974697005385167,0.0,36780.02530299462,0.999457209320506
147.0,1.4651431447527727,0.0,36785.34856855247,0.9996018632758824
148.0,1.3681665354182826,0.0,36786.31833464582,0.9996282156153755
149.0,0.7743853538535177,0.0,36792.25614646146,0.9997895691973223
150.0,2.5336873942079023,0.0,36774.66312605792,0.9993114979907044
151.0,3.2580862021067105,0.0,36767.41913797893,0.999114650488558
152.0,1.198831088708829,0.0,36788.011689112915,0.9996742306824161
153.0,0.6212240819086219,0.0,36793.787759180916,0.999831189108177
154.0,0.8245404604769817,0.0,36791.75459539523,0.9997759400922617
155.0,0.4774346822836151,0.0,36795.22565317716,0.9998702623145969
156.0,1.7025593448984182,0.0,36782.97440655102,0.9995373480041038
157.0,1.1440562899713314,0.0,36788.55943710029,0.9996891151385948
158.0,2.978329324516096,0.0,36770.216706754836,0.9991906713792075
159.0,1.1561342633269476,0.0,36788.43865736673,0.9996858330806176
160.0,0.7512148385229409,0.0,36792.48785161477,0.9997958655330101
161.0,2.1197876052305844,0.0,36778.802123947695,0.9994239707594482
162.0,2.7623178750358193,0.0,36772.37682124964,0.9992493701426534
163.0,1.1077289009677997,0.0,36788.92271099032,0.9996989867116935
164.0,0.8683322135600804,0.0,36791.3166778644,0.9997640401593587
165.0,4.258159101561063,0.0,36757.41840898439,0.9988428915484889
166.0,2.341191802290666,0.0,36776.58808197709,0.9993638065754644
167.0,1.2391541777079453,0.0,36787.60845822292,0.9996632733212751
168.0,0.6454215706132516,0.0,36793.54578429387,0.9998246137036377
169.0,1.8953104064188437,0.0,36781.04689593581,0.9994849699982558
170.0,2.3103536282940524,0.0,36776.89646371706,0.9993721865140505
171.0,0.49306758516519267,0.0,36795.069324148346,0.9998660142431616
172.0,0.9701911137121897,0.0,36790.29808886288,0.9997363611104044
173.0,2.0130969965128145,0.0,36779.869030034875,0.9994529627726868
174.0,1.1487674378646204,0.0,36788.512325621356,0.999687834935363
175.0,0.8439654524651985,0.0,36791.56034547535,0.9997706615618301
176.0,0.5159260532324765,0.0,36794.840739467676,0.999859802702926
177.0,2.5936766015427395,0.0,36774.063233984576,0.9992951965756678
178.0,2.531119423692843,0.0,36774.68880576307,0.9993121958087791
179.0,1.6073365428795512,0.0,36783.9266345712,0.9995632237655218
180.0,3.2370515074331934,0.0,36767.62948492567,0.9991203664381975
181.0,2.6888490102340654,0.0,36773.11150989766,0.9992693345080885
182.0,2.221097299487184,0.0,36777.78902700513,0.9993964409512263
183.0,0.6267153010009281,0.0,36793.73284698999,0.9998296969290758
184.0,0.7504622163770023,0.0,36792.49537783623,0.9997960700498976
185.0,1.2524876664673172,0.0,36787.47512333532,0.9996596500906338
186.0,1.6806726481739247,0.0,36783.19327351826,0.9995432954760398
187.0,1.2049766910307085,0.0,36787.950233089694,0.9996725606817851
188.0,2.0334964158881803,0.0,36779.66503584112,0.9994474194522044
189.0,3.375303643027138,0.0,36766.24696356973,0.9990827979230904
190.0,0.954909030748297,0.0,36790.45090969252,0.9997405138503401
191.0,0.7634333984913155,0.0,36792.36566601509,0.9997925452721491
192.0,0.3768665091362493,0.0,36796.23133490864,0.9998975906225174
193.0,1.4608207122821852,0.0,36785.39179287718,0.9996030378499233
194.0,0.16549917525108526,0.0,36798.34500824749,0.9999550273980296
195.0,1.135555869985609,0.0,36788.644441300145,0.99969142503533
196.0,0.8677581778714512,0.0,36791.32241822129,0.9997641961473176
197.0,1.6570916509544134,0.0,36783.42908349045,0.9995497033557188
198.0,1.3491292994780792,0.0,36786.50870700522,0.9996333887773157
199.0,1.0515429496330455,0.0,36789.48457050367,0.9997142546332519
200.0,2.9102807781613933,0.0,36770.897192218385,0.9992091628320213
201.0,0.9323192863518557,0.0,36790.67680713648,0.9997466523678391
202.0,2.013844460261538,0.0,36779.86155539739,0.9994527596575377
203.0,1.836319037403797,0.0,36781.63680962596,0.9995010002615751
204.0,0.2689865326572942,0.0,36797.310134673426,0.999926905833517
205.0,2.1547828379916325,0.0,36778.45217162008,0.9994144611853284
206.0,5.892973746678734,0.0,36741.07026253321,0.9983986484384025
207.0,3.1461510834152477,0.0,36768.53848916585,0.9991450676403762
208.0,1.7826502494870624,0.0,36782.17349750513,0.999515584171335
209.0,0.44639571939515577,0.0,36795.536042806045,0.9998786968153817
210.0,1.884653076400582,0.0,36781.15346923599,0.9994878660118476
211.0,1.2383903397617075,0.0,36787.61609660238,0.9996634808859343
212.0,2.3165563321695117,0.0,36776.834436678306,0.9993705009966931
213.0,1.7234147236979709,0.0,36782.76585276302,0.9995316807816038
214.0,0.7850339959531425,0.0,36792.14966004047,0.999786675544578
215.0,0.6618545482241416,0.0,36793.38145451776,0.9998201482205913
216.0,0.0,0.0,36800.0,1.0
217.0,3.639432240265279,0.0,36763.60567759735,0.9990110238477541
218.0,4.316523720124451,0.0,36756.83476279875,0.9988270315977922
219.0,0.8011200578583271,0.0,36791.988799421415,0.9997823043321037
220.0,0.8320955612877867,0.0,36791.67904438712,0.999773887075737
221.0,1.05344943127011,0.0,36789.4655056873,0.9997137365675898
222.0,4.583125091146854,0.0,36754.16874908853,0.9987545855730579
223.0,3.657575842943885,0.0,36763.42424157056,0.9990060935209392
224.0,3.1283014103468645,0.0,36768.71698589653,0.9991499180950143
225.0,0.9618608058863742,0.0,36790.38139194113,0.999738624781009
226.0,1.4504534728419571,0.0,36785.49546527158,0.9996058550345539
227.0,2.0374079482586183,0.0,36779.625920517414,0.9994463565357993
228.0,2.787907915987546,0.0,36772.12092084013,0.9992424163271774
229.0,0.9332903073171508,0.0,36790.66709692683,0.9997463885034464
230.0,1.6064726744158122,0.0,36783.93527325584,0.9995634585123869
231.0,4.177469910394706,0.0,36758.225300896054,0.998864817959132
232.0,2.3705852487970844,0.0,36776.29414751203,0.9993558192258705
233.0,0.7159597829644326,0.0,36792.84040217035,0.9998054457111509
234.0,2.15567974782374,0.0,36778.44320252176,0.9994142174598305
235.0,3.69145625387506,0.0,36763.085437461246,0.9989968868875339
236.0,3.7048141410784865,0.0,36762.951858589215,0.9989932570268808
237.0,2.795583390704337,0.0,36772.04416609296,0.9992403306003521
238.0,3.593956171651996,0.0,36764.06043828348,0.9990233814750945
239.0,4.229749411794899,0.0,36757.70250588205,0.9988506115728818
240.0,3.1333178884268023,0.0,36768.66682111573,0.9991485549216231
241.0,1.4064562099615046,0.0,36785.935437900385,0.9996178108125104
242.0,2.4490111201709794,0.0,36775.50988879829,0.9993345078477796
243.0,1.8834493392764955,0.0,36781.165506607234,0.999488193114327
244.0,0.11027133407458223,0.0,36798.89728665925,0.9999700349635666
245.0,0.8913149498881694,0.0,36791.08685050112,0.9997577948505738
246.0,1.14396570915315,0.0,36788.560342908466,0.9996891397529475
247.0,0.8587689554577196,0.0,36791.41231044542,0.9997666388707994
248.0,0.18176355620582285,0.0,36798.18236443794,0.9999506077292919
249.0,1.2362647581575459,0.0,36787.637352418424,0.999664058489631
250.0,2.0387154167297297,0.0,36779.6128458327,0.9994460012454538
251.0,1.511760721398332,0.0,36784.882392786014,0.9995891954561417
252.0,1.8801878040582096,0.0,36781.198121959416,0.9994890794010711
253.0,3.040556142817451,0.0,36769.594438571825,0.9991737619177127
254.0,2.5711534989441134,0.0,36774.288465010555,0.9993013169839825
255.0,2.212772002453505,0.0,36777.87227997546,0.9993987032602027
256.0,1.3502861035888145,0.0,36786.497138964114,0.9996330744283727
257.0,0.7466044643300052,0.0,36792.5339553567,0.9997971183520843
258.0,0.3101175566857819,0.0,36796.89882443314,0.9999157289248136
259.0,1.9159863839907416,0.0,36780.84013616009,0.9994793515260895
260.0,1.0337601071506697,0.0,36789.66239892849,0.9997190869274047
261.0,0.22811101492703756,0.0,36797.71888985073,0.9999380133111612
262.0,1.8238754359041423,0.0,36781.761245640955,0.999504381675026
263.0,3.012002307549551,0.0,36769.8799769245,0.9991815211120788
264.0,2.3726677949339887,0.0,36776.27332205066,0.9993552533165941
265.0,3.3346431205569615,0.0,36766.65356879443,0.9990938469781094
266.0,5.440509249163483,0.0,36745.59490750836,0.9985216007475098
267.0,0.8988111032158486,0.0,36791.01188896784,0.999755757852387
268.0,4.565229294881419,0.0,36754.34770705119,0.9987594485611736
269.0,3.240609034515728,0.0,36767.59390965484,0.9991193997188815
270.0,4.167227718319225,0.0,36758.32772281681,0.9988676011635003
271.0,1.3082936066095385,0.0,36786.917063933906,0.9996444854329866
272.0,1.8432871433817581,0.0,36781.56712856618,0.9994991067545158
273.0,3.385015905592695,0.0,36766.149840944076,0.9990801587213064
274.0,2.2171914112794866,0.0,36777.8280858872,0.9993975023338914
275.0,1.9269780723379313,0.0,36780.73021927662,0.999476364654256
276.0,1.301236966175452,0.0,36786.98763033825,0.999646402998322
277.0,2.1185983629902125,0.0,36778.814016370095,0.9994242939231004
278.0,0.8864519895028593,0.0,36791.135480104975,0.9997591163072004
279.0,0.8497778229319692,0.0,36791.50222177068,0.9997690821133337
280.0,2.15721442198344,0.0,36778.427855780166,0.9994138004288089
281.0,2.889611371566616,0.0,36771.103886284334,0.999214779518596
282.0,2.019390187395004,0.0,36779.80609812605,0.9994512526664687
283.0,1.9467561879085906,0.0,36780.532438120914,0.9994709901663292
284.0,1.9669408862588398,0.0,36780.33059113741,0.9994655051939514
285.0,1.3863236693331942,0.0,36786.13676330667,0.9996232816115943
286.0,1.3449368945996412,0.0,36786.550631054,0.9996345280177718
287.0,1.582232057984129,0.0,36784.17767942016,0.9995700456364174
288.0,2.8530709998861425,0.0,36771.469290001136,0.9992247089674222
289.0,2.7155498050841516,0.0,36772.844501949156,0.999262078857314
290.0,1.4359769717119661,0.0,36785.64023028288,0.9996097888663826
291.0,0.885077470062356,0.0,36791.14922529938,0.9997594898179178
292.0,0.9431785200164882,0.0,36790.56821479984,0.9997437014891261
293.0,0.057830323559585395,0.0,36799.4216967644,0.9999842852381631
294.0,1.1597623471234328,0.0,36788.402376528764,0.9996848471882817
295.0,2.760530302403822,0.0,36772.39469697596,0.999249855896086
296.0,1.3285423581984332,0.0,36786.71457641802,0.9996389830548374
297.0,0.7619870264800852,0.0,36792.3801297352,0.9997929383080216
298.0,0.6036122375434161,0.0,36793.96387762456,0.9998359749354501
299.0,0.39901178320332065,0.0,36796.009882167964,0.999891572884999
300.0,1.1591864841495294,0.0,36788.408135158505,0.9996850036727855
301.0,3.162330991386682,0.0,36768.37669008613,0.9991406709262536
302.0,1.3025835346812755,0.0,36786.974164653184,0.999646037082967
303.0,2.7172958641767764,0.0,36772.827041358236,0.9992616043847347
304.0,2.2987819201825346,0.0,36777.01218079818,0.9993753309999505
305.0,0.3748573368470147,0.0,36796.25142663153,0.999898136593248
306.0,0.3957773003392049,0.0,36796.04222699661,0.99989245182056
307.0,0.7616574250688473,0.0,36792.383425749314,0.9997930278736227
308.0,2.364950885571261,0.0,36776.35049114429,0.9993573503028339
309.0,2.289614826560296,0.0,36777.1038517344,0.999377822058
310.0,2.775137925661568,0.0,36772.24862074338,0.9992458864332441
311.0,1.9080514394279362,0.0,36780.91948560572,0.9994815077610251
312.0,3.053783173569286,0.0,36769.462168264305,0.9991701676158778
313.0,1.9078436903650413,0.0,36780.92156309635,0.9994815642145748
314.0,1.4538044478434244,0.0,36785.46195552157,0.9996049444435209
315.0,1.11358377760763,0.0,36788.86416222392,0.9996973957126066
316.0,0.3940677739773264,0.0,36796.059322260226,0.999892916365767
317.0,2.6696887614543243,0.0,36773.30311238546,0.999274541097431
318.0,3.913050178658864,0.0,36760.86949821341,0.9989366711471036
319.0,0.7307551788515525,0.0,36792.692448211485,0.9998014252231382
320.0,0.6045533436360984,0.0,36793.95446656364,0.999835719200099
321.0,5.565963130379657,0.0,36744.340368696205,0.9984875100189186
322.0,4.22401141330522,0.0,36757.759885866944,0.9988521708116017
323.0,1.2322336253794788,0.0,36787.6776637462,0.9996651539061469
324.0,2.8279308170669992,0.0,36771.72069182933,0.9992315405388406
325.0,3.664939588566199,0.0,36763.35060411434,0.9990040925031071
326.0,0.21221631656879936,0.0,36797.87783683431,0.9999423325226715
327.0,2.5912673583917467,0.0,36774.087326416084,0.9992958512613066
328.0,2.204579752281859,0.0,36777.95420247718,0.9994009294151408
329.0,4.299835609559409,0.0,36757.001643904405,0.9988315664104458
330.0,1.6943734845686436,0.0,36783.056265154315,0.9995395724226716
331.0,2.5761795451469993,0.0,36774.23820454853,0.9992999512105578
332.0,3.731821070101546,0.0,36762.681789298986,0.9989859181874724
333.0,2.4906893678442543,0.0,36775.093106321554,0.9993231822369988
334.0,0.4427062826522956,0.0,36795.57293717348,0.9998796993797141
335.0,0.11569294264273822,0.0,36798.843070573574,0.9999685617003689
336.0,1.4111200672736004,0.0,36785.888799327266,0.9996165434599801
337.0,2.7745974949711467,0.0,36772.254025050286,0.99924603328941
338.0,0.7043546318464564,0.0,36792.95645368154,0.9998085992848244
339.0,1.590795758110346,0.0,36784.092042418895,0.9995677185439917
340.0,2.0317814088986097,0.0,36779.68218591101,0.9994478854867123
341.0,2.386188093852411,0.0,36776.13811906148,0.9993515793223228
342.0,0.778895080763732,0.0,36792.21104919236,0.9997883437280533
343.0,4.676994197725662,0.0,36753.230058022746,0.9987290776636616
344.0,1.2801471091868848,0.0,36787.19852890813,0.9996521339377209
345.0,1.6613894653963825,0.0,36783.386105346035,0.9995485354713597
346.0,3.1629011903479523,0.0,36768.37098809652,0.9991405159808836
347.0,3.6757112648583075,0.0,36763.242887351415,0.999001165417158
348.0,3.0597062275908797,0.0,36769.40293772409,0.9991685580903285
349.0,2.278563116500493,0.0,36777.214368835,0.9993808252400814
350.0,1.6109233209081708,0.0,36783.890766790915,0.9995622490975792
351.0,3.601166924341669,0.0,36763.98833075658,0.9990214220314289
352.0,1.0737873202037918,0.0,36789.26212679796,0.999708209967336
353.0,1.9821741882461197,0.0,36780.178258117536,0.9994613657097157
354.0,2.8528176051030414,0.0,36771.47182394897,0.9992247778247002
355.0,0.3491377805892739,0.0,36796.50862219411,0.9999051256031007
356.0,2.9274361891285707,0.0,36770.72563810871,0.9992045010355629
357.0,2.640862595536248,0.0,36773.591374044634,0.9992823742946911
358.0,1.0058510387628417,0.0,36789.94148961237,0.9997266709133796
359.0,1.812106119498253,0.0,36781.87893880502,0.9995075798588321
360.0,1.2218492273697166,0.0,36787.7815077263,0.999667975753432
361.0,2.2201282891384153,0.0,36777.79871710861,0.9993967042692558
362.0,0.18771018390037852,0.0,36798.122898161,0.9999489917978531
363.0,0.841902621237864,0.0,36791.58097378762,0.999771222113794
364.0,0.2984377748908287,0.0,36797.01562225109,0.9999189027785623
365.0,1.99405372992004,0.0,36780.0594627008,0.9994581375733914
366.0,2.303744387495442,0.0,36776.96255612504,0.9993739825033979
367.0,2.791999390567014,0.0,36772.08000609433,0.9992413045134328
368.0,1.5621800050409433,0.0,36784.37819994959,0.9995754945638476
369.0,0.6331795567767244,0.0,36793.66820443223,0.9998279403378323
370.0,1.8498303423775724,0.0,36781.501696576226,0.9994973287113105
371.0,1.7440686401480434,0.0,36782.55931359852,0.9995260683043076
372.0,0.29255671695352703,0.0,36797.074432830465,0.9999205008921321
373.0,2.0876147942041143,0.0,36779.12385205796,0.9994327133711401
374.0,2.3490454302240664,0.0,36776.50954569776,0.9993616724374391
375.0,2.258249242808404,0.0,36777.41750757192,0.9993863453144542
376.0,1.5903753659032418,0.0,36784.09624634097,0.9995678327810046
377.0,3.4604342010293294,0.0,36765.395657989706,0.9990596646192855
378.0,3.319279760728591,0.0,36766.807202392716,0.9990980218041499
379.0,1.6690304460249195,0.0,36783.30969553975,0.9995464591179279
380.0,0.9867957297673229,0.0,36790.132042702324,0.9997318489864762
381.0,2.0620339976026116,0.0,36779.37966002397,0.9994396646745645
382.0,2.207359582828815,0.0,36777.92640417171,0.9994001740264051
383.0,1.752695933719565,0.0,36782.47304066281,0.9995237239310546
384.0,1.0718750469416705,0.0,36789.281249530584,0.9997087296068093
385.0,1.3696424364661084,0.0,36786.30357563534,0.9996278145553082
386.0,1.8586036077536505,0.0,36781.41396392247,0.9994949446718062
387.0,2.860150165258119,0.0,36771.39849834742,0.9992227852811799
388.0,0.8502439328880769,0.0,36791.497560671116,0.9997689554530195
389.0,1.7201757166010907,0.0,36782.79824283399,0.9995325609465758
390.0,1.710096774631893,0.0,36782.899032253685,0.9995352997895023
391.0,3.2511616081512784,0.0,36767.488383918484,0.9991165321716979
392.0,3.1704889163057715,0.0,36768.295110836945,0.9991384540988301
393.0,1.1624534630305448,0.0,36788.375465369696,0.9996841159067852
394.0,0.188377865939799,0.0,36798.1162213406,0.9999488103625163
395.0,1.3070865551981683,0.0,36786.929134448015,0.9996448134360874
396.0,1.994519233208564,0.0,36780.05480766791,0.9994580110779324
397.0,2.5167668512037835,0.0,36774.83233148796,0.9993160959643468
398.0,1.349699369805137,0.0,36786.50300630195,0.9996332338669008
399.0,2.4817243521398495,0.0,36775.1827564786,0.9993256183825706
400.0,2.7906392901915638,0.0,36772.09360709808,0.9992416741059261
401.0,2.2442208525644105,0.0,36777.557791474355,0.9993901573770205
402.0,2.4306660156734665,0.0,36775.69333984327,0.9993394929305236
403.0,3.377962096404474,0.0,36766.220379035956,0.9990820755172815
404.0,3.305127708685518,0.0,36766.94872291315,0.999101867470466
405.0,2.220853028517581,0.0,36777.79146971482,0.9993965073292072
406.0,2.5044778298287156,0.0,36774.95522170171,0.9993194353723291
407.0,2.041224935392279,0.0,36779.587750646075,0.9994453193110346
408.0,0.893510410919589,0.0,36791.064895890806,0.9997571982579023
409.0,1.5425639934217656,0.0,36784.57436006578,0.9995808250017875
410.0,1.4367820036449075,0.0,36785.63217996355,0.9996095701077051
411.0,1.765986489060026,0.0,36782.3401351094,0.9995201123671033
412.0,4.865974576720475,0.0,36751.3402542328,0.9986777242998043
413.0,0.8024893295301467,0.0,36791.9751067047,0.9997819322474102
