event_sample_id,delta_v_required_mps,delta_v_commanded_mps,delta_v_actual_mps,delta_v_limited
1557,0.0017346101246039183,0.0017346101246039183,0.0017261541628028872,False
1597,0.002291883865256207,0.002291883865256207,0.0022762952123380883,False
1605,0.004461454486944693,0.004461454486944693,0.004434422279398719,False
1673,0.0027089300391623205,0.0027089300391623205,0.002686081084459201,False
1695,0.0012634050222867597,0.0012634050222867597,0.0012577571061419142,False
1697,0.002226163968491841,0.002226163968491841,0.0022317339567921694,False
1699,0.0022944764179786015,0.0022944764179786015,0.0022927324892494908,False
1723,0.0018487568469799172,0.0018487568469799172,0.0018890193367520727,False
1745,0.0019253453502215106,0.0019253453502215106,0.001912382923870725,False
1780,0.003210007638315936,0.003210007638315936,0.003153810398306364,False
1794,0.002693337259265263,0.002693337259265263,0.002559776680297487,False
1816,0.001474858965412053,0.001474858965412053,0.001410904577922246,False
1856,0.003128741996992895,0.003128741996992895,0.0031380991384380497,False
1903,0.0016848538847316799,0.0016848538847316799,0.0016611542159195006,False
1937,0.0014867896914954307,0.0014867896914954307,0.0014877049458857658,False
2018,0.0016561730245946388,0.0016561730245946388,0.0016130397250573591,False
2020,0.0026454292761917547,0.0026454292761917547,0.0026649972066035126,False
2069,0.0014155552350063026,0.0014155552350063026,0.0014020022548960674,False
2071,0.003366944319275516,0.003366944319275516,0.003425553492700157,False
2108,0.0019061479052579142,0.0019061479052579142,0.0017974062129778958,False
2145,0.0020729839231328666,0.0020729839231328666,0.0020226663730217175,False
2178,0.0015514815434736608,0.0015514815434736608,0.001577606878516973,False
2184,0.002357663737417448,0.002357663737417448,0.0023646090140110746,False
2209,0.004034429046457958,0.004034429046457958,0.004055319006871143,False
2290,0.0019665438354992933,0.0019665438354992933,0.002040642322339473,False
2365,0.0021838935457186527,0.0021838935457186527,0.002131864533692486,False
2395,0.0017300284472680557,0.0017300284472680557,0.0017151539670699648,False
2437,0.0021843865988845257,0.0021843865988845257,0.0020838611082445754,False
2440,0.002822720909975801,0.002822720909975801,0.0028582174326232785,False
2455,0.0014883502395377011,0.0014883502395377011,0.0014691839619187476,False
2463,0.003002206100172969,0.003002206100172969,0.0031384731950302876,False
2468,0.0032268519296027687,0.0032268519296027687,0.003279115738311572,False
2471,0.0023708169296259235,0.0023708169296259235,0.00237420480975326,False
2498,0.0017603302681764687,0.0017603302681764687,0.0017325430540636169,False
2559,0.0015758808544815313,0.0015758808544815313,0.0015496864846289635,False
2615,0.0015300791176230924,0.0015300791176230924,0.0015315353091958114,False
2638,0.0015215824452293933,0.0015215824452293933,0.0015370004186602572,False
2650,0.002366545251817848,0.002366545251817848,0.002287097775250238,False
2653,0.001676310548142948,0.001676310548142948,0.0016714628703102335,False
2704,0.002388511614191628,0.002388511614191628,0.002399101273262662,False
2737,0.002975452145517262,0.002975452145517262,0.00298068674086196,False
2741,0.001728771883726652,0.001728771883726652,0.0017259708891665595,False
2750,0.004093452693039784,0.004093452693039784,0.004179458946073462,False
2804,0.0024069764259376084,0.0024069764259376084,0.002495891056672953,False
2806,0.002210787549832375,0.002210787549832375,0.0021871669956023943,False
2812,0.0025805187263163126,0.0025805187263163126,0.002551430455532726,False
2849,0.0012131259617012146,0.0012131259617012146,0.0012015783557414355,False
2852,0.0016014010556912354,0.0016014010556912354,0.0015647432718717544,False
2867,0.0012164580247024128,0.0012164580247024128,0.0012311666225834489,False
2879,0.001814849532637098,0.001814849532637098,0.0018757401250080693,False
2887,0.0023554116585524443,0.0023554116585524443,0.002477524667599768,False
2903,0.003523998155249745,0.003523998155249745,0.0035204844997375508,False
3009,0.002686042300711574,0.002686042300711574,0.002703853122515824,False
3026,0.0015594392983534365,0.0015594392983534365,0.0016251836718707627,False
3056,0.002272869786521659,0.002272869786521659,0.0023126941089028938,False
3072,0.0028772138326614493,0.0028772138326614493,0.0029542757557964997,False
3082,0.0029629999972640847,0.0029629999972640847,0.0029159444904499313,False
3087,0.0016371123620406922,0.0016371123620406922,0.0016216246632924224,False
3119,0.0018991043952395147,0.0018991043952395147,0.0018956296996946087,False
3138,0.0015504561047211224,0.0015504561047211224,0.0015565611960771256,False
3185,0.0035273682791848327,0.0035273682791848327,0.0034929478934203045,False
3201,0.0016738012513977975,0.0016738012513977975,0.0016163152415136443,False
3204,0.00218933839802884,0.00218933839802884,0.0021004135846762074,False
3212,0.0036266192532232442,0.0036266192532232442,0.003764283299330671,False
3220,0.0016813367228681706,0.0016813367228681706,0.0017690146714964899,False
3240,0.001291748514989403,0.001291748514989403,0.0012441657608877397,False
3364,0.0023805212441181957,0.0023805212441181957,0.002368995358269807,False
3435,0.002804198850711905,0.002804198850711905,0.002774452556192667,False
3440,0.0012029032703328652,0.0012029032703328652,0.0012009049153174395,False
3453,0.0029515641923102765,0.0029515641923102765,0.0029898790159452403,False
3479,0.0020486725592654405,0.0020486725592654405,0.0019937166737702336,False
3579,0.0019922770451346232,0.0019922770451346232,0.0019774046141292894,False
3706,0.0015081595552324915,0.0015081595552324915,0.0015072072761497094,False
3713,0.0012857668891884874,0.0012857668891884874,0.0012774369937277776,False
3737,0.0012984570463238547,0.0012984570463238547,0.001252191145897541,False
3746,0.0018062801006400676,0.0018062801006400676,0.0017864329596246071,False
3749,0.0034159392074051887,0.0034159392074051887,0.003500653113661632,False
3792,0.0016658217371663202,0.0016658217371663202,0.0016152220677969611,False
3881,0.0034700335617175912,0.0034700335617175912,0.003458907442715669,False
3962,0.0015928520074841217,0.0015928520074841217,0.0016144570018714881,False
4003,0.002829589941462088,0.002829589941462088,0.0029012460142892396,False
4005,0.0037984751683789336,0.0037984751683789336,0.003765837928267056,False
4006,0.0026454544192747198,0.0026454544192747198,0.002628755511924103,False
4040,0.0026109220186898018,0.0026109220186898018,0.002639683153964206,False
4086,0.0025773708832523955,0.0025773708832523955,0.002543864893854423,False
4146,0.0015521703404983538,0.0015521703404983538,0.0015572345805032032,False
4149,0.0017595191829465073,0.0017595191829465073,0.0017512309798575472,False
4163,0.0019002864407595998,0.0019002864407595998,0.001944573582588469,False
4168,0.0030828397516380612,0.0030828397516380612,0.0031036410338546854,False
4196,0.0029475738355868655,0.0029475738355868655,0.00296776053837876,False
4234,0.0017516198958362776,0.0017516198958362776,0.0017042916106016581,False
4237,0.0013831187279940741,0.0013831187279940741,0.001407550951914442,False
4255,0.0021327243439786567,0.0021327243439786567,0.0021631526881642367,False
4291,0.0025981837340131697,0.0025981837340131697,0.0026679121071864205,False
4319,0.0018863869487920305,0.0018863869487920305,0.0019171331480428745,False
4333,0.002119142257511635,0.002119142257511635,0.002138117440056787,False
4360,0.0014177348547204016,0.0014177348547204016,0.0014232153428017076,False
4370,0.0017019995387490142,0.0017019995387490142,0.001688201679220482,False
4393,0.0019201987398103062,0.0019201987398103062,0.001990521441403893,False
4408,0.0015034382859019234,0.0015034382859019234,0.001511708941043809,False
4409,0.0016976030839252261,0.0016976030839252261,0.0016789081865787934,False
4426,0.0013101732423032343,0.0013101732423032343,0.0013205892282674484,False
4462,0.002722990605016462,0.002722990605016462,0.0026424417766954633,False
4467,0.0020771640711946034,0.0020771640711946034,0.0020713718408289297,False
4488,0.0025492519557405685,0.0025492519557405685,0.0025881224845378894,False
4492,0.0020760260743852583,0.0020760260743852583,0.002112308507649734,False
4497,0.0017083294592861297,0.0017083294592861297,0.0017339954870633674,False
4498,0.0014497591858535967,0.0014497591858535967,0.0014616452405752916,False
4530,0.002946760979779956,0.002946760979779956,0.0030067563569783425,False
4562,0.0027266309891357103,0.0027266309891357103,0.002678001154585263,False
4577,0.0032074649486287916,0.0032074649486287916,0.0032444282052753316,False
4591,0.0015748226494170688,0.0015748226494170688,0.0015513023526735278,False
4608,0.002159497444535968,0.002159497444535968,0.0021701416257190087,False
4654,0.002620232728021669,0.002620232728021669,0.0025654588752982107,False
4708,0.002536454996135012,0.002536454996135012,0.002456977431895157,False
4731,0.0013056085688613987,0.0013056085688613987,0.0013105624985519245,False
4769,0.001442993917139601,0.001442993917139601,0.0014473878738859138,False
4778,0.00243434474918271,0.00243434474918271,0.0023788401161018253,False
4809,0.0024027956297191237,0.0024027956297191237,0.0024148725063120476,False
4827,0.0032750830533358538,0.0032750830533358538,0.0032304262327573366,False
