time_seconds,time_hours,A1_area_coverage,A2_area_coverage,B1_full_region,B2_full_region,weighted_mean_multiplicity
0.0,0.0,1.0000000000000004,1.0000000000000004,1,1,3.6689466484268136
300.0,0.08333333333333333,1.0000000000000004,1.0000000000000004,1,1,3.690834473324214
600.0,0.16666666666666666,1.0000000000000004,1.0000000000000004,1,1,3.6497948016415873
900.0,0.25,1.0000000000000004,1.0000000000000004,1,1,3.667578659370726
1200.0,0.3333333333333333,1.0000000000000004,1.0000000000000004,1,1,3.6634746922024632
1500.0,0.4166666666666667,1.0000000000000004,1.0000000000000004,1,1,3.6976744186046524
1800.0,0.5,1.0000000000000004,1.0000000000000004,1,1,3.6716826265389884
2100.0,0.5833333333333334,1.0000000000000004,1.0000000000000004,1,1,3.6922024623803016
2400.0,0.6666666666666666,1.0000000000000004,1.0000000000000004,1,1,3.6634746922024637
2700.0,0.75,1.0000000000000004,1.0000000000000004,1,1,3.688098495212039
3000.0,0.8333333333333334,1.0000000000000004,1.0000000000000004,1,1,3.668946648426813
3300.0,0.9166666666666666,1.0000000000000004,1.0000000000000004,1,1,3.6662106703146384
3600.0,1.0,1.0000000000000004,1.0000000000000004,1,1,3.670314637482901
3900.0,1.0833333333333333,1.0000000000000004,1.0000000000000004,1,1,3.6771545827633383
4200.0,1.1666666666666667,1.0000000000000004,1.0000000000000004,1,1,3.69904240766074
4500.0,1.25,1.0000000000000004,1.0000000000000004,1,1,3.6497948016415878
4800.0,1.3333333333333333,1.0000000000000004,1.0000000000000004,1,1,3.649794801641588
5100.0,1.4166666666666667,1.0000000000000004,1.0000000000000004,1,1,3.6963064295485646
5400.0,1.5,1.0000000000000004,1.0000000000000004,1,1,3.68809849521204
5700.0,1.5833333333333333,1.0000000000000004,1.0000000000000004,1,1,3.674418604651163
6000.0,1.6666666666666667,1.0000000000000004,1.0000000000000004,1,1,3.634746922024625
6300.0,1.75,1.0000000000000004,1.0000000000000004,1,1,3.6963064295485646
6600.0,1.8333333333333333,1.0000000000000004,1.0000000000000004,1,1,3.673050615595076
6900.0,1.9166666666666667,1.0000000000000004,1.0000000000000004,1,1,3.668946648426813
7200.0,2.0,1.0000000000000004,1.0000000000000004,1,1,3.686730506155952
7500.0,2.0833333333333335,1.0000000000000004,1.0000000000000004,1,1,3.6839945280437756
7800.0,2.1666666666666665,1.0000000000000004,1.0000000000000004,1,1,3.7140902872777026
8100.0,2.25,1.0000000000000004,1.0000000000000004,1,1,3.671682626538988
8400.0,2.3333333333333335,1.0000000000000004,1.0000000000000004,1,1,3.638850889192888
8700.0,2.4166666666666665,1.0000000000000004,1.0000000000000004,1,1,3.6771545827633387
9000.0,2.5,1.0000000000000004,1.0000000000000004,1,1,3.6908344733242147
9300.0,2.5833333333333335,1.0000000000000004,1.0000000000000004,1,1,3.6922024623803016
9600.0,2.6666666666666665,1.0000000000000004,1.0000000000000004,1,1,3.662106703146376
9900.0,2.75,1.0000000000000004,1.0000000000000004,1,1,3.645690834473325
10200.0,2.8333333333333335,1.0000000000000004,1.0000000000000004,1,1,3.6880984952120395
10500.0,2.9166666666666665,1.0000000000000004,1.0000000000000004,1,1,3.690834473324214
10800.0,3.0,1.0000000000000004,1.0000000000000004,1,1,3.6607387140902885
11100.0,3.0833333333333335,1.0000000000000004,1.0000000000000004,1,1,3.6689466484268136
11400.0,3.1666666666666665,1.0000000000000004,1.0000000000000004,1,1,3.6484268125855004
11700.0,3.25,1.0000000000000004,1.0000000000000004,1,1,3.6853625170998643
12000.0,3.3333333333333335,1.0000000000000004,1.0000000000000004,1,1,3.6580027359781124
12300.0,3.4166666666666665,1.0000000000000004,1.0000000000000004,1,1,3.6771545827633387
12600.0,3.5,1.0000000000000004,1.0000000000000004,1,1,3.6607387140902876
12900.0,3.5833333333333335,1.0000000000000004,1.0000000000000004,1,1,3.6976744186046515
13200.0,3.6666666666666665,1.0000000000000004,1.0000000000000004,1,1,3.6922024623803016
13500.0,3.75,1.0000000000000004,1.0000000000000004,1,1,3.656634746922026
13800.0,3.8333333333333335,1.0000000000000004,1.0000000000000004,1,1,3.662106703146375
14100.0,3.9166666666666665,1.0000000000000004,1.0000000000000004,1,1,3.6607387140902876
14400.0,4.0,1.0000000000000004,1.0000000000000004,1,1,3.700410396716827
14700.0,4.083333333333333,1.0000000000000004,1.0000000000000004,1,1,3.652530779753763
15000.0,4.166666666666667,1.0000000000000004,1.0000000000000004,1,1,3.656634746922025
15300.0,4.25,1.0000000000000004,1.0000000000000004,1,1,3.6634746922024637
15600.0,4.333333333333333,1.0000000000000004,1.0000000000000004,1,1,3.703146374829002
