M,N,inclination_deg,phase_factor_F,Omega0_deg,u0_deg,total_satellites,feasible,constraint_violation,Q1_full_region,Q2_full_region,P1_space_time,P2_space_time,mean_multiplicity,worst_A1,worst_A2,max_gap_time_min,max_double_gap_time_min,min_availability1,min_availability2,mean_availability1,mean_availability2,std_availability1,std_mean_multiplicity,min_angular_margin_deg,worst_grid_latitude_deg,worst_grid_longitude_deg,worst_double_grid_latitude_deg,worst_double_grid_longitude_deg,sample_count,grid_point_count,simulation_duration_seconds,coverage_method,single_feasible,double_feasible,upper_reach_deg,geometric_prefilter_failed,validation_status,sensitivity_passed,sensitivity_min_Q1,sensitivity_min_Q2
34,44,51.80359000950615,33,4.98263636273626,2.7486702643050984,1496,True,0.0,1.0,0.0,1.0000000000000002,0.9397989816081476,2.9602523179814555,1.0000000000000004,0.9110807113543096,0.0,15.0,1.0,0.7986111111111112,1.0000000000000004,0.9397989816081476,0.0,1.460676612827733,0.006912271407371,4.0,73.0,7.957015066042,106.961603530318,288,731,86400.0,kdtree,True,False,56.35415733545492,False,quick_smoke_only,False,0.9965277777777778,0.0
