M,N,inclination_deg,phase_factor_F,Omega0_deg,u0_deg,total_satellites,feasible,constraint_violation,Q1_full_region,Q2_full_region,P1_space_time,P2_space_time,mean_multiplicity,worst_A1,worst_A2,max_gap_time_min,max_double_gap_time_min,min_availability1,min_availability2,mean_availability1,mean_availability2,std_availability1,std_mean_multiplicity,min_angular_margin_deg,worst_grid_latitude_deg,worst_grid_longitude_deg,worst_double_grid_latitude_deg,worst_double_grid_longitude_deg,sample_count,grid_point_count,simulation_duration_seconds,coverage_method,single_feasible,double_feasible,upper_reach_deg,geometric_prefilter_failed,generation_evaluated,seed,search_stage,scenario,refinement_iteration
6,44,41.85008486127964,5,38.47888286857954,7.243518321850058,264,False,272.99347812771583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.599347812771583,53.0,73.0,53.0,73.0,0,0,86400.0,geometric_prefilter,False,False,46.40065218722842,True,0.0,20360710.0,main_ga,double,
36,31,50.15522791797343,19,3.011991889779555,0.5752086449611556,1116,False,196.32824137406902,0.0,0.0,0.9174171606627151,0.660182968536252,2.23062015503876,0.9015047879616965,0.6415868673050618,5.0,75.0,0.6319444444444444,0.3611111111111111,0.9174171606627143,0.6601829685362517,0.0965661977960678,1.0535863274371813,,53.0,79.575135072763,4.0,102.750082701545,288,731,86400.0,kdtree,False,False,54.7057952439222,False,0.0,20360710.0,main_ga,double,
3,39,43.61299394544047,1,23.507915337878188,0.9653773722523667,117,False,255.3643872861075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.8364387286107515,53.0,73.0,53.0,73.0,0,0,86400.0,geometric_prefilter,False,False,48.16356127138925,True,0.0,20360710.0,main_ga,double,
21,35,47.2429545883075,11,4.133867043913729,2.0426842710733735,735,False,219.06478085743726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2064780857437256,53.0,73.0,53.0,73.0,0,0,86400.0,geometric_prefilter,False,False,51.793521914256274,True,0.0,20360710.0,main_ga,double,
38,38,52.59249353643936,24,1.5460379911208475,2.4036549256850024,1444,False,195.28043300653596,0.0,0.0,0.9929558063535495,0.88046245630035,2.81126025991792,0.9849521203830374,0.8563611491108076,15.0,40.0,0.9548611111111112,0.7152777777777778,0.9929558063535496,0.88046245630035,0.012499100586632372,1.4026559771812146,,9.935522599064,127.233061389989,4.0,86.883371927388,288,731,86400.0,kdtree,False,False,57.14306086238814,False,0.0,20360710.0,main_ga,double,
60,19,45.41532489453496,8,1.528307566934631,1.7390630175211104,1140,False,237.34107779516262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.034107779516262,53.0,73.0,53.0,73.0,0,0,86400.0,geometric_prefilter,False,False,49.96589222048374,True,0.0,20360710.0,main_ga,double,
34,45,51.77184404075813,20,0.2197761191398435,6.8242875439524475,1530,False,163.4827956376349,0.3159722222222222,0.0,0.9987745098039219,0.9644940340477279,3.0268990348077214,0.9958960328317378,0.9493844049247611,5.0,10.0,0.9722222222222222,0.8368055555555556,0.998774509803922,0.9644940340477279,0.004360661733366966,1.49255121319624,,5.978507533021,88.914619313326,4.0,102.750082701545,288,731,86400.0,kdtree,False,False,56.32241136670691,False,0.0,20360710.0,main_ga,double,
41,35,56.70733576731876,24,1.771054300759448,6.497463354661516,1435,False,195.7093830749354,0.0,0.0,0.9613780589755287,0.7763575391396873,2.471846975224198,0.9521203830369361,0.7510259917920662,10.0,20.0,0.8472222222222222,0.6006944444444444,0.9613780589755285,0.7763575391396873,0.05794034683464956,1.1266131009640683,,5.978507533021,128.701167596641,7.957015066042,92.977413841364,288,731,86400.0,kdtree,False,False,61.25790309326754,False,0.0,20360710.0,main_ga,double,
54,35,55.83046801622268,4,2.6552811466898114,6.6237493575959405,1890,False,186.05088634290925,0.09027777777777778,0.0,0.9978340173278618,0.9795276637786903,3.375455996352029,0.9945280437756503,0.9685362517099868,5.0,10.0,0.9652777777777778,0.8993055555555556,0.9978340173278618,0.9795276637786903,0.006438611599625931,1.6680042604799918,,9.935522599064,77.017263806666,4.0,84.900033080618,288,731,86400.0,kdtree,False,False,60.38103534217146,False,0.0,20360710.0,main_ga,double,
32,44,54.7252745867169,7,5.426194456530201,2.201079027130704,1408,False,195.3527559279526,0.0,0.0,0.9889705882352947,0.8593868749050012,2.5997254521963824,0.9794801641586872,0.8358413132694942,10.0,20.0,0.875,0.6631944444444444,0.9889705882352946,0.8593868749050012,0.02432632277785626,1.3205659405323398,,7.957015066042,88.981931073091,4.0,120.600132322472,288,731,86400.0,kdtree,False,False,59.275841912665676,False,1.0,20360710.0,main_ga,double,
