plane_index,satellite_index,inclination_deg,raan_deg,initial_argument_of_latitude_deg,phase_factor,altitude_km
0,0,51.803590009506145,4.98263636273626,2.7486702643050984,33,550.0
0,1,51.803590009506145,4.98263636273626,10.930488446123281,33,550.0
0,2,51.803590009506145,4.98263636273626,19.11230662794146,33,550.0
0,3,51.803590009506145,4.98263636273626,27.294124809759644,33,550.0
0,4,51.803590009506145,4.98263636273626,35.475942991577824,33,550.0
0,5,51.803590009506145,4.98263636273626,43.65776117339601,33,550.0
0,6,51.803590009506145,4.98263636273626,51.83957935521419,33,550.0
0,7,51.803590009506145,4.98263636273626,60.021397537032364,33,550.0
0,8,51.803590009506145,4.98263636273626,68.20321571885056,33,550.0
0,9,51.803590009506145,4.98263636273626,76.38503390066873,33,550.0
0,10,51.803590009506145,4.98263636273626,84.56685208248692,33,550.0
0,11,51.803590009506145,4.98263636273626,92.74867026430509,33,550.0
0,12,51.803590009506145,4.98263636273626,100.93048844612328,33,550.0
0,13,51.803590009506145,4.98263636273626,109.11230662794146,33,550.0
0,14,51.803590009506145,4.98263636273626,117.29412480975964,33,550.0
0,15,51.803590009506145,4.98263636273626,125.47594299157781,33,550.0
0,16,51.803590009506145,4.98263636273626,133.657761173396,33,550.0
0,17,51.803590009506145,4.98263636273626,141.8395793552142,33,550.0
0,18,51.803590009506145,4.98263636273626,150.02139753703236,33,550.0
0,19,51.803590009506145,4.98263636273626,158.20321571885054,33,550.0
0,20,51.803590009506145,4.98263636273626,166.38503390066876,33,550.0
0,21,51.803590009506145,4.98263636273626,174.56685208248692,33,550.0
0,22,51.803590009506145,4.98263636273626,182.74867026430508,33,550.0
0,23,51.803590009506145,4.98263636273626,190.9304884461233,33,550.0
0,24,51.803590009506145,4.98263636273626,199.11230662794145,33,550.0
0,25,51.803590009506145,4.98263636273626,207.29412480975967,33,550.0
0,26,51.803590009506145,4.98263636273626,215.47594299157782,33,550.0
0,27,51.803590009506145,4.98263636273626,223.657761173396,33,550.0
0,28,51.803590009506145,4.98263636273626,231.8395793552142,33,550.0
0,29,51.803590009506145,4.98263636273626,240.02139753703236,33,550.0
0,30,51.803590009506145,4.98263636273626,248.2032157188505,33,550.0
0,31,51.803590009506145,4.98263636273626,256.3850339006687,33,550.0
0,32,51.803590009506145,4.98263636273626,264.5668520824869,33,550.0
0,33,51.803590009506145,4.98263636273626,272.7486702643051,33,550.0
0,34,51.803590009506145,4.98263636273626,280.93048844612326,33,550.0
0,35,51.803590009506145,4.98263636273626,289.11230662794145,33,550.0
0,36,51.803590009506145,4.98263636273626,297.2941248097596,33,550.0
0,37,51.803590009506145,4.98263636273626,305.4759429915778,33,550.0
0,38,51.803590009506145,4.98263636273626,313.65776117339595,33,550.0
0,39,51.803590009506145,4.98263636273626,321.83957935521414,33,550.0
0,40,51.803590009506145,4.98263636273626,330.0213975370324,33,550.0
0,41,51.803590009506145,4.98263636273626,338.2032157188505,33,550.0
0,42,51.803590009506145,4.98263636273626,346.3850339006687,33,550.0
0,43,51.803590009506145,4.98263636273626,354.5668520824869,33,550.0
1,0,51.803590009506145,15.570871656853907,10.689846734893333,33,550.0
1,1,51.803590009506145,15.570871656853907,18.871664916711516,33,550.0
1,2,51.803590009506145,15.570871656853907,27.053483098529696,33,550.0
1,3,51.803590009506145,15.570871656853907,35.235301280347876,33,550.0
1,4,51.803590009506145,15.570871656853907,43.41711946216606,33,550.0
1,5,51.803590009506145,15.570871656853907,51.59893764398425,33,550.0
1,6,51.803590009506145,15.570871656853907,59.78075582580243,33,550.0
1,7,51.803590009506145,15.570871656853907,67.9625740076206,33,550.0
1,8,51.803590009506145,15.570871656853907,76.14439218943879,33,550.0
1,9,51.803590009506145,15.570871656853907,84.32621037125698,33,550.0
1,10,51.803590009506145,15.570871656853907,92.50802855307516,33,550.0
1,11,51.803590009506145,15.570871656853907,100.68984673489332,33,550.0
1,12,51.803590009506145,15.570871656853907,108.87166491671152,33,550.0
1,13,51.803590009506145,15.570871656853907,117.0534830985297,33,550.0
1,14,51.803590009506145,15.570871656853907,125.23530128034787,33,550.0
1,15,51.803590009506145,15.570871656853907,133.41711946216606,33,550.0
1,16,51.803590009506145,15.570871656853907,141.59893764398424,33,550.0
1,17,51.803590009506145,15.570871656853907,149.78075582580243,33,550.0
1,18,51.803590009506145,15.570871656853907,157.96257400762062,33,550.0
1,19,51.803590009506145,15.570871656853907,166.14439218943878,33,550.0
1,20,51.803590009506145,15.570871656853907,174.326210371257,33,550.0
1,21,51.803590009506145,15.570871656853907,182.50802855307515,33,550.0
1,22,51.803590009506145,15.570871656853907,190.6898467348933,33,550.0
1,23,51.803590009506145,15.570871656853907,198.87166491671152,33,550.0
1,24,51.803590009506145,15.570871656853907,207.05348309852968,33,550.0
1,25,51.803590009506145,15.570871656853907,215.2353012803479,33,550.0
1,26,51.803590009506145,15.570871656853907,223.41711946216608,33,550.0
1,27,51.803590009506145,15.570871656853907,231.59893764398424,33,550.0
1,28,51.803590009506145,15.570871656853907,239.78075582580243,33,550.0
1,29,51.803590009506145,15.570871656853907,247.96257400762062,33,550.0
1,30,51.803590009506145,15.570871656853907,256.14439218943875,33,550.0
1,31,51.803590009506145,15.570871656853907,264.32621037125693,33,550.0
1,32,51.803590009506145,15.570871656853907,272.5080285530751,33,550.0
1,33,51.803590009506145,15.570871656853907,280.6898467348933,33,550.0
1,34,51.803590009506145,15.570871656853907,288.8716649167115,33,550.0
1,35,51.803590009506145,15.570871656853907,297.0534830985297,33,550.0
1,36,51.803590009506145,15.570871656853907,305.23530128034787,33,550.0
1,37,51.803590009506145,15.570871656853907,313.41711946216606,33,550.0
1,38,51.803590009506145,15.570871656853907,321.5989376439842,33,550.0
1,39,51.803590009506145,15.570871656853907,329.7807558258024,33,550.0
1,40,51.803590009506145,15.570871656853907,337.9625740076206,33,550.0
1,41,51.803590009506145,15.570871656853907,346.14439218943875,33,550.0
1,42,51.803590009506145,15.570871656853907,354.32621037125693,33,550.0
1,43,51.803590009506145,15.570871656853907,2.508028553075121,33,550.0
2,0,51.803590009506145,26.15910695097155,18.63102320548157,33,550.0
2,1,51.803590009506145,26.15910695097155,26.81284138729975,33,550.0
2,2,51.803590009506145,26.15910695097155,34.994659569117935,33,550.0
2,3,51.803590009506145,26.15910695097155,43.17647775093611,33,550.0
2,4,51.803590009506145,26.15910695097155,51.358295932754295,33,550.0
2,5,51.803590009506145,26.15910695097155,59.54011411457249,33,550.0
2,6,51.803590009506145,26.15910695097155,67.72193229639066,33,550.0
2,7,51.803590009506145,26.15910695097155,75.90375047820885,33,550.0
2,8,51.803590009506145,26.15910695097155,84.08556866002702,33,550.0
2,9,51.803590009506145,26.15910695097155,92.2673868418452,33,550.0
2,10,51.803590009506145,26.15910695097155,100.4492050236634,33,550.0
2,11,51.803590009506145,26.15910695097155,108.63102320548155,33,550.0
2,12,51.803590009506145,26.15910695097155,116.81284138729976,33,550.0
2,13,51.803590009506145,26.15910695097155,124.99465956911793,33,550.0
2,14,51.803590009506145,26.15910695097155,133.1764777509361,33,550.0
2,15,51.803590009506145,26.15910695097155,141.3582959327543,33,550.0
2,16,51.803590009506145,26.15910695097155,149.54011411457248,33,550.0
