time_seconds,time_hours,A1_area_coverage,A2_area_coverage,B1_full_region,B2_full_region,weighted_mean_multiplicity
0.0,0.0,1.0000000000000004,0.9575923392612864,1,0,2.9863201094391245
300.0,0.08333333333333333,1.0000000000000004,0.9370725034199731,1,0,2.9794801641586863
600.0,0.16666666666666666,1.0000000000000004,0.9329685362517104,1,0,2.9302325581395334
900.0,0.25,1.0000000000000004,0.9370725034199732,1,0,2.9603283173734605
1200.0,0.3333333333333333,1.0000000000000004,0.9247606019151852,1,0,2.917920656634747
1500.0,0.4166666666666667,1.0000000000000004,0.9466484268125859,1,0,2.924760601915185
1800.0,0.5,1.0000000000000004,0.946648426812586,1,0,2.942544459644323
2100.0,0.5833333333333334,1.0000000000000004,0.9425444596443233,1,0,2.9562243502051984
2400.0,0.6666666666666666,1.0000000000000004,0.9425444596443233,1,0,2.984952120383036
2700.0,0.75,1.0000000000000004,0.9425444596443233,1,0,2.986320109439124
3000.0,0.8333333333333334,1.0000000000000004,0.9534883720930237,1,0,2.991792065663474
3300.0,0.9166666666666666,1.0000000000000004,0.9480164158686735,1,0,2.9630642954856365
3600.0,1.0,1.0000000000000004,0.9384404924760608,1,0,2.956224350205199
3900.0,1.0833333333333333,1.0000000000000004,0.9493844049247611,1,0,2.961696306429548
4200.0,1.1666666666666667,1.0000000000000004,0.9274965800273602,1,0,2.9480164158686724
4500.0,1.25,1.0000000000000004,0.9384404924760607,1,0,2.935704514363884
4800.0,1.3333333333333333,1.0000000000000004,0.9411764705882357,1,0,2.9411764705882355
5100.0,1.4166666666666667,1.0000000000000004,0.9370725034199731,1,0,2.9630642954856357
5400.0,1.5,1.0000000000000004,0.9589603283173739,1,0,3.0
5700.0,1.5833333333333333,1.0000000000000004,0.9439124487004109,1,0,2.990424076607387
6000.0,1.6666666666666667,1.0000000000000004,0.9562243502051988,1,0,3.0027359781121743
6300.0,1.75,1.0000000000000004,0.9534883720930237,1,0,2.995896032831736
6600.0,1.8333333333333333,1.0000000000000004,0.9439124487004109,1,0,2.95485636114911
6900.0,1.9166666666666667,1.0000000000000004,0.9411764705882357,1,0,2.922024623803009
7200.0,2.0,1.0000000000000004,0.9274965800273602,1,0,2.9534883720930236
7500.0,2.0833333333333335,1.0000000000000004,0.9302325581395353,1,0,2.9439124487004107
7800.0,2.1666666666666665,1.0000000000000004,0.9384404924760607,1,0,2.9452804377564976
8100.0,2.25,1.0000000000000004,0.9370725034199731,1,0,2.971272229822161
8400.0,2.3333333333333335,1.0000000000000004,0.9521203830369361,1,0,3.0068399452804364
8700.0,2.4166666666666665,1.0000000000000004,0.9452804377564984,1,0,2.9726402188782477
9000.0,2.5,1.0000000000000004,0.946648426812586,1,0,2.9753761969904238
9300.0,2.5833333333333335,1.0000000000000004,0.9534883720930237,1,0,3.0082079343365256
9600.0,2.6666666666666665,1.0000000000000004,0.9452804377564984,1,0,2.990424076607387
9900.0,2.75,1.0000000000000004,0.9384404924760605,1,0,2.9452804377564967
10200.0,2.8333333333333335,1.0000000000000004,0.9316005471956229,1,0,2.9357045143638842
10500.0,2.9166666666666665,1.0000000000000004,0.9452804377564984,1,0,2.9357045143638842
10800.0,3.0,1.0000000000000004,0.9302325581395353,1,0,2.9562243502051984
11100.0,3.0833333333333335,1.0000000000000004,0.9439124487004109,1,0,2.9452804377564985
11400.0,3.1666666666666665,1.0000000000000004,0.9575923392612864,1,0,3.004103967168262
11700.0,3.25,1.0000000000000004,0.9370725034199731,1,0,2.9849521203830367
12000.0,3.3333333333333335,1.0000000000000004,0.9452804377564985,1,0,2.9767441860465107
12300.0,3.4166666666666665,1.0000000000000004,0.9493844049247611,1,0,2.9726402188782486
12600.0,3.5,1.0000000000000004,0.9466484268125859,1,0,2.9575923392612853
12900.0,3.5833333333333335,1.0000000000000004,0.9480164158686735,1,0,2.9726402188782486
13200.0,3.6666666666666665,1.0000000000000004,0.9384404924760607,1,0,2.9302325581395348
13500.0,3.75,1.0000000000000004,0.946648426812586,1,0,2.953488372093023
13800.0,3.8333333333333335,1.0000000000000004,0.9329685362517105,1,0,2.938440492476059
14100.0,3.9166666666666665,1.0000000000000004,0.9439124487004109,1,0,2.958960328317373
14400.0,4.0,1.0000000000000004,0.958960328317374,1,0,2.9767441860465116
14700.0,4.083333333333333,1.0000000000000004,0.9233926128590976,1,0,2.9452804377564976
15000.0,4.166666666666667,1.0000000000000004,0.9452804377564984,1,0,2.9958960328317374
15300.0,4.25,1.0000000000000004,0.9575923392612864,1,0,2.9781121751025994
15600.0,4.333333333333333,1.0000000000000004,0.9452804377564984,1,0,2.974008207934337
15900.0,4.416666666666667,1.0000000000000004,0.9452804377564984,1,0,2.9534883720930223
16200.0,4.5,1.0000000000000004,0.9370725034199731,1,0,2.9493844049247597
16500.0,4.583333333333333,1.0000000000000004,0.9493844049247611,1,0,2.9425444596443224
16800.0,4.666666666666667,1.0000000000000004,0.9288645690834478,1,0,2.942544459644323
17100.0,4.75,1.0000000000000004,0.9398084815321481,1,0,2.982216142270862
17400.0,4.833333333333333,1.0000000000000004,0.9493844049247611,1,0,2.991792065663475
17700.0,4.916666666666667,1.0000000000000004,0.9316005471956229,1,0,2.9671682626538987
18000.0,5.0,1.0000000000000004,0.9534883720930236,1,0,3.0054719562243486
18300.0,5.083333333333333,1.0000000000000004,0.9493844049247611,1,0,2.9904240766073866
18600.0,5.166666666666667,1.0000000000000004,0.9357045143638856,1,0,2.9575923392612857
18900.0,5.25,1.0000000000000004,0.9411764705882357,1,0,2.9466484268125854
19200.0,5.333333333333333,1.0000000000000004,0.9288645690834478,1,0,2.9712722298221617
19500.0,5.416666666666667,1.0000000000000004,0.9384404924760607,1,0,2.9274965800273596
19800.0,5.5,1.0000000000000004,0.9261285909712726,1,0,2.934336525307796
20100.0,5.583333333333333,1.0000000000000004,0.9480164158686735,1,0,2.967168262653898
20400.0,5.666666666666667,1.0000000000000004,0.946648426812586,1,0,2.9808481532147746
20700.0,5.75,1.0000000000000004,0.9261285909712726,1,0,2.969904240766074
21000.0,5.833333333333333,1.0000000000000004,0.9466484268125859,1,0,2.9835841313269498
21300.0,5.916666666666667,1.0000000000000004,0.9357045143638856,1,0,2.997264021887825
21600.0,6.0,1.0000000000000004,0.9288645690834478,1,0,2.948016415868672
21900.0,6.083333333333333,1.0000000000000004,0.9274965800273601,1,0,2.9370725034199716
22200.0,6.166666666666667,1.0000000000000004,0.9370725034199731,1,0,2.9562243502051984
22500.0,6.25,1.0000000000000004,0.9370725034199731,1,0,2.935704514363885
22800.0,6.333333333333333,1.0000000000000004,0.9316005471956229,1,0,2.9398084815321477
23100.0,6.416666666666667,1.0000000000000004,0.9452804377564984,1,0,2.945280437756498
23400.0,6.5,1.0000000000000004,0.9452804377564984,1,0,2.9781121751025985
23700.0,6.583333333333333,1.0000000000000004,0.9179206566347473,1,0,2.954856361149111
24000.0,6.666666666666667,1.0000000000000004,0.9439124487004109,1,0,2.989056087551299
24300.0,6.75,1.0000000000000004,0.9302325581395354,1,0,2.9562243502051984
24600.0,6.833333333333333,1.0000000000000004,0.9179206566347473,1,0,2.8946648426812582
24900.0,6.916666666666667,1.0000000000000004,0.9357045143638856,1,0,2.9507523939808484
25200.0,7.0,1.0000000000000004,0.9398084815321482,1,0,2.9384404924760603
25500.0,7.083333333333333,1.0000000000000004,0.9261285909712728,1,0,2.9316005471956217
25800.0,7.166666666666667,1.0000000000000004,0.934336525307798,1,0,2.9357045143638847
26100.0,7.25,1.0000000000000004,0.9398084815321481,1,0,2.941176470588235
26400.0,7.333333333333333,1.0000000000000004,0.9357045143638856,1,0,2.946648426812586
26700.0,7.416666666666667,1.0000000000000004,0.9165526675786598,1,0,2.9507523939808484
27000.0,7.5,1.0000000000000004,0.9452804377564985,1,0,3.0
27300.0,7.583333333333333,1.0000000000000004,0.9425444596443233,1,0,2.986320109439124
27600.0,7.666666666666667,1.0000000000000004,0.9233926128590976,1,0,2.916552667578658
27900.0,7.75,1.0000000000000004,0.9398084815321481,1,0,2.946648426812585
28200.0,7.833333333333333,1.0000000000000004,0.934336525307798,1,0,2.931600547195622
28500.0,7.916666666666667,1.0000000000000004,0.924760601915185,1,0,2.919288645690835
28800.0,8.0,1.0000000000000004,0.9411764705882357,1,0,2.9507523939808484
29100.0,8.083333333333334,1.0000000000000004,0.9357045143638856,1,0,2.975376196990424
29400.0,8.166666666666666,1.0000000000000004,0.9452804377564984,1,0,2.982216142270861
29700.0,8.25,1.0000000000000004,0.9316005471956229,1,0,2.9685362517099856
30000.0,8.333333333333334,1.0000000000000004,0.9452804377564984,1,0,2.972640218878248
30300.0,8.416666666666666,1.0000000000000004,0.9398084815321481,1,0,2.967168262653899
30600.0,8.5,1.0000000000000004,0.9247606019151852,1,0,2.9644322845417235
30900.0,8.583333333333334,1.0000000000000004,0.9384404924760607,1,0,2.923392612859097
31200.0,8.666666666666666,1.0000000000000004,0.9261285909712726,1,0,2.9343365253077973
31500.0,8.75,1.0000000000000004,0.9316005471956229,1,0,2.932968536251709
31800.0,8.833333333333334,1.0000000000000004,0.934336525307798,1,0,2.926128590971272
32100.0,8.916666666666666,1.0000000000000004,0.9370725034199732,1,0,2.960328317373461
32400.0,9.0,1.0000000000000004,0.9425444596443233,1,0,2.9658002735978113
32700.0,9.083333333333334,1.0000000000000004,0.9370725034199731,1,0,2.9781121751026
33000.0,9.166666666666666,1.0000000000000004,0.9507523939808487,1,0,2.9726402188782486
