satellite_id,plane_index,satellite_index,inclination_deg,raan_deg,initial_argument_of_latitude_deg,phase_factor,altitude_km
354,7,32,50.331343634531606,66.594136750965,293.078292421351,28,550.0
355,7,33,50.331343634531606,66.594136750965,300.9043793778728,28,550.0
356,7,34,50.331343634531606,66.594136750965,308.7304663343946,28,550.0
357,7,35,50.331343634531606,66.594136750965,316.55655329091627,28,550.0
358,7,36,50.331343634531606,66.594136750965,324.38264024743796,28,550.0
359,7,37,50.331343634531606,66.594136750965,332.2087272039597,28,550.0
360,7,38,50.331343634531606,66.594136750965,340.03481416048146,28,550.0
361,7,39,50.331343634531606,66.594136750965,347.8609011170032,28,550.0
362,7,40,50.331343634531606,66.594136750965,355.68698807352496,28,550.0
363,7,41,50.331343634531606,66.594136750965,3.513075030046707,28,550.0
364,7,42,50.331343634531606,66.594136750965,11.339161986568456,28,550.0
365,7,43,50.331343634531606,66.594136750965,19.16524894309015,28,550.0
366,7,44,50.331343634531606,66.594136750965,26.99133589961184,28,550.0
367,7,45,50.331343634531606,66.594136750965,34.817422856133646,28,550.0
368,8,0,50.331343634531606,75.594136750965,48.12177068222058,28,550.0
369,8,1,50.331343634531606,75.594136750965,55.94785763874231,28,550.0
370,8,2,50.331343634531606,75.594136750965,63.77394459526406,28,550.0
371,8,3,50.331343634531606,75.594136750965,71.6000315517858,28,550.0
372,8,4,50.331343634531606,75.594136750965,79.42611850830754,28,550.0
373,8,5,50.331343634531606,75.594136750965,87.25220546482927,28,550.0
374,8,6,50.331343634531606,75.594136750965,95.07829242135101,28,550.0
375,8,7,50.331343634531606,75.594136750965,102.90437937787274,28,550.0
376,8,8,50.331343634531606,75.594136750965,110.73046633439448,28,550.0
377,8,9,50.331343634531606,75.594136750965,118.55655329091621,28,550.0
378,8,10,50.331343634531606,75.594136750965,126.38264024743798,28,550.0
379,8,11,50.331343634531606,75.594136750965,134.20872720395968,28,550.0
380,8,12,50.331343634531606,75.594136750965,142.03481416048146,28,550.0
381,8,13,50.331343634531606,75.594136750965,149.86090111700318,28,550.0
