strategy,strategy_cn,mean_throughput_gbps,blocked_ratio,minimum_service_ratio,maximum_utilization,utilization_standard_deviation,mean_delay_ms,p95_delay_ms,maximum_delay_ms,handover_count
nearest_visible_satellite,最近卫星基准,3764.7137444062205,0.9832517615098831,0.0,1.0,0.3030316658834433,24.411226776863955,41.50323935570426,44.40578644558583,85982
three_stage_optimized,三级优化方案,2633.887849008229,0.988282513666024,0.007730811036854262,1.0000000000000213,0.2506455084773369,21.970606853319232,36.48317939373043,42.19981390516775,904050
