time_seconds,left_plane,right_plane,kappa,feasible_count,maximum_distance_km,total_distance_km,matching_method
5880.0,22,23,45,46,931.2802888780001,32032.96977439968,cyclic_shift
5880.0,23,24,45,46,930.6589435751436,32032.969774331443,cyclic_shift
5880.0,24,25,45,46,930.1492990596889,32032.969774303925,cyclic_shift
5880.0,25,26,45,46,931.2074394859588,32032.969774389145,cyclic_shift
5880.0,26,27,45,46,931.0060004175533,32032.96977436416,cyclic_shift
5880.0,27,28,45,46,929.5455174658875,32032.969774294143,cyclic_shift
5880.0,28,29,45,46,930.9946092480827,32032.96977436282,cyclic_shift
5880.0,29,30,45,46,931.2131359118051,32032.969774389785,cyclic_shift
5880.0,30,31,45,46,930.1720679369952,32032.969774305042,cyclic_shift
5880.0,31,32,45,46,930.6418610271501,32032.969774329937,cyclic_shift
5880.0,32,33,45,46,931.2802888780037,32032.96977439979,cyclic_shift
5880.0,33,34,45,46,930.6589435751325,32032.969774331163,cyclic_shift
5880.0,34,35,45,46,930.1492990596998,32032.969774304307,cyclic_shift
5880.0,35,36,45,46,931.2074394859553,32032.969774388985,cyclic_shift
5880.0,36,37,45,46,931.0060004175541,32032.96977436403,cyclic_shift
5880.0,37,38,45,46,929.5455174658924,32032.96977429422,cyclic_shift
5880.0,38,39,45,46,930.9946092480826,32032.96977436288,cyclic_shift
5880.0,39,0,27,46,931.2131359118107,32032.96977438993,cyclic_shift
5910.0,0,1,45,46,931.1074852990037,32032.969774375986,cyclic_shift
5910.0,1,2,45,46,929.8182142298474,32032.96977429629,cyclic_shift
5910.0,2,3,45,46,930.867470638559,32032.969774349356,cyclic_shift
5910.0,3,4,45,46,931.2574676760195,32032.969774396268,cyclic_shift
5910.0,4,5,45,46,930.3877522240673,32032.969774314195,cyclic_shift
5910.0,5,6,45,46,930.4576182337768,32032.969774318033,cyclic_shift
5910.0,6,7,45,46,931.2674544336294,32032.969774397723,cyclic_shift
5910.0,7,8,45,46,930.8175515965805,32032.969774344663,cyclic_shift
5910.0,8,9,45,46,929.9080065490487,32032.96977429773,cyclic_shift
5910.0,9,10,45,46,931.1374426228427,32032.969774379788,cyclic_shift
5910.0,10,11,45,46,931.1074852990023,32032.969774375968,cyclic_shift
5910.0,11,12,45,46,929.8182142298544,32032.969774296394,cyclic_shift
5910.0,12,13,45,46,930.8674706385594,32032.96977434929,cyclic_shift
5910.0,13,14,45,46,931.2574676760246,32032.969774396257,cyclic_shift
5910.0,14,15,45,46,930.3877522240738,32032.969774314275,cyclic_shift
5910.0,15,16,45,46,930.4576182337772,32032.969774317968,cyclic_shift
5910.0,16,17,45,46,931.267454433629,32032.969774397694,cyclic_shift
5910.0,17,18,45,46,930.8175515965801,32032.969774344747,cyclic_shift
5910.0,18,19,45,46,929.9080065490489,32032.96977429765,cyclic_shift
5910.0,19,20,45,46,931.1374426228427,32032.969774379795,cyclic_shift
5910.0,20,21,45,46,931.1074852990037,32032.969774376063,cyclic_shift
5910.0,21,22,45,46,929.818214229845,32032.96977429617,cyclic_shift
5910.0,22,23,45,46,930.8674706385613,32032.969774349443,cyclic_shift
5910.0,23,24,45,46,931.2574676760199,32032.969774396355,cyclic_shift
5910.0,24,25,45,46,930.3877522240718,32032.96977431403,cyclic_shift
5910.0,25,26,45,46,930.457618233775,32032.969774317982,cyclic_shift
5910.0,26,27,45,46,931.2674544336406,32032.969774398025,cyclic_shift
5910.0,27,28,45,46,930.8175515965692,32032.969774344365,cyclic_shift
5910.0,28,29,45,46,929.9080065490546,32032.969774297933,cyclic_shift
5910.0,29,30,45,46,931.1374426228365,32032.969774379657,cyclic_shift
5910.0,30,31,45,46,931.1074852990097,32032.96977437619,cyclic_shift
5910.0,31,32,45,46,929.8182142298418,32032.96977429609,cyclic_shift
5910.0,32,33,45,46,930.8674706385644,32032.969774349585,cyclic_shift
5910.0,33,34,45,46,931.2574676760088,32032.969774396024,cyclic_shift
5910.0,34,35,45,46,930.3877522240775,32032.969774314435,cyclic_shift
5910.0,35,36,45,46,930.4576182337769,32032.969774317848,cyclic_shift
5910.0,36,37,45,46,931.2674544336361,32032.969774397854,cyclic_shift
5910.0,37,38,45,46,930.817551596574,32032.969774344452,cyclic_shift
5910.0,38,39,45,46,929.9080065490599,32032.969774298035,cyclic_shift
5910.0,39,0,27,46,931.1374426228367,32032.969774379748,cyclic_shift
5940.0,0,1,45,46,931.2312778125797,32032.96977439254,cyclic_shift
5940.0,1,2,45,46,930.9528395986482,32032.969774358036,cyclic_shift
5940.0,2,3,45,46,929.6434388616161,32032.969774294652,cyclic_shift
5940.0,3,4,45,46,931.0441099843836,32032.969774368325,cyclic_shift
5940.0,4,5,45,46,931.1856358803208,32032.969774386158,cyclic_shift
5940.0,5,6,45,46,930.0676402474813,32032.969774301513,cyclic_shift
5940.0,6,7,45,46,930.7170095504404,32032.96977433596,cyclic_shift
5940.0,7,8,45,46,931.2784577552093,32032.96977439939,cyclic_shift
5940.0,8,9,45,46,930.5801376737711,32032.96977432568,cyclic_shift
5940.0,9,10,45,46,930.25007315881,32032.969774307785,cyclic_shift
5940.0,10,11,45,46,931.2312778125784,32032.96977439254,cyclic_shift
5940.0,11,12,45,46,930.9528395986546,32032.96977435811,cyclic_shift
5940.0,12,13,45,46,929.6434388616161,32032.969774294612,cyclic_shift
5940.0,13,14,45,46,931.0441099843881,32032.969774368335,cyclic_shift
5940.0,14,15,45,46,931.1856358803202,32032.96977438619,cyclic_shift
5940.0,15,16,45,46,930.0676402474818,32032.969774301473,cyclic_shift
5940.0,16,17,45,46,930.71700955044,32032.969774335972,cyclic_shift
5940.0,17,18,45,46,931.2784577552153,32032.969774399393,cyclic_shift
5940.0,18,19,45,46,930.5801376737659,32032.96977432562,cyclic_shift
5940.0,19,20,45,46,930.25007315881,32032.969774307836,cyclic_shift
5940.0,20,21,45,46,931.2312778125796,32032.969774392514,cyclic_shift
5940.0,21,22,45,46,930.9528395986451,32032.96977435798,cyclic_shift
5940.0,22,23,45,46,929.6434388616184,32032.96977429476,cyclic_shift
5940.0,23,24,45,46,931.0441099843835,32032.96977436835,cyclic_shift
5940.0,24,25,45,46,931.1856358803202,32032.96977438603,cyclic_shift
5940.0,25,26,45,46,930.0676402474794,32032.969774301484,cyclic_shift
5940.0,26,27,45,46,930.7170095504455,32032.96977433621,cyclic_shift
5940.0,27,28,45,46,931.2784577551987,32032.969774399073,cyclic_shift
5940.0,28,29,45,46,930.5801376737769,32032.969774325935,cyclic_shift
5940.0,29,30,45,46,930.2500731587986,32032.96977430764,cyclic_shift
5940.0,30,31,45,46,931.2312778125855,32032.9697743927,cyclic_shift
5940.0,31,32,45,46,930.9528395986429,32032.9697743579,cyclic_shift
5940.0,32,33,45,46,929.6434388616211,32032.969774294852,cyclic_shift
5940.0,33,34,45,46,931.0441099843792,32032.969774368037,cyclic_shift
5940.0,34,35,45,46,931.1856358803265,32032.96977438646,cyclic_shift
5940.0,35,36,45,46,930.0676402474753,32032.969774301317,cyclic_shift
5940.0,36,37,45,46,930.7170095504406,32032.96977433605,cyclic_shift
5940.0,37,38,45,46,931.2784577552089,32032.9697743992,cyclic_shift
5940.0,38,39,45,46,930.5801376737717,32032.969774325993,cyclic_shift
5940.0,39,0,27,46,930.2500731587986,32032.969774307738,cyclic_shift
5970.0,0,1,45,46,930.5432333967167,32032.969774323283,cyclic_shift
5970.0,1,2,45,46,931.276105116007,32032.96977439897,cyclic_shift
5970.0,2,3,45,46,930.7492148029014,32032.969774338613,cyclic_shift
5970.0,3,4,45,46,930.0192360348071,32032.96977430022,cyclic_shift
5970.0,4,5,45,46,931.1717607959322,32032.96977438429,cyclic_shift
5970.0,5,6,45,46,931.064800916888,32032.96977437078,cyclic_shift
5970.0,6,7,45,46,929.6986407907972,32032.969774295016,cyclic_shift
5970.0,7,8,45,46,930.9274461667982,32032.969774355435,cyclic_shift
5970.0,8,9,45,46,931.2404483132686,32032.96977439378,cyclic_shift
5970.0,9,10,45,46,930.2937832133433,32032.969774309655,cyclic_shift
5970.0,10,11,45,46,930.5432333967152,32032.969774323275,cyclic_shift
5970.0,11,12,45,46,931.2761051160132,32032.96977439905,cyclic_shift
5970.0,12,13,45,46,930.7492148029025,32032.96977433857,cyclic_shift
5970.0,13,14,45,46,930.0192360348112,32032.969774300225,cyclic_shift
5970.0,14,15,45,46,931.1717607959322,32032.96977438433,cyclic_shift
5970.0,15,16,45,46,931.0648009168885,32032.969774370733,cyclic_shift
5970.0,16,17,45,46,929.6986407907968,32032.969774295023,cyclic_shift
5970.0,17,18,45,46,930.9274461668043,32032.96977435544,cyclic_shift
5970.0,18,19,45,46,931.2404483132634,32032.96977439372,cyclic_shift
5970.0,19,20,45,46,930.2937832133434,32032.969774309706,cyclic_shift
5970.0,20,21,45,46,930.5432333967166,32032.96977432325,cyclic_shift
5970.0,21,22,45,46,931.2761051160041,32032.969774398924,cyclic_shift
5970.0,22,23,45,46,930.7492148029038,32032.969774338715,cyclic_shift
5970.0,23,24,45,46,930.0192360348072,32032.96977430025,cyclic_shift
5970.0,24,25,45,46,931.1717607959322,32032.969774384175,cyclic_shift
5970.0,25,26,45,46,931.0648009168863,32032.96977437074,cyclic_shift
5970.0,26,27,45,46,929.698640790802,32032.96977429527,cyclic_shift
5970.0,27,28,45,46,930.9274461667875,32032.96977435512,cyclic_shift
5970.0,28,29,45,46,931.2404483132748,32032.969774394038,cyclic_shift
5970.0,29,30,45,46,930.2937832133421,32032.969774309506,cyclic_shift
5970.0,30,31,45,46,930.5432333967224,32032.969774323446,cyclic_shift
5970.0,31,32,45,46,931.2761051160012,32032.969774398836,cyclic_shift
