ground_index,latitude_deg,longitude_deg,minimum_visible_satellites,mean_visible_satellites,maximum_visible_satellites,mean_minimum_slant_distance_km
536,12.0,105.0,2,2.5034722222222223,5,611.7680915097004
537,12.0,106.0,2,2.5208333333333335,5,611.5811589507822
538,12.0,107.0,2,2.5208333333333335,4,611.143386518753
539,12.0,108.0,2,2.5034722222222223,4,610.9122221568508
540,12.0,109.0,2,2.486111111111111,4,611.0256084034468
541,12.0,110.0,2,2.486111111111111,4,611.4842702929865
542,12.0,111.0,2,2.4791666666666665,4,611.5148117035367
543,12.0,112.0,2,2.5,4,611.2097654362119
544,12.0,113.0,2,2.4930555555555554,4,611.3062061243481
545,12.0,114.0,2,2.4895833333333335,4,611.1749514651924
546,12.0,115.0,2,2.486111111111111,4,611.0430680198127
547,12.0,116.0,2,2.5069444444444446,4,611.2924530181576
548,12.0,117.0,2,2.5069444444444446,5,611.4674476922088
549,12.0,118.0,2,2.513888888888889,4,611.5556470739612
550,12.0,119.0,2,2.5104166666666665,5,611.5450668316656
551,12.0,120.0,2,2.5034722222222223,4,611.2912578217772
552,12.0,121.0,2,2.5,4,611.0031883255892
553,12.0,122.0,2,2.4895833333333335,4,610.9257547324727
554,12.0,123.0,2,2.482638888888889,4,611.0489162274474
555,12.0,124.0,2,2.4895833333333335,4,611.1898306915805
556,12.0,125.0,2,2.4930555555555554,4,611.5836151351897
557,12.0,126.0,2,2.4930555555555554,4,611.4775489492363
558,12.0,127.0,2,2.4930555555555554,4,611.1766839242338
559,12.0,128.0,2,2.5,4,610.9995489852095
560,12.0,129.0,2,2.4965277777777777,4,611.1314347375214
561,12.0,130.0,2,2.5208333333333335,5,611.0612144145831
562,12.0,131.0,2,2.4965277777777777,5,611.2200383582979
563,12.0,132.0,2,2.5104166666666665,4,611.4828016434291
564,12.0,133.0,2,2.5069444444444446,4,611.5027828105029
565,12.0,134.0,2,2.4965277777777777,4,611.3468230103852
566,12.0,135.0,2,2.486111111111111,4,611.1028462466288
567,13.0,73.0,2,2.53125,4,605.6191040927513
568,13.0,74.0,2,2.5069444444444446,4,605.4995244128319
569,13.0,75.0,2,2.513888888888889,4,605.5553206020245
570,13.0,76.0,2,2.486111111111111,4,605.7333799519126
571,13.0,77.0,2,2.5069444444444446,4,605.9238517997106
572,13.0,78.0,2,2.5208333333333335,4,605.9431612033245
573,13.0,79.0,2,2.5,4,605.7885970283284
574,13.0,80.0,2,2.5069444444444446,4,605.6177870933755
575,13.0,81.0,2,2.5069444444444446,4,605.5400231396886
576,13.0,82.0,2,2.4930555555555554,4,605.4889753207193
577,13.0,83.0,2,2.5069444444444446,4,605.6378452948051
578,13.0,84.0,2,2.5243055555555554,4,605.7467759505729
579,13.0,85.0,2,2.5243055555555554,4,605.8020185018183
580,13.0,86.0,2,2.5208333333333335,4,605.6841182323279
581,13.0,87.0,2,2.5347222222222223,4,605.5664977903925
582,13.0,88.0,2,2.4965277777777777,4,605.365927385456
583,13.0,89.0,2,2.4930555555555554,4,605.4204880800631
584,13.0,90.0,2,2.5069444444444446,4,605.8044240824254
585,13.0,91.0,2,2.5,4,606.0585497912002
586,13.0,92.0,2,2.5034722222222223,4,606.0971411335127
587,13.0,93.0,2,2.5104166666666665,4,605.8676650767172
588,13.0,94.0,2,2.4930555555555554,4,605.5729565638675
589,13.0,95.0,2,2.5034722222222223,4,605.4583707595997
590,13.0,96.0,2,2.5069444444444446,4,605.630644814806
591,13.0,97.0,2,2.5104166666666665,4,605.9435863241731
592,13.0,98.0,2,2.53125,4,606.1256889347736
593,13.0,99.0,2,2.548611111111111,4,606.1362666749287
594,13.0,100.0,2,2.5243055555555554,4,605.734771890325
595,13.0,101.0,2,2.5208333333333335,4,605.4243533261428
596,13.0,102.0,2,2.5069444444444446,4,605.4702142794857
597,13.0,103.0,2,2.486111111111111,4,605.6680941008823
598,13.0,104.0,2,2.5208333333333335,4,606.013285777867
599,13.0,105.0,2,2.5034722222222223,4,606.121779614186
600,13.0,106.0,2,2.5208333333333335,4,606.05493134015
601,13.0,107.0,2,2.5069444444444446,4,605.5802997261779
602,13.0,108.0,2,2.5069444444444446,4,605.3617267070126
603,13.0,109.0,2,2.5069444444444446,4,605.44709479488
604,13.0,110.0,2,2.5208333333333335,4,605.6189932389753
605,13.0,111.0,2,2.545138888888889,4,605.7726999476639
606,13.0,112.0,2,2.5381944444444446,4,605.7547124946791
607,13.0,113.0,2,2.5277777777777777,4,605.6316693011141
608,13.0,114.0,2,2.5034722222222223,4,605.4979840557703
609,13.0,115.0,2,2.5,4,605.514987306991
610,13.0,116.0,2,2.5,4,605.5995245265912
611,13.0,117.0,2,2.5208333333333335,4,605.7299416354925
612,13.0,118.0,2,2.548611111111111,4,606.0071749672195
613,13.0,119.0,2,2.513888888888889,4,605.8941032960529
614,13.0,120.0,2,2.4965277777777777,4,605.8467338930991
615,13.0,121.0,2,2.4965277777777777,4,605.6329488653155
616,13.0,122.0,2,2.513888888888889,4,605.4803533377348
617,13.0,123.0,2,2.513888888888889,4,605.5166124066743
618,13.0,124.0,2,2.5243055555555554,4,605.7848783054712
619,13.0,125.0,2,2.5277777777777777,4,606.0287491530609
620,13.0,126.0,2,2.5104166666666665,4,605.9988022293286
621,13.0,127.0,2,2.486111111111111,4,605.9014484789592
622,13.0,128.0,2,2.517361111111111,4,605.6433578220425
623,13.0,129.0,2,2.5069444444444446,4,605.5323407053967
624,13.0,130.0,2,2.5277777777777777,4,605.6740845781878
625,13.0,131.0,2,2.5208333333333335,4,605.7677215344719
626,13.0,132.0,2,2.5104166666666665,4,606.0797654886014
627,13.0,133.0,2,2.4895833333333335,4,606.0305513502557
628,13.0,134.0,2,2.5034722222222223,4,605.7902796639057
629,13.0,135.0,2,2.5,4,605.5043804847078
630,14.0,73.0,2,2.5243055555555554,4,613.3633927959004
631,14.0,74.0,2,2.5416666666666665,5,613.0318506676301
632,14.0,75.0,2,2.53125,4,612.9763896252028
633,14.0,76.0,2,2.5243055555555554,4,613.2605057244673
634,14.0,77.0,2,2.5347222222222223,4,613.513360159039
635,14.0,78.0,2,2.5381944444444446,4,613.3010286858454
636,14.0,79.0,2,2.513888888888889,4,613.0129043393836
637,14.0,80.0,2,2.5208333333333335,4,613.077537426103
638,14.0,81.0,2,2.5208333333333335,4,613.0115574322822
639,14.0,82.0,2,2.5243055555555554,4,612.7920025333078
640,14.0,83.0,2,2.517361111111111,5,612.8535793549047
641,14.0,84.0,2,2.53125,5,613.2077653707594
642,14.0,85.0,2,2.517361111111111,4,613.3012933078224
643,14.0,86.0,2,2.5277777777777777,5,613.1362971314691
644,14.0,87.0,2,2.5277777777777777,4,612.9837932243013
645,14.0,88.0,2,2.53125,4,612.8904978204642
646,14.0,89.0,2,2.5416666666666665,4,612.9751726571286
647,14.0,90.0,2,2.5416666666666665,4,613.1480498574261
648,14.0,91.0,2,2.53125,4,613.4648544397575
649,14.0,92.0,2,2.5208333333333335,4,613.592170493016
650,14.0,93.0,2,2.517361111111111,4,613.3434080389243
651,14.0,94.0,2,2.5208333333333335,4,613.0224344739879
652,14.0,95.0,2,2.5416666666666665,5,613.1199137231466
653,14.0,96.0,2,2.545138888888889,5,613.4780950764157
654,14.0,97.0,2,2.5069444444444446,4,613.534336132922
655,14.0,98.0,2,2.5208333333333335,4,613.44119308406
656,14.0,99.0,2,2.5381944444444446,4,613.523580771221
657,14.0,100.0,2,2.5243055555555554,4,613.5108864532348
658,14.0,101.0,2,2.548611111111111,4,613.1924460311735
659,14.0,102.0,2,2.5347222222222223,4,612.9892456594671
660,14.0,103.0,2,2.517361111111111,4,613.1410874103634
661,14.0,104.0,2,2.5243055555555554,4,613.5308303340014
662,14.0,105.0,2,2.5347222222222223,5,613.5566538008989
663,14.0,106.0,2,2.548611111111111,5,613.3026551978354
664,14.0,107.0,2,2.545138888888889,5,613.06440618411
665,14.0,108.0,2,2.5381944444444446,5,612.927603039611
666,14.0,109.0,2,2.5243055555555554,4,612.8919361452131
667,14.0,110.0,2,2.5347222222222223,4,613.0380192974128
668,14.0,111.0,2,2.5208333333333335,4,613.2053904534978
669,14.0,112.0,2,2.5104166666666665,4,613.2781734249861
670,14.0,113.0,2,2.5347222222222223,4,612.9764610332876
671,14.0,114.0,2,2.545138888888889,4,612.8055491065829
672,14.0,115.0,2,2.53125,5,612.9640953073691
673,14.0,116.0,2,2.5243055555555554,4,613.0442188616215
674,14.0,117.0,2,2.53125,5,613.0552694147277
675,14.0,118.0,2,2.5208333333333335,5,613.2179645582062
676,14.0,119.0,2,2.5520833333333335,5,613.5149965100737
677,14.0,120.0,2,2.5555555555555554,5,613.4470510271644
678,14.0,121.0,2,2.53125,4,613.0021890774117
679,14.0,122.0,2,2.5347222222222223,4,612.9870780113112
680,14.0,123.0,2,2.53125,4,613.1816709062604
681,14.0,124.0,2,2.513888888888889,4,613.534255575489
682,14.0,125.0,2,2.5277777777777777,4,613.4967890283729
683,14.0,126.0,2,2.5347222222222223,4,613.3792265415566
684,14.0,127.0,2,2.5243055555555554,4,613.3403919747357
685,14.0,128.0,2,2.5416666666666665,4,613.4149260440835
686,14.0,129.0,2,2.5416666666666665,5,613.269244883771
687,14.0,130.0,2,2.5381944444444446,5,613.2803651588777
688,14.0,131.0,2,2.517361111111111,5,613.4374013732165
689,14.0,132.0,2,2.5277777777777777,4,613.4347751351626
690,14.0,133.0,2,2.5243055555555554,4,613.3370507911318
691,14.0,134.0,2,2.545138888888889,5,613.2784744110254
692,14.0,135.0,2,2.5416666666666665,4,613.1811030956105
693,15.0,73.0,2,2.5729166666666665,4,614.5084927190783
694,15.0,74.0,2,2.5520833333333335,4,614.0754440504336
695,15.0,75.0,2,2.5347222222222223,4,614.1990787648542
696,15.0,76.0,2,2.5243055555555554,4,614.3098156689059
697,15.0,77.0,2,2.545138888888889,5,614.4914789074281
698,15.0,78.0,2,2.5833333333333335,5,614.2823460325511
699,15.0,79.0,2,2.5694444444444446,5,614.0118703142639
700,15.0,80.0,2,2.5729166666666665,5,614.1012558362452
701,15.0,81.0,2,2.5416666666666665,5,614.1414880942137
702,15.0,82.0,2,2.5069444444444446,4,613.9001531608204
703,15.0,83.0,2,2.5347222222222223,4,613.9753594063994
704,15.0,84.0,2,2.5659722222222223,5,614.0726426055821
705,15.0,85.0,2,2.576388888888889,4,614.3292973616543
706,15.0,86.0,2,2.5694444444444446,5,614.3363545793362
707,15.0,87.0,2,2.5277777777777777,4,614.0512531443886
708,15.0,88.0,2,2.5381944444444446,5,613.9706495049782
709,15.0,89.0,2,2.5416666666666665,5,614.0252093380044
710,15.0,90.0,2,2.5625,5,613.9742869601696
711,15.0,91.0,2,2.5555555555555554,5,614.4549235789361
712,15.0,92.0,2,2.5694444444444446,5,614.6088647064958
713,15.0,93.0,2,2.5520833333333335,5,614.3454766034371
714,15.0,94.0,2,2.5277777777777777,4,614.2795408561941
715,15.0,95.0,2,2.5381944444444446,4,614.2467050588382
716,15.0,96.0,2,2.5416666666666665,4,614.4278028367851
717,15.0,97.0,2,2.545138888888889,4,614.3878427822256
718,15.0,98.0,2,2.5555555555555554,4,614.1991769040495
719,15.0,99.0,2,2.548611111111111,4,614.4339677345407
720,15.0,100.0,2,2.5381944444444446,5,614.4954010486244
721,15.0,101.0,2,2.545138888888889,5,614.3279585071342
722,15.0,102.0,2,2.5555555555555554,5,614.2151166118965
723,15.0,103.0,2,2.5590277777777777,5,614.2750632525772
724,15.0,104.0,2,2.5590277777777777,5,614.5633041032789
725,15.0,105.0,2,2.5555555555555554,5,614.5428980250305
726,15.0,106.0,2,2.5555555555555554,5,614.1697907988766
727,15.0,107.0,2,2.5416666666666665,4,613.9887626503623
728,15.0,108.0,2,2.5381944444444446,4,613.8923964850586
729,15.0,109.0,2,2.5381944444444446,4,613.8936847958772
730,15.0,110.0,2,2.548611111111111,4,614.2517016298289
731,15.0,111.0,2,2.5555555555555554,5,614.3372948321899
732,15.0,112.0,2,2.5590277777777777,5,614.2340151623007
733,15.0,113.0,2,2.5555555555555554,5,613.9879149446066
734,15.0,114.0,2,2.548611111111111,5,613.9114920134502
735,15.0,115.0,2,2.5277777777777777,5,613.964356253256
736,15.0,116.0,2,2.5625,5,614.0354223401197
737,15.0,117.0,2,2.5520833333333335,5,614.0038705670263
738,15.0,118.0,2,2.5555555555555554,5,614.2209629833022
739,15.0,119.0,2,2.545138888888889,5,614.4438514521701
740,15.0,120.0,2,2.5590277777777777,5,614.4003517522061
741,15.0,121.0,2,2.53125,5,614.0974106668792
742,15.0,122.0,2,2.53125,5,614.1086138582008
743,15.0,123.0,2,2.5659722222222223,5,614.3197814919205
744,15.0,124.0,2,2.5625,5,614.5893330213163
745,15.0,125.0,2,2.5590277777777777,5,614.3707394006119
746,15.0,126.0,2,2.5416666666666665,4,614.1430020645806
747,15.0,127.0,2,2.5347222222222223,4,614.0756339761554
748,15.0,128.0,2,2.548611111111111,4,614.3577245727286
749,15.0,129.0,2,2.5520833333333335,5,614.5872519095522
750,15.0,130.0,2,2.5555555555555554,5,614.6163840568174
751,15.0,131.0,2,2.5590277777777777,5,614.380062591175
752,15.0,132.0,2,2.5625,5,614.2917032843687
753,15.0,133.0,2,2.5381944444444446,5,614.1591946599472
754,15.0,134.0,2,2.5625,5,614.121591447091
755,15.0,135.0,2,2.5590277777777777,5,614.126015667608
756,16.0,73.0,2,2.5555555555555554,4,604.8719326042004
757,16.0,74.0,2,2.5659722222222223,4,604.983267754955
758,16.0,75.0,2,2.5868055555555554,4,605.087403456871
759,16.0,76.0,2,2.5833333333333335,4,605.022652114565
760,16.0,77.0,2,2.5659722222222223,4,605.207175564919
761,16.0,78.0,2,2.5625,4,605.1365978713395
762,16.0,79.0,2,2.5833333333333335,4,604.8171567376315
763,16.0,80.0,2,2.576388888888889,4,604.940567331006
764,16.0,81.0,2,2.576388888888889,4,604.8965628600421
765,16.0,82.0,2,2.5729166666666665,4,604.667650825255
766,16.0,83.0,2,2.579861111111111,4,604.9719760463482
767,16.0,84.0,2,2.5833333333333335,4,605.261606442309
768,16.0,85.0,2,2.5729166666666665,4,605.1864782588044
769,16.0,86.0,2,2.5625,4,605.0777292263427
770,16.0,87.0,2,2.5659722222222223,4,604.9522732820154
771,16.0,88.0,2,2.5625,4,604.7680454200434
772,16.0,89.0,2,2.5902777777777777,4,604.807742113326
773,16.0,90.0,2,2.5868055555555554,4,604.9124711645112
774,16.0,91.0,2,2.5902777777777777,4,604.9755762501969
775,16.0,92.0,2,2.5833333333333335,4,605.100175658455
776,16.0,93.0,2,2.5694444444444446,4,605.2421620230637
777,16.0,94.0,2,2.5868055555555554,4,605.0380820022275
778,16.0,95.0,2,2.576388888888889,4,604.7967112075421
779,16.0,96.0,2,2.5694444444444446,4,604.9584704999263
780,16.0,97.0,2,2.5729166666666665,4,604.9533761562839
781,16.0,98.0,2,2.5659722222222223,4,604.9349562704585
782,16.0,99.0,2,2.5625,4,605.1680202686055
783,16.0,100.0,2,2.5659722222222223,4,605.0992293884236
784,16.0,101.0,2,2.5902777777777777,4,604.8452215105823
785,16.0,102.0,2,2.5972222222222223,4,604.9956798613706
786,16.0,103.0,2,2.59375,4,605.1894883671898
787,16.0,104.0,2,2.5694444444444446,4,605.0383436671874
788,16.0,105.0,2,2.5555555555555554,4,605.1687623560819
789,16.0,106.0,2,2.5694444444444446,4,604.9571843766046
790,16.0,107.0,2,2.5694444444444446,4,604.7651799539836
791,16.0,108.0,2,2.579861111111111,4,604.8169087872832
792,16.0,109.0,2,2.5729166666666665,4,604.805413157075
793,16.0,110.0,2,2.5729166666666665,4,604.8977326772948
794,16.0,111.0,2,2.548611111111111,4,605.302108462156
795,16.0,112.0,2,2.579861111111111,4,605.5035782225846
796,16.0,113.0,2,2.5833333333333335,4,605.1307212176289
797,16.0,114.0,2,2.5833333333333335,4,604.7909342168355
798,16.0,115.0,2,2.5868055555555554,4,604.8103716142733
799,16.0,116.0,2,2.5625,4,604.7493377202354
800,16.0,117.0,2,2.5555555555555554,4,604.8880725459817
801,16.0,118.0,2,2.5520833333333335,4,605.1195257493889
802,16.0,119.0,2,2.5625,4,605.0715758223556
803,16.0,120.0,2,2.5694444444444446,4,604.9904955615132
804,16.0,121.0,2,2.5868055555555554,4,605.1604540641076
805,16.0,122.0,2,2.5868055555555554,4,604.9532414944691
806,16.0,123.0,2,2.5555555555555554,4,604.9669625308504
807,16.0,124.0,2,2.5729166666666665,4,605.2091560360547
808,16.0,125.0,2,2.548611111111111,4,605.0198001552706
809,16.0,126.0,2,2.5729166666666665,4,604.9141385699268
810,16.0,127.0,2,2.5868055555555554,4,605.030013538955
811,16.0,128.0,2,2.5694444444444446,4,604.8835144520463
812,16.0,129.0,2,2.5520833333333335,4,604.9263719518855
813,16.0,130.0,2,2.5590277777777777,4,605.2374613353275
814,16.0,131.0,2,2.5590277777777777,4,605.1310036216883
815,16.0,132.0,2,2.576388888888889,4,604.9276122055423
816,16.0,133.0,2,2.6041666666666665,4,604.9090377709308
817,16.0,134.0,2,2.59375,4,604.8206515340589
818,16.0,135.0,2,2.5902777777777777,4,604.8893529003587
819,17.0,73.0,2,2.6354166666666665,5,605.6764944473853
820,17.0,74.0,2,2.6180555555555554,5,605.8459996226726
821,17.0,75.0,2,2.5833333333333335,5,605.9676335871934
822,17.0,76.0,2,2.59375,5,606.0124448589685
823,17.0,77.0,2,2.611111111111111,5,606.0334754028736
824,17.0,78.0,2,2.5833333333333335,5,606.0864467535116
825,17.0,79.0,2,2.5694444444444446,4,606.0841830016066
826,17.0,80.0,2,2.59375,5,605.9455694203432
827,17.0,81.0,2,2.5972222222222223,5,605.8575171283607
828,17.0,82.0,2,2.5902777777777777,5,605.8842528674976
829,17.0,83.0,2,2.579861111111111,5,606.0997600103515
830,17.0,84.0,2,2.6180555555555554,5,606.2508440898187
831,17.0,85.0,2,2.6354166666666665,5,606.236615534395
832,17.0,86.0,2,2.638888888888889,5,605.9462406295145
833,17.0,87.0,2,2.5902777777777777,5,605.875276153138
834,17.0,88.0,2,2.5902777777777777,5,605.7827737314229
835,17.0,89.0,2,2.5868055555555554,5,605.8099775624452
836,17.0,90.0,2,2.5729166666666665,4,605.9339633215261
837,17.0,91.0,2,2.5972222222222223,5,605.9383786778094
838,17.0,92.0,2,2.6041666666666665,5,606.0273076555345
839,17.0,93.0,2,2.5902777777777777,5,606.0717249934773
840,17.0,94.0,2,2.5833333333333335,5,605.987270089931
841,17.0,95.0,2,2.5729166666666665,4,605.7054130826722
842,17.0,96.0,2,2.6180555555555554,5,605.5776886045128
843,17.0,97.0,2,2.6284722222222223,5,605.6481664103375
844,17.0,98.0,2,2.6145833333333335,5,605.8325833225649
845,17.0,99.0,2,2.5972222222222223,5,605.8225406584529
846,17.0,100.0,2,2.6215277777777777,5,605.6798106262307
847,17.0,101.0,2,2.5694444444444446,4,605.6644764662859
848,17.0,102.0,2,2.5729166666666665,4,605.8345863868334
849,17.0,103.0,2,2.5972222222222223,5,606.0366031185774
850,17.0,104.0,2,2.6006944444444446,5,606.0975847117097
851,17.0,105.0,2,2.6180555555555554,5,605.9589922398987
852,17.0,106.0,2,2.5902777777777777,4,606.0209638016481
853,17.0,107.0,2,2.579861111111111,4,605.8256948213101
854,17.0,108.0,2,2.5902777777777777,5,605.7181320893658
855,17.0,109.0,2,2.607638888888889,5,605.8218929148835
856,17.0,110.0,2,2.607638888888889,5,605.8851507165947
857,17.0,111.0,2,2.59375,4,606.2024748538815
858,17.0,112.0,2,2.6145833333333335,5,606.4303973767599
859,17.0,113.0,2,2.5833333333333335,4,606.2065458768222
860,17.0,114.0,2,2.5625,4,605.8703964871328
861,17.0,115.0,2,2.6006944444444446,5,605.7408182719603
862,17.0,116.0,2,2.6006944444444446,5,605.8220766701392
863,17.0,117.0,2,2.611111111111111,5,606.0252739366258
864,17.0,118.0,2,2.5902777777777777,4,606.1524464431916
865,17.0,119.0,2,2.611111111111111,5,606.0036073605546
866,17.0,120.0,2,2.5833333333333335,5,605.9565225261497
867,17.0,121.0,2,2.5972222222222223,5,605.9692517009948
868,17.0,122.0,2,2.5729166666666665,4,605.955652591249
869,17.0,123.0,2,2.5868055555555554,4,605.8420072329781
870,17.0,124.0,2,2.6145833333333335,4,605.7793337525633
871,17.0,125.0,2,2.59375,4,605.8652630760337
872,17.0,126.0,2,2.59375,4,605.7773310877983
873,17.0,127.0,2,2.611111111111111,5,605.687059069898
874,17.0,128.0,2,2.5972222222222223,5,605.5954703857852
875,17.0,129.0,2,2.607638888888889,5,605.6419059047607
876,17.0,130.0,2,2.5972222222222223,4,605.9187156915619
877,17.0,131.0,2,2.607638888888889,5,605.9613711770894
878,17.0,132.0,2,2.6006944444444446,5,605.918258177067
879,17.0,133.0,2,2.579861111111111,5,605.7962926955298
880,17.0,134.0,2,2.548611111111111,4,605.7546346063193
881,17.0,135.0,2,2.5833333333333335,4,605.7851182758699
882,18.0,73.0,2,2.6354166666666665,4,607.0178006671894
883,18.0,74.0,2,2.6215277777777777,4,607.2742088245302
884,18.0,75.0,2,2.625,4,607.4316009325468
885,18.0,76.0,2,2.6284722222222223,4,607.1598630856352
886,18.0,77.0,2,2.625,4,607.1356844180792
887,18.0,78.0,2,2.6180555555555554,4,607.309832532937
888,18.0,79.0,2,2.6180555555555554,4,607.4438467524407
889,18.0,80.0,2,2.6180555555555554,4,607.3079589146278
890,18.0,81.0,2,2.638888888888889,4,607.3021899445574
891,18.0,82.0,2,2.6319444444444446,4,607.5329392662164
892,18.0,83.0,2,2.625,4,607.5643940035917
893,18.0,84.0,2,2.6215277777777777,4,607.3030237575447
894,18.0,85.0,2,2.6215277777777777,4,607.242303716994
895,18.0,86.0,2,2.6145833333333335,4,607.4821281923737
896,18.0,87.0,2,2.6215277777777777,4,607.4559973999025
897,18.0,88.0,2,2.6215277777777777,4,607.1842644850444
898,18.0,89.0,2,2.6284722222222223,4,607.1922906739178
899,18.0,90.0,2,2.6180555555555554,4,607.3504703845832
900,18.0,91.0,2,2.6215277777777777,4,607.3070113626161
901,18.0,92.0,2,2.611111111111111,4,607.0655232165859
902,18.0,93.0,2,2.6145833333333335,4,607.0833597497517
903,18.0,94.0,2,2.6319444444444446,4,607.3434645195834
904,18.0,95.0,2,2.6354166666666665,4,607.16527305453
905,18.0,96.0,2,2.6354166666666665,4,606.8822683826282
906,18.0,97.0,2,2.6180555555555554,4,606.8329753685643
907,18.0,98.0,2,2.6041666666666665,4,607.0949418466037
908,18.0,99.0,2,2.6041666666666665,4,606.9825516011882
909,18.0,100.0,2,2.6145833333333335,4,606.8875243809234
910,18.0,101.0,2,2.6215277777777777,4,607.0142386760226
911,18.0,102.0,2,2.6319444444444446,4,607.345512662069
912,18.0,103.0,2,2.6319444444444446,4,607.2101148424285
913,18.0,104.0,2,2.6319444444444446,4,607.0083319084619
914,18.0,105.0,2,2.6145833333333335,4,607.2198453585379
915,18.0,106.0,2,2.6215277777777777,4,607.4147854000487
916,18.0,107.0,2,2.6215277777777777,4,607.2382674990613
917,18.0,108.0,2,2.6319444444444446,4,607.1403945408989
918,18.0,109.0,2,2.642361111111111,4,607.2701410488179
919,18.0,110.0,2,2.6180555555555554,4,607.5725931500913
920,18.0,111.0,2,2.6041666666666665,4,607.3477891287816
921,18.0,112.0,2,2.6145833333333335,4,607.2691147312918
922,18.0,113.0,2,2.6145833333333335,4,607.4430845550245
923,18.0,114.0,2,2.638888888888889,4,607.6020134510502
924,18.0,115.0,2,2.6527777777777777,4,607.3310592265248
925,18.0,116.0,2,2.625,4,607.2353975714201
926,18.0,117.0,2,2.611111111111111,4,607.374433459758
927,18.0,118.0,2,2.6180555555555554,4,607.4389853077851
928,18.0,119.0,2,2.6180555555555554,4,607.1706553279555
929,18.0,120.0,2,2.6319444444444446,4,607.0440299088627
930,18.0,121.0,2,2.6493055555555554,4,607.3260370066585
931,18.0,122.0,2,2.6284722222222223,4,607.3911133369654
932,18.0,123.0,2,2.6215277777777777,4,607.0726720115231
933,18.0,124.0,2,2.611111111111111,4,607.0589527896486
934,18.0,125.0,2,2.611111111111111,4,607.144169098812
935,18.0,126.0,2,2.625,4,607.1329028335341
936,18.0,127.0,2,2.638888888888889,4,606.8419119848329
937,18.0,128.0,2,2.6284722222222223,4,606.7830947105409
938,18.0,129.0,2,2.6145833333333335,4,607.1229597577562
939,18.0,130.0,2,2.6215277777777777,4,607.1612858554199
940,18.0,131.0,2,2.625,4,606.9476565207526
941,18.0,132.0,2,2.625,4,607.0193771211984
942,18.0,133.0,2,2.638888888888889,4,607.2891035487562
943,18.0,134.0,2,2.6319444444444446,4,607.2792297817535
944,18.0,135.0,2,2.6180555555555554,4,607.1320557882391
945,19.0,73.0,2,2.6458333333333335,5,603.8792728107894
946,19.0,74.0,2,2.65625,5,603.8097434537054
947,19.0,75.0,2,2.6319444444444446,5,603.7926093925166
948,19.0,76.0,2,2.6215277777777777,5,603.6762785231491
949,19.0,77.0,2,2.6493055555555554,6,603.6521828252979
950,19.0,78.0,2,2.6631944444444446,5,603.6679544081118
951,19.0,79.0,2,2.6805555555555554,5,603.8005452726046
952,19.0,80.0,2,2.6770833333333335,5,604.0239872449652
953,19.0,81.0,2,2.6527777777777777,6,604.1198980201895
954,19.0,82.0,2,2.6319444444444446,5,604.0117609650608
955,19.0,83.0,2,2.6458333333333335,5,603.7943275607762
956,19.0,84.0,2,2.6493055555555554,5,603.6980692479201
957,19.0,85.0,2,2.6527777777777777,5,603.7201358685224
958,19.0,86.0,2,2.6631944444444446,5,603.8916930476381
959,19.0,87.0,2,2.6597222222222223,5,604.0013362485727
960,19.0,88.0,2,2.6458333333333335,5,603.9460344812436
961,19.0,89.0,2,2.6284722222222223,5,603.9370783257168
962,19.0,90.0,2,2.6493055555555554,5,603.7602874770024
963,19.0,91.0,2,2.6631944444444446,5,603.7405382206773
964,19.0,92.0,2,2.6631944444444446,6,603.6367420247291
965,19.0,93.0,2,2.6631944444444446,6,603.6659733329611
966,19.0,94.0,2,2.642361111111111,5,603.7057494412695
967,19.0,95.0,2,2.638888888888889,5,603.7524613153346
968,19.0,96.0,2,2.642361111111111,5,603.6863289387627
969,19.0,97.0,2,2.6493055555555554,5,603.6018444425722
970,19.0,98.0,2,2.6631944444444446,5,603.5795678886757
971,19.0,99.0,2,2.6631944444444446,5,603.5919288123619
972,19.0,100.0,2,2.6354166666666665,5,603.6911800414977
973,19.0,101.0,2,2.6319444444444446,5,603.7701353899822
974,19.0,102.0,2,2.6458333333333335,5,603.7150772509829
975,19.0,103.0,2,2.6631944444444446,5,603.6256593048221
976,19.0,104.0,2,2.673611111111111,6,603.6007251687045
977,19.0,105.0,2,2.6631944444444446,6,603.7286510981411
978,19.0,106.0,2,2.6493055555555554,5,603.8217567609413
979,19.0,107.0,2,2.642361111111111,5,603.8808791003653
980,19.0,108.0,2,2.6354166666666665,5,603.9279411163601
981,19.0,109.0,2,2.670138888888889,5,603.9666752070393
982,19.0,110.0,2,2.670138888888889,5,603.9676358954864
983,19.0,111.0,2,2.6631944444444446,5,603.7985760414587
984,19.0,112.0,2,2.670138888888889,5,603.7368686384483
985,19.0,113.0,2,2.65625,5,603.6953510126723
986,19.0,114.0,2,2.6527777777777777,5,603.9555257317729
987,19.0,115.0,2,2.6493055555555554,5,604.1373581923503
988,19.0,116.0,2,2.6770833333333335,6,604.1080703038832
989,19.0,117.0,2,2.6666666666666665,5,603.8894953105078
990,19.0,118.0,2,2.6527777777777777,5,603.7869773899199
991,19.0,119.0,2,2.6493055555555554,5,603.7030426940224
992,19.0,120.0,2,2.6597222222222223,6,603.6651349652799
993,19.0,121.0,2,2.638888888888889,5,603.6990806512248
994,19.0,122.0,2,2.65625,5,603.742752238524
995,19.0,123.0,2,2.670138888888889,5,603.8053986120044
