ground_index,latitude_deg,longitude_deg,minimum_visible_satellites,mean_visible_satellites,maximum_visible_satellites,mean_minimum_slant_distance_km
74,5.0,84.0,2,2.4131944444444446,4,610.3142872721005
75,5.0,85.0,2,2.4097222222222223,4,610.1537069925848
76,5.0,86.0,2,2.4305555555555554,4,610.020725289519
77,5.0,87.0,2,2.4375,4,610.0146041397296
78,5.0,88.0,2,2.4027777777777777,4,609.841048678787
79,5.0,89.0,2,2.4027777777777777,4,609.9296433410649
80,5.0,90.0,2,2.4270833333333335,4,610.0949146408221
81,5.0,91.0,2,2.40625,4,609.9897313983319
82,5.0,92.0,2,2.4131944444444446,4,610.0978478126158
83,5.0,93.0,2,2.4166666666666665,4,610.3886331190974
84,5.0,94.0,2,2.420138888888889,4,610.2260277525099
85,5.0,95.0,2,2.4409722222222223,4,609.9471851579394
86,5.0,96.0,2,2.420138888888889,4,609.8845329542584
87,5.0,97.0,2,2.4027777777777777,4,609.7622887880576
88,5.0,98.0,2,2.423611111111111,4,609.8739344918301
89,5.0,99.0,2,2.423611111111111,4,609.9780250179425
90,5.0,100.0,2,2.4097222222222223,4,609.878673101884
91,5.0,101.0,2,2.4027777777777777,4,609.8217696824402
92,5.0,102.0,2,2.40625,4,610.1500340265427
93,5.0,103.0,2,2.420138888888889,4,610.3655615933608
94,5.0,104.0,2,2.420138888888889,4,610.1106719638171
95,5.0,105.0,2,2.4166666666666665,4,610.1272833497402
96,5.0,106.0,2,2.4270833333333335,4,610.0732907458041
97,5.0,107.0,2,2.4340277777777777,4,609.9141973070421
98,5.0,108.0,2,2.4270833333333335,4,609.9755782239613
99,5.0,109.0,2,2.423611111111111,4,609.9893167349279
100,5.0,110.0,2,2.4270833333333335,4,609.8944488037971
101,5.0,111.0,2,2.40625,4,610.2386580881504
102,5.0,112.0,2,2.40625,4,610.5004151968309
103,5.0,113.0,2,2.4027777777777777,4,610.1398900459951
104,5.0,114.0,2,2.423611111111111,4,609.9195981631445
105,5.0,115.0,2,2.4305555555555554,4,609.9347283550744
106,5.0,116.0,2,2.4166666666666665,4,609.8779912379337
107,5.0,117.0,2,2.420138888888889,4,610.1486477751295
108,5.0,118.0,2,2.4340277777777777,4,610.3173623828066
109,5.0,119.0,2,2.4305555555555554,4,610.0639444724823
110,5.0,120.0,2,2.4166666666666665,4,610.0233416600846
111,5.0,121.0,2,2.4270833333333335,4,610.3468846609949
112,5.0,122.0,2,2.4166666666666665,4,610.1014699227342
113,5.0,123.0,2,2.392361111111111,4,609.9389067978206
114,5.0,124.0,2,2.4097222222222223,4,609.9742770359794
115,5.0,125.0,2,2.40625,4,609.8328702076105
116,5.0,126.0,2,2.4375,4,609.8120029600075
117,5.0,127.0,2,2.423611111111111,4,609.9777700008785
118,5.0,128.0,2,2.4166666666666665,4,609.8432557784038
119,5.0,129.0,2,2.4409722222222223,4,609.9511167086009
120,5.0,130.0,2,2.4305555555555554,4,610.350181107709
121,5.0,131.0,2,2.4027777777777777,4,610.2817651987509
122,5.0,132.0,2,2.420138888888889,4,609.9726417553311
123,5.0,133.0,2,2.4131944444444446,4,609.9559227580003
124,5.0,134.0,2,2.4131944444444446,4,609.8531235925316
125,5.0,135.0,2,2.4131944444444446,4,609.8469322591587
126,6.0,73.0,2,2.4166666666666665,4,610.948524543229
127,6.0,74.0,2,2.4305555555555554,4,610.7449519435407
128,6.0,75.0,2,2.4097222222222223,4,610.7122447197407
129,6.0,76.0,2,2.4166666666666665,4,610.9403360185865
130,6.0,77.0,2,2.420138888888889,4,610.8310800853371
131,6.0,78.0,2,2.4131944444444446,4,610.5953346664346
132,6.0,79.0,2,2.4409722222222223,4,610.4896419943597
133,6.0,80.0,2,2.4305555555555554,4,610.4891592515286
134,6.0,81.0,2,2.4340277777777777,4,610.5340287309132
135,6.0,82.0,2,2.4131944444444446,4,610.5633509394801
136,6.0,83.0,2,2.40625,4,610.4617854034673
137,6.0,84.0,2,2.4305555555555554,4,610.5471303569453
138,6.0,85.0,2,2.4340277777777777,4,610.8876117438534
139,6.0,86.0,2,2.420138888888889,4,610.9422582615792
140,6.0,87.0,2,2.4340277777777777,4,610.7052778154347
141,6.0,88.0,2,2.4097222222222223,4,610.5698344894897
142,6.0,89.0,2,2.4270833333333335,4,610.4978276782813
143,6.0,90.0,2,2.4131944444444446,4,610.506496489494
144,6.0,91.0,2,2.420138888888889,4,610.7419543692251
145,6.0,92.0,2,2.4340277777777777,4,610.8190970907199
146,6.0,93.0,2,2.4340277777777777,4,610.6566725018331
147,6.0,94.0,2,2.3958333333333335,4,610.7801913731998
148,6.0,95.0,2,2.3993055555555554,4,610.8291935450854
149,6.0,96.0,2,2.4131944444444446,4,610.7688162103202
150,6.0,97.0,2,2.4340277777777777,4,610.7126776983681
151,6.0,98.0,2,2.4409722222222223,4,610.6964433178501
152,6.0,99.0,2,2.4270833333333335,4,610.7622680031006
153,6.0,100.0,2,2.420138888888889,4,610.9758645650865
154,6.0,101.0,2,2.4409722222222223,4,610.9684271909987
155,6.0,102.0,2,2.4340277777777777,4,610.7590301533644
156,6.0,103.0,2,2.451388888888889,4,610.8000359251105
157,6.0,104.0,2,2.4305555555555554,4,610.8168128955401
158,6.0,105.0,2,2.40625,4,610.7211904227521
159,6.0,106.0,2,2.40625,4,610.4837318136103
160,6.0,107.0,2,2.4097222222222223,4,610.428202830353
161,6.0,108.0,2,2.4166666666666665,4,610.4444220767016
162,6.0,109.0,2,2.4340277777777777,4,610.5453898573951
163,6.0,110.0,2,2.4375,4,610.8654550717957
164,6.0,111.0,2,2.4375,4,610.8836250611187
165,6.0,112.0,2,2.4305555555555554,4,610.7816760585162
166,6.0,113.0,2,2.4479166666666665,4,610.7370308144627
167,6.0,114.0,2,2.4375,4,610.6394233665974
168,6.0,115.0,2,2.4340277777777777,4,610.523909858699
169,6.0,116.0,2,2.4340277777777777,4,610.4906808806741
170,6.0,117.0,2,2.4131944444444446,4,610.4002483816917
171,6.0,118.0,2,2.388888888888889,4,610.4411235084349
172,6.0,119.0,2,2.40625,4,610.7023335029262
173,6.0,120.0,2,2.4340277777777777,4,610.8062483186193
174,6.0,121.0,2,2.4479166666666665,4,610.7018929740524
175,6.0,122.0,2,2.4444444444444446,4,610.7716550245316
176,6.0,123.0,2,2.4479166666666665,4,610.8622430605827
177,6.0,124.0,2,2.423611111111111,4,610.9311276726243
178,6.0,125.0,2,2.423611111111111,4,610.8010072430393
179,6.0,126.0,2,2.4375,4,610.6938446947674
180,6.0,127.0,2,2.4375,4,610.5647803826969
181,6.0,128.0,2,2.420138888888889,4,610.7961426565253
182,6.0,129.0,2,2.3993055555555554,4,610.9974071969954
183,6.0,130.0,2,2.4131944444444446,4,610.9285940538541
184,6.0,131.0,2,2.4131944444444446,4,610.6487003456803
185,6.0,132.0,2,2.4340277777777777,4,610.61409609218
186,6.0,133.0,2,2.4444444444444446,4,610.5487291058087
187,6.0,134.0,2,2.4270833333333335,4,610.6141724399
188,6.0,135.0,2,2.4375,4,610.7195659883076
189,7.0,73.0,2,2.4409722222222223,4,614.3347238222775
190,7.0,74.0,2,2.4305555555555554,4,613.8503831808313
191,7.0,75.0,2,2.4270833333333335,4,613.9545168581483
192,7.0,76.0,2,2.4305555555555554,4,614.1063091733522
193,7.0,77.0,2,2.423611111111111,4,614.2750442475849
194,7.0,78.0,2,2.4305555555555554,4,614.081265774398
195,7.0,79.0,2,2.4340277777777777,4,613.6442203842043
196,7.0,80.0,2,2.4375,4,613.9852824578975
197,7.0,81.0,2,2.423611111111111,4,613.9208355532795
198,7.0,82.0,2,2.4305555555555554,4,613.5408167266827
199,7.0,83.0,2,2.4340277777777777,4,613.725452487452
200,7.0,84.0,2,2.420138888888889,4,613.9050747837355
201,7.0,85.0,2,2.451388888888889,4,614.0096466334352
202,7.0,86.0,2,2.4409722222222223,4,613.9327184764084
203,7.0,87.0,2,2.4340277777777777,4,613.6955528033302
204,7.0,88.0,2,2.4270833333333335,4,614.0017243684889
205,7.0,89.0,2,2.3993055555555554,4,613.9688709028454
206,7.0,90.0,2,2.4479166666666665,4,613.7497403657471
207,7.0,91.0,2,2.4375,4,614.0676483538612
208,7.0,92.0,2,2.4444444444444446,4,614.2733396959753
209,7.0,93.0,2,2.4375,4,614.1855509226111
210,7.0,94.0,2,2.4166666666666665,4,614.0815809952031
211,7.0,95.0,2,2.4444444444444446,4,614.0044240296801
212,7.0,96.0,2,2.4409722222222223,4,614.3740561697878
213,7.0,97.0,2,2.454861111111111,4,614.2485025889447
214,7.0,98.0,2,2.4409722222222223,4,613.94070539446
215,7.0,99.0,2,2.4340277777777777,4,614.2133112049011
216,7.0,100.0,2,2.3958333333333335,4,614.3947590026481
217,7.0,101.0,2,2.4166666666666665,4,614.1178855924163
218,7.0,102.0,2,2.420138888888889,4,613.9271579410984
219,7.0,103.0,2,2.4409722222222223,4,613.9976463821631
220,7.0,104.0,2,2.4618055555555554,4,614.3063115224512
221,7.0,105.0,2,2.4270833333333335,4,614.2067711067907
222,7.0,106.0,2,2.4305555555555554,4,613.8758039944862
223,7.0,107.0,2,2.4409722222222223,4,613.8469539711402
224,7.0,108.0,2,2.451388888888889,4,613.9019446904266
225,7.0,109.0,2,2.454861111111111,4,613.7235639241665
226,7.0,110.0,2,2.4375,4,613.7830278648039
227,7.0,111.0,2,2.40625,4,613.9034146739386
228,7.0,112.0,2,2.3958333333333335,4,613.9778342868484
229,7.0,113.0,2,2.4131944444444446,4,613.7228272482084
230,7.0,114.0,2,2.423611111111111,4,613.5077505619504
231,7.0,115.0,2,2.4583333333333335,4,613.7416501519109
232,7.0,116.0,2,2.4444444444444446,4,613.958485884216
233,7.0,117.0,2,2.4375,4,613.7432634920887
234,7.0,118.0,2,2.423611111111111,4,613.8894551647775
235,7.0,119.0,2,2.4340277777777777,4,614.1532708202006
236,7.0,120.0,2,2.4479166666666665,4,614.2001556162645
237,7.0,121.0,2,2.454861111111111,4,613.9108378310027
238,7.0,122.0,2,2.4305555555555554,4,613.8061289199719
239,7.0,123.0,2,2.420138888888889,4,614.1003290586625
240,7.0,124.0,2,2.3993055555555554,4,614.2960358878022
241,7.0,125.0,2,2.4097222222222223,4,614.0975857179278
242,7.0,126.0,2,2.4409722222222223,4,613.9338472728973
243,7.0,127.0,2,2.451388888888889,4,614.1103030223552
244,7.0,128.0,2,2.4583333333333335,4,614.2554169413495
245,7.0,129.0,2,2.4375,4,614.1701309839814
246,7.0,130.0,2,2.4131944444444446,4,614.2108347782997
247,7.0,131.0,2,2.423611111111111,4,614.3062662581267
248,7.0,132.0,2,2.4375,4,614.2138617786654
249,7.0,133.0,2,2.451388888888889,4,613.8879270223698
250,7.0,134.0,2,2.423611111111111,4,613.792352622516
251,7.0,135.0,2,2.420138888888889,4,614.1118693599448
252,8.0,73.0,2,2.4652777777777777,4,609.2389687237684
253,8.0,74.0,2,2.4444444444444446,4,609.226925211759
254,8.0,75.0,2,2.423611111111111,4,609.3687110443778
255,8.0,76.0,2,2.4479166666666665,4,609.6947337661161
256,8.0,77.0,2,2.4583333333333335,4,609.9072793187412
257,8.0,78.0,2,2.4479166666666665,4,609.5646775992637
258,8.0,79.0,2,2.4340277777777777,4,609.1483162525151
259,8.0,80.0,2,2.423611111111111,4,609.2641900252735
260,8.0,81.0,2,2.4479166666666665,4,609.4203557338387
261,8.0,82.0,2,2.454861111111111,4,609.3100068671873
262,8.0,83.0,2,2.4340277777777777,4,609.3219169595229
263,8.0,84.0,2,2.4409722222222223,4,609.4241020574524
264,8.0,85.0,2,2.454861111111111,4,609.2551678508751
265,8.0,86.0,2,2.4479166666666665,4,609.1891740947337
266,8.0,87.0,2,2.4340277777777777,4,609.3424155348122
267,8.0,88.0,2,2.451388888888889,4,609.391700069058
268,8.0,89.0,2,2.4375,4,609.5019333493237
269,8.0,90.0,2,2.4479166666666665,4,609.5370566242298
270,8.0,91.0,2,2.4618055555555554,4,609.5159803853193
271,8.0,92.0,2,2.4479166666666665,4,609.6577041849304
272,8.0,93.0,2,2.454861111111111,4,609.6525428070395
273,8.0,94.0,2,2.4305555555555554,4,609.4441777214101
274,8.0,95.0,2,2.420138888888889,4,609.4547957635695
275,8.0,96.0,2,2.454861111111111,4,609.6424096562934
276,8.0,97.0,2,2.4444444444444446,4,609.6448444287512
277,8.0,98.0,2,2.4479166666666665,4,609.6599667119804
278,8.0,99.0,2,2.4409722222222223,4,609.884131891297
279,8.0,100.0,2,2.4375,4,609.9180944643418
280,8.0,101.0,2,2.4444444444444446,4,609.5787779518919
281,8.0,102.0,2,2.4479166666666665,4,609.2942979071587
282,8.0,103.0,2,2.4791666666666665,4,609.2513693672402
283,8.0,104.0,2,2.451388888888889,4,609.5535706235493
284,8.0,105.0,2,2.4375,4,609.8392110571056
285,8.0,106.0,2,2.420138888888889,4,609.7657298836776
286,8.0,107.0,2,2.420138888888889,4,609.4784115138527
287,8.0,108.0,2,2.4166666666666665,4,609.2018064408886
288,8.0,109.0,2,2.4652777777777777,4,609.0756377250661
289,8.0,110.0,2,2.451388888888889,4,609.1157167750486
290,8.0,111.0,2,2.4375,4,609.5278640879405
291,8.0,112.0,2,2.4305555555555554,4,609.6660255028985
292,8.0,113.0,2,2.4444444444444446,4,609.4023567739719
293,8.0,114.0,2,2.4583333333333335,4,609.1041430944056
294,8.0,115.0,2,2.4722222222222223,4,609.1545724009984
295,8.0,116.0,2,2.4409722222222223,4,609.2089455480324
296,8.0,117.0,2,2.420138888888889,4,609.3895175897281
297,8.0,118.0,2,2.4166666666666665,4,609.671621896285
298,8.0,119.0,2,2.4166666666666665,4,609.7884264069983
299,8.0,120.0,2,2.4479166666666665,4,609.6219054769712
300,8.0,121.0,2,2.4583333333333335,4,609.2236237927114
301,8.0,122.0,2,2.4444444444444446,4,609.1365245165479
302,8.0,123.0,2,2.4409722222222223,4,609.435160532797
303,8.0,124.0,2,2.4305555555555554,4,609.9169181508245
304,8.0,125.0,2,2.4444444444444446,4,609.9287574500312
305,8.0,126.0,2,2.4479166666666665,4,609.6374919992727
306,8.0,127.0,2,2.4583333333333335,4,609.6149106152162
307,8.0,128.0,2,2.4375,4,609.5320560611847
308,8.0,129.0,2,2.4166666666666665,4,609.5036800963845
309,8.0,130.0,2,2.4131944444444446,4,609.5896948955565
310,8.0,131.0,2,2.4375,4,609.6534107033731
311,8.0,132.0,2,2.4479166666666665,4,609.6169600493608
312,8.0,133.0,2,2.482638888888889,5,609.6141836231444
313,8.0,134.0,2,2.4583333333333335,4,609.6070284292499
314,8.0,135.0,2,2.4270833333333335,4,609.5242023491468
315,9.0,73.0,2,2.4340277777777777,4,607.1364077587026
316,9.0,74.0,2,2.4409722222222223,4,606.992623598514
317,9.0,75.0,2,2.46875,4,607.0344281635973
318,9.0,76.0,2,2.4409722222222223,4,606.9494236029764
319,9.0,77.0,2,2.4409722222222223,4,607.3252057596976
320,9.0,78.0,2,2.4479166666666665,4,607.4516334968864
321,9.0,79.0,2,2.4618055555555554,4,607.4104437376002
322,9.0,80.0,2,2.451388888888889,4,607.1602453932898
323,9.0,81.0,2,2.451388888888889,4,606.9747403517853
324,9.0,82.0,2,2.4375,4,606.8256252483822
325,9.0,83.0,2,2.451388888888889,4,607.1790600193785
326,9.0,84.0,2,2.4618055555555554,4,607.2264008954218
327,9.0,85.0,2,2.4340277777777777,4,607.2960350653548
328,9.0,86.0,2,2.4479166666666665,4,607.2490335485659
329,9.0,87.0,2,2.46875,4,607.0193114107784
330,9.0,88.0,2,2.451388888888889,4,606.7259101027481
331,9.0,89.0,2,2.4305555555555554,4,607.0266635019732
332,9.0,90.0,2,2.454861111111111,4,607.4218172685893
333,9.0,91.0,2,2.4583333333333335,4,607.5724176481975
334,9.0,92.0,2,2.4583333333333335,4,607.4165510507371
335,9.0,93.0,2,2.4479166666666665,4,607.1210829426742
336,9.0,94.0,2,2.454861111111111,4,606.8552269757154
337,9.0,95.0,2,2.4444444444444446,4,606.9474283543018
338,9.0,96.0,2,2.4305555555555554,4,607.1269217790592
339,9.0,97.0,2,2.4444444444444446,4,607.4921296272017
340,9.0,98.0,2,2.4722222222222223,4,607.6448197448726
341,9.0,99.0,2,2.482638888888889,4,607.513807231107
342,9.0,100.0,2,2.4479166666666665,4,607.0234674065538
343,9.0,101.0,2,2.4340277777777777,4,606.8428895077221
344,9.0,102.0,2,2.4479166666666665,4,606.9813912413753
345,9.0,103.0,2,2.46875,4,607.0707256970935
346,9.0,104.0,2,2.454861111111111,4,607.3096931109692
347,9.0,105.0,2,2.4444444444444446,4,607.4890299037629
348,9.0,106.0,2,2.451388888888889,4,607.4367366624847
349,9.0,107.0,2,2.4583333333333335,4,607.0931963784335
350,9.0,108.0,2,2.4375,4,607.0590489067514
351,9.0,109.0,2,2.4618055555555554,4,606.9946741547526
352,9.0,110.0,2,2.4756944444444446,5,607.172477237807
353,9.0,111.0,2,2.4756944444444446,5,607.1592455220243
354,9.0,112.0,2,2.4479166666666665,4,607.0630322152832
355,9.0,113.0,2,2.4583333333333335,4,607.0519495569263
356,9.0,114.0,2,2.4652777777777777,4,607.0751728941407
357,9.0,115.0,2,2.4479166666666665,4,607.0032703684888
358,9.0,116.0,2,2.454861111111111,4,607.1721567436533
359,9.0,117.0,2,2.454861111111111,4,607.2261467451616
360,9.0,118.0,2,2.4618055555555554,4,607.4441887482933
361,9.0,119.0,2,2.454861111111111,4,607.3309550137024
362,9.0,120.0,2,2.4444444444444446,4,607.306520427245
363,9.0,121.0,2,2.4618055555555554,4,607.0905099364611
364,9.0,122.0,2,2.4722222222222223,4,606.9310597035465
365,9.0,123.0,2,2.454861111111111,4,606.8394599643293
366,9.0,124.0,2,2.4479166666666665,4,607.1231948187319
367,9.0,125.0,2,2.4722222222222223,4,607.3703633309655
368,9.0,126.0,2,2.482638888888889,5,607.5036128316366
369,9.0,127.0,2,2.4652777777777777,4,607.3712280052913
370,9.0,128.0,2,2.4409722222222223,4,607.1237055250461
371,9.0,129.0,2,2.454861111111111,4,606.9889094779447
372,9.0,130.0,2,2.4444444444444446,4,607.0433750535217
373,9.0,131.0,2,2.4479166666666665,4,607.0692784954789
374,9.0,132.0,2,2.4652777777777777,4,607.4521516533899
375,9.0,133.0,2,2.46875,4,607.5299033058774
376,9.0,134.0,2,2.4479166666666665,4,607.343700762079
377,9.0,135.0,2,2.4375,4,606.9942064217784
378,10.0,73.0,2,2.454861111111111,4,619.8075021407097
379,10.0,74.0,2,2.454861111111111,4,619.4329190929562
380,10.0,75.0,2,2.4791666666666665,4,619.5170293917637
381,10.0,76.0,2,2.46875,4,619.7621778784095
382,10.0,77.0,2,2.486111111111111,4,619.9212397871454
383,10.0,78.0,2,2.4652777777777777,4,620.1338298016875
384,10.0,79.0,2,2.4375,4,620.2915390051028
385,10.0,80.0,2,2.4444444444444446,4,619.8884534810544
386,10.0,81.0,2,2.4791666666666665,4,619.6578965700393
387,10.0,82.0,2,2.482638888888889,4,619.8335925494937
388,10.0,83.0,2,2.4722222222222223,4,619.8954484671431
389,10.0,84.0,2,2.4479166666666665,4,619.7752162832873
390,10.0,85.0,2,2.4479166666666665,4,620.0690792797
391,10.0,86.0,2,2.4756944444444446,4,620.2168973166804
392,10.0,87.0,2,2.4652777777777777,4,619.7770361440621
393,10.0,88.0,2,2.4722222222222223,4,619.6049705556107
394,10.0,89.0,2,2.4791666666666665,4,619.7085419006733
395,10.0,90.0,2,2.451388888888889,4,620.052048360147
396,10.0,91.0,2,2.4409722222222223,4,620.3914887251949
397,10.0,92.0,2,2.4618055555555554,4,620.1170308067179
398,10.0,93.0,2,2.4895833333333335,5,619.5513000644883
399,10.0,94.0,2,2.4756944444444446,4,619.5249471830504
400,10.0,95.0,2,2.4722222222222223,4,619.5486156880064
401,10.0,96.0,2,2.4618055555555554,4,619.4346586174565
402,10.0,97.0,2,2.4618055555555554,4,619.9367562693334
403,10.0,98.0,2,2.46875,4,620.375476850354
404,10.0,99.0,2,2.46875,4,620.0321750880165
405,10.0,100.0,2,2.4618055555555554,4,619.7389427600573
406,10.0,101.0,2,2.4652777777777777,4,619.5086821433587
407,10.0,102.0,2,2.4479166666666665,4,619.4167032165303
408,10.0,103.0,2,2.4618055555555554,4,619.4966598759645
409,10.0,104.0,2,2.4791666666666665,5,619.9194307857929
410,10.0,105.0,2,2.486111111111111,5,620.3118949094928
411,10.0,106.0,2,2.4756944444444446,4,620.278470192866
412,10.0,107.0,2,2.4895833333333335,4,619.8386513077782
413,10.0,108.0,2,2.4895833333333335,4,619.5851456565837
414,10.0,109.0,2,2.4652777777777777,4,619.5180303130651
415,10.0,110.0,2,2.4652777777777777,4,620.186324605083
416,10.0,111.0,2,2.4583333333333335,4,620.1558543690472
417,10.0,112.0,2,2.4618055555555554,4,619.8205620701124
418,10.0,113.0,2,2.46875,4,620.0061397058361
419,10.0,114.0,2,2.4583333333333335,4,619.8626063309907
420,10.0,115.0,2,2.4583333333333335,4,619.5303764615333
421,10.0,116.0,2,2.4791666666666665,5,619.9172431666854
422,10.0,117.0,2,2.486111111111111,4,620.0764483843271
423,10.0,118.0,2,2.486111111111111,4,620.2260587121866
424,10.0,119.0,2,2.4895833333333335,4,620.2234676477321
425,10.0,120.0,2,2.4756944444444446,5,619.7505323069076
426,10.0,121.0,2,2.4791666666666665,4,619.4740825517652
427,10.0,122.0,2,2.451388888888889,4,619.5372724325715
428,10.0,123.0,2,2.4479166666666665,4,619.6361654144407
429,10.0,124.0,2,2.454861111111111,4,619.9670445412656
430,10.0,125.0,2,2.451388888888889,4,620.2191483703346
431,10.0,126.0,2,2.4652777777777777,4,620.0851296514916
432,10.0,127.0,2,2.46875,4,619.5975333106878
433,10.0,128.0,2,2.482638888888889,4,619.4566745884032
434,10.0,129.0,2,2.4756944444444446,4,619.8093463919763
435,10.0,130.0,2,2.46875,4,619.75114541355
436,10.0,131.0,2,2.482638888888889,4,619.6827964645552
437,10.0,132.0,2,2.4756944444444446,5,619.9813237014155
438,10.0,133.0,2,2.4583333333333335,4,620.0031796708519
439,10.0,134.0,2,2.4444444444444446,4,619.946578807548
440,10.0,135.0,2,2.4756944444444446,4,619.8860187858124
441,11.0,73.0,2,2.451388888888889,4,634.6710003072452
442,11.0,74.0,2,2.4583333333333335,4,634.2947499939504
443,11.0,75.0,2,2.486111111111111,5,634.3522994368398
444,11.0,76.0,2,2.5069444444444446,5,634.5884874135417
445,11.0,77.0,2,2.4895833333333335,4,634.78702291358
446,11.0,78.0,2,2.4722222222222223,4,635.0440607325861
447,11.0,79.0,2,2.4583333333333335,4,635.1796609947824
448,11.0,80.0,2,2.4756944444444446,4,634.8220523581325
449,11.0,81.0,2,2.486111111111111,4,634.638383097973
450,11.0,82.0,2,2.4756944444444446,4,634.8122536155606
451,11.0,83.0,2,2.4756944444444446,4,634.8208380423105
452,11.0,84.0,2,2.4652777777777777,4,634.7158973248333
453,11.0,85.0,2,2.451388888888889,4,635.0489991192072
454,11.0,86.0,2,2.4930555555555554,4,635.1478160643451
455,11.0,87.0,2,2.482638888888889,5,634.6794867003667
456,11.0,88.0,2,2.4895833333333335,5,634.4318959678164
457,11.0,89.0,2,2.4895833333333335,4,634.5539091475981
458,11.0,90.0,2,2.4756944444444446,4,634.8774591993932
459,11.0,91.0,2,2.482638888888889,4,635.2562746596964
460,11.0,92.0,2,2.482638888888889,4,635.041489237959
461,11.0,93.0,2,2.4722222222222223,4,634.465570109612
462,11.0,94.0,2,2.4756944444444446,4,634.371415222365
463,11.0,95.0,2,2.46875,4,634.3178418209628
464,11.0,96.0,2,2.4479166666666665,4,634.1848669550603
465,11.0,97.0,2,2.4618055555555554,4,634.6714002756711
466,11.0,98.0,2,2.5,5,635.0309592545484
467,11.0,99.0,2,2.5,5,634.7824299232979
468,11.0,100.0,2,2.5,4,634.4968821549415
469,11.0,101.0,2,2.486111111111111,4,634.3171424077841
470,11.0,102.0,2,2.482638888888889,4,634.1610422364381
471,11.0,103.0,2,2.4652777777777777,4,634.326351430038
472,11.0,104.0,2,2.4722222222222223,4,634.8143947625266
473,11.0,105.0,2,2.486111111111111,4,635.2764652093705
474,11.0,106.0,2,2.482638888888889,4,635.2268860006793
475,11.0,107.0,2,2.4618055555555554,4,634.688694140058
476,11.0,108.0,2,2.4479166666666665,4,634.4091370793728
477,11.0,109.0,2,2.4583333333333335,4,634.3948116261371
478,11.0,110.0,2,2.5,5,635.0815409301498
479,11.0,111.0,2,2.5069444444444446,4,635.1578206921057
480,11.0,112.0,2,2.5243055555555554,4,634.8487309391453
481,11.0,113.0,2,2.5069444444444446,4,634.9546729188488
482,11.0,114.0,2,2.4895833333333335,4,634.7683094610117
483,11.0,115.0,2,2.4791666666666665,4,634.4608707828812
484,11.0,116.0,2,2.4618055555555554,4,634.821101639467
485,11.0,117.0,2,2.4756944444444446,4,635.0047343749743
486,11.0,118.0,2,2.4756944444444446,4,635.172885220534
487,11.0,119.0,2,2.486111111111111,4,635.1367183273754
488,11.0,120.0,2,2.451388888888889,4,634.6102981599745
489,11.0,121.0,2,2.46875,4,634.2672326290143
490,11.0,122.0,2,2.4756944444444446,4,634.3153010493555
491,11.0,123.0,2,2.5,4,634.4613982044857
492,11.0,124.0,2,2.53125,4,634.9014718352312
493,11.0,125.0,2,2.5,4,635.0025274943041
494,11.0,126.0,2,2.486111111111111,5,634.774186317724
495,11.0,127.0,2,2.46875,4,634.3040601555741
496,11.0,128.0,2,2.4375,4,634.1847428764003
497,11.0,129.0,2,2.482638888888889,4,634.6348520068667
498,11.0,130.0,2,2.486111111111111,4,634.6461001893916
499,11.0,131.0,2,2.4756944444444446,4,634.5735355636027
500,11.0,132.0,2,2.4756944444444446,4,634.8115613460882
501,11.0,133.0,2,2.486111111111111,4,634.8233063729248
502,11.0,134.0,2,2.4791666666666665,4,634.7484220610288
503,11.0,135.0,2,2.4930555555555554,4,634.7104159828206
504,12.0,73.0,2,2.46875,4,611.4555531643196
505,12.0,74.0,2,2.4791666666666665,4,611.0230237869397
506,12.0,75.0,2,2.513888888888889,4,610.8982205137022
507,12.0,76.0,2,2.5208333333333335,4,611.0124640800077
508,12.0,77.0,2,2.5069444444444446,4,611.260491962868
509,12.0,78.0,2,2.4965277777777777,4,611.7026444738924
510,12.0,79.0,2,2.4722222222222223,4,611.8125173975461
511,12.0,80.0,2,2.4756944444444446,4,611.4012724316361
512,12.0,81.0,2,2.4965277777777777,4,610.9397546861954
513,12.0,82.0,2,2.513888888888889,4,610.9984516272009
514,12.0,83.0,2,2.513888888888889,4,611.2048550741509
515,12.0,84.0,2,2.482638888888889,4,611.3512094113171
516,12.0,85.0,2,2.4618055555555554,4,611.7323640109455
517,12.0,86.0,2,2.4722222222222223,4,611.6642245898624
518,12.0,87.0,2,2.4930555555555554,4,611.0149795552055
519,12.0,88.0,2,2.517361111111111,4,610.7595350549968
520,12.0,89.0,2,2.5069444444444446,4,610.9026635118364
521,12.0,90.0,2,2.482638888888889,4,611.4533708622878
522,12.0,91.0,2,2.46875,4,611.9453685452977
523,12.0,92.0,2,2.4895833333333335,4,611.7435932542882
524,12.0,93.0,2,2.5104166666666665,4,611.1199819997398
525,12.0,94.0,2,2.513888888888889,4,610.8259941115807
526,12.0,95.0,2,2.5034722222222223,4,610.826013301627
527,12.0,96.0,2,2.4895833333333335,4,610.9491585118194
528,12.0,97.0,2,2.46875,4,611.4938567359251
529,12.0,98.0,2,2.4930555555555554,4,611.8340580300469
530,12.0,99.0,2,2.4722222222222223,4,611.4834332432273
531,12.0,100.0,2,2.4930555555555554,4,610.9465904126423
532,12.0,101.0,2,2.4965277777777777,4,610.8462168821758
533,12.0,102.0,2,2.5,4,610.8497459658333
534,12.0,103.0,2,2.486111111111111,4,611.0828019205592
535,12.0,104.0,2,2.4930555555555554,4,611.591105090353
