time_seconds,edge_count,same_plane_edge_count,cross_plane_edge_count,average_degree,minimum_degree,maximum_degree,connected_component_count,largest_component_ratio,is_connected,unweighted_diameter,weighted_diameter_ms,diameter_method,selected_crosslink_shifts
2280.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,105.34277390452013,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
2310.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.33057718523914,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
2340.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.31451212110639,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
2370.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,104.5785528006114,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
2400.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,104.582728495364,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
2430.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.30888073014444,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
2460.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.33677799973563,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
2490.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.31211883817622,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
2520.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.38961985684583,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
2550.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.28930133758077,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
2580.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.36115803978704,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
2610.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.3341446284512,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
2640.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.3629776824626,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
2670.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.28798575709136,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
2700.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.38764970317146,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
2730.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.31361977301447,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
2760.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.33844694187546,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
2790.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.30741406751581,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
2820.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.39596087752473,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
2850.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.29355965977447,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
2880.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.31603018904661,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
2910.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.32895959290025,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
2940.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.36883982515423,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
2970.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.28387092549987,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3000.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.29572975557774,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3030.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.35262009310152,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3060.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.34382959587231,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3090.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.30281837805494,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3120.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.28185446104925,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3150.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.37839310577183,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3180.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,104.57857534368408,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3210.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,104.58265927374933,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3240.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.3005614464862,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3270.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.40567603440594,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3300.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,105.07837699195315,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3330.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,105.67436407466886,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3360.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.32138635894825,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3390.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,103.37783693899182,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3420.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,106.45553515381101,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3450.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,106.87824153369729,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3480.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,107.11761949999395,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3510.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,107.29861606259031,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3540.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,107.4192829360731,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3570.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,107.46022655717903,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3600.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,107.31106738729413,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3630.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,107.13888681678381,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3660.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,106.9080914835943,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3690.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,106.62122387208588,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3720.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,106.44882931650324,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3750.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,106.45595423998083,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3780.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,106.45390731413596,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3810.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,106.45531600237422,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3840.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,106.68237365870726,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3870.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,106.96462050776498,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3900.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,107.17927381745791,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3930.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,107.33489437491374,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3960.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,107.42974130020201,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
3990.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,107.46279061363498,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
4020.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,107.42099567491898,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
4050.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,107.3048115289548,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
4080.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,107.12821604310766,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
4110.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,106.89312171469227,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
4140.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,106.60210423796626,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
4170.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,106.44964344562085,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
4200.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,106.45531493662554,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
4230.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,106.45390905582057,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
4260.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,106.45595569034401,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
4290.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,106.44882790788105,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
4320.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,106.62126155307398,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
4350.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,106.90812099235134,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
4380.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,107.13890786149835,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
4410.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,107.31107974165157,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
4440.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,107.42276018654427,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
4470.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,107.46540854281129,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
4500.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,107.42780930902458,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
4530.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,107.32844730969161,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
4560.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,107.16838471079386,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
4590.0,3680,1840,1840,4.0,4,4,1,1.0,True,37,106.94939887748909,largest_component_double_sweep_approximation,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 27]"
