bin_left_ms,bin_right_ms,count
4.416539535020188,8.565769282902231,12
8.565769282902231,12.714999030784275,18
12.714999030784275,16.86422877866632,7
16.86422877866632,21.013458526548362,15
21.013458526548362,25.162688274430405,19
25.162688274430405,29.31191802231245,12
29.31191802231245,33.46114777019449,4
33.46114777019449,37.61037751807653,5
37.61037751807653,41.75960726595858,3
41.75960726595858,45.90883701384062,5
