ground_index,latitude_deg,longitude_deg,minimum_visible_satellites,mean_visible_satellites,maximum_visible_satellites,mean_minimum_slant_distance_km
318,46.0,103.0,7,8.5,10,574.9371106357581
319,46.0,106.0,7,8.583333333333334,9,571.9328580351419
320,46.0,109.0,7,8.25,9,572.5191707717796
321,46.0,112.0,7,8.416666666666666,10,570.7317106064357
322,46.0,115.0,7,8.583333333333334,10,572.3363278775158
323,46.0,118.0,7,8.416666666666666,10,573.528190621089
324,46.0,121.0,7,8.5,10,572.4457258894198
325,46.0,124.0,6,8.25,10,572.7218412571145
326,46.0,127.0,7,8.416666666666666,10,573.7716030990729
327,46.0,130.0,6,8.5,10,575.3855148883205
328,46.0,133.0,7,8.333333333333334,10,572.3009978149197
329,46.0,135.0,7,8.25,10,570.74165778622
330,49.0,73.0,7,8.666666666666666,10,559.7411073092512
331,49.0,76.0,7,8.666666666666666,10,560.2665666965345
332,49.0,79.0,7,8.25,9,560.9008279509469
333,49.0,82.0,7,8.916666666666666,10,560.8322644432665
334,49.0,85.0,6,8.75,10,560.3072691287068
335,49.0,88.0,7,8.75,10,560.0813394564178
336,49.0,91.0,7,8.083333333333334,9,562.1415375534256
337,49.0,94.0,7,8.666666666666666,9,559.9471364702563
338,49.0,97.0,6,8.5,10,561.6156379891252
339,49.0,100.0,6,8.833333333333334,10,559.7700120616117
340,49.0,103.0,7,8.5,10,561.643521835267
341,49.0,106.0,7,8.5,9,561.1021561987316
342,49.0,109.0,7,8.666666666666666,10,560.7535103829165
343,49.0,112.0,6,8.75,10,561.0859943901186
344,49.0,115.0,7,8.75,10,560.630502466639
345,49.0,118.0,7,8.25,9,560.7863413691715
346,49.0,121.0,7,8.583333333333334,10,560.3700921032486
347,49.0,124.0,6,8.75,10,560.2620692198774
348,49.0,127.0,6,8.666666666666666,10,559.6080003199356
349,49.0,130.0,7,8.25,9,561.2692529425495
350,49.0,133.0,7,8.666666666666666,10,560.4116099145464
351,49.0,135.0,7,8.916666666666666,10,560.0745712571647
352,52.0,73.0,4,5.333333333333333,6,598.7868093674226
353,52.0,76.0,4,5.333333333333333,6,599.9965414294028
354,52.0,79.0,4,5.25,6,600.6134309258324
355,52.0,82.0,4,5.0,6,599.7082072521354
356,52.0,85.0,4,5.25,6,599.9145928686394
357,52.0,88.0,4,5.416666666666667,7,598.1758358174056
358,52.0,91.0,4,5.416666666666667,6,600.1724670102775
359,52.0,94.0,4,5.333333333333333,7,598.524882482502
360,52.0,97.0,4,5.166666666666667,6,600.2201726539479
361,52.0,100.0,4,5.333333333333333,7,598.1123331359481
362,52.0,103.0,4,5.25,6,600.4488706870633
363,52.0,106.0,4,5.666666666666667,7,598.1836571138269
364,52.0,109.0,4,5.166666666666667,7,600.7711611363426
365,52.0,112.0,4,5.166666666666667,6,598.8013707948697
366,52.0,115.0,4,5.166666666666667,7,600.9911312789978
367,52.0,118.0,4,5.583333333333333,6,599.4060791004796
368,52.0,121.0,4,5.333333333333333,7,599.1611770996027
369,52.0,124.0,4,5.333333333333333,6,598.6124513734604
370,52.0,127.0,4,5.25,7,598.7166606518425
371,52.0,130.0,4,5.583333333333333,7,600.0941156189921
372,52.0,133.0,4,5.5,6,599.3671681288816
373,52.0,135.0,4,5.0,6,598.9401034961114
374,53.0,73.0,3,3.4166666666666665,4,648.5879714113879
375,53.0,76.0,3,3.75,5,649.6358280446536
376,53.0,79.0,3,3.8333333333333335,5,650.8859469771271
377,53.0,82.0,3,3.8333333333333335,4,649.7352228908111
378,53.0,85.0,2,3.5833333333333335,4,649.9003534429778
379,53.0,88.0,3,3.5,4,647.8284153911476
380,53.0,91.0,3,3.6666666666666665,5,650.5290916512448
381,53.0,94.0,3,3.8333333333333335,5,648.0142154753148
382,53.0,97.0,2,3.6666666666666665,4,649.71598836489
383,53.0,100.0,2,3.5833333333333335,4,647.9334076641546
384,53.0,103.0,3,3.5833333333333335,4,650.0177263029256
385,53.0,106.0,3,3.75,5,648.3098824080467
386,53.0,109.0,3,3.75,4,650.7399993316957
387,53.0,112.0,2,3.6666666666666665,4,649.0737011756868
388,53.0,115.0,3,3.75,4,650.4537401398683
389,53.0,118.0,3,3.75,5,649.0727226953313
390,53.0,121.0,3,3.6666666666666665,4,648.6938779601983
391,53.0,124.0,3,3.4166666666666665,4,648.3255613147709
392,53.0,127.0,3,3.5833333333333335,4,648.1781306763829
393,53.0,130.0,3,3.9166666666666665,5,649.7474298060757
394,53.0,133.0,3,3.5833333333333335,4,648.9812034771857
395,53.0,135.0,2,3.5,4,648.6567813179887
