M,N,inclination_deg,phase_factor_F,Omega0_deg,u0_deg,total_satellites,feasible,constraint_violation,Q1_full_region,Q2_full_region,P1_space_time,P2_space_time,mean_multiplicity,worst_A1,worst_A2,max_gap_time_min,max_double_gap_time_min,min_availability1,min_availability2,mean_availability1,mean_availability2,std_availability1,std_mean_multiplicity,min_angular_margin_deg,worst_grid_latitude_deg,worst_grid_longitude_deg,worst_double_grid_latitude_deg,worst_double_grid_longitude_deg,sample_count,grid_point_count,simulation_duration_seconds,coverage_method,single_feasible,double_feasible,upper_reach_deg,geometric_prefilter_failed,generation_evaluated,seed,search_stage,scenario
34,44,51.803590009506145,33,4.98263636273626,2.7486702643050984,1496,True,1.2212453270876722e-15,1.0,0.0,0.9999999999999999,0.9394582934799934,2.950857843137259,0.9999999999999999,0.92467718794835,0.0,10.0,1.0,0.775,0.9999999999999999,0.9394582934799935,0.0,1.4486352823640045,0.00691227140737108,4.0,73.0,4.989253766511,123.643830184412,720,2788,86400.0,kdtree,True,False,56.35415733545492,False,0,20260710,standard_resolution_existing_candidate_evaluation,single
