latitude_deg,longitude_deg,area_weight,availability1,availability2,mean_multiplicity,max_gap_time_min,max_double_gap_time_min
4.0,73.0,0.0003586800573888092,1.0,0.8722222222222222,1.9333333333333333,0.0,4.0
4.0,73.991669423385,0.0003586800573888092,1.0,0.8722222222222222,1.9430555555555555,0.0,4.0
4.0,74.98333884677,0.0003586800573888092,1.0,0.8722222222222222,1.9444444444444444,0.0,6.0
4.0,75.975008270154,0.0003586800573888092,1.0,0.8611111111111112,1.9388888888888889,0.0,4.0
4.0,76.966677693539,0.0003586800573888092,1.0,0.8652777777777778,1.9388888888888889,0.0,6.0
4.0,77.958347116924,0.0003586800573888092,1.0,0.8486111111111111,1.9166666666666667,0.0,6.0
4.0,78.950016540309,0.0003586800573888092,1.0,0.8444444444444444,1.9097222222222223,0.0,4.0
4.0,79.941685963694,0.0003586800573888092,1.0,0.8375,1.9097222222222223,0.0,6.0
4.0,80.933355387079,0.0003586800573888092,1.0,0.8291666666666667,1.9,0.0,6.0
4.0,81.925024810464,0.0003586800573888092,1.0,0.8263888888888888,1.9041666666666666,0.0,6.0
4.0,82.916694233848,0.0003586800573888092,1.0,0.8305555555555556,1.9,0.0,4.0
4.0,83.908363657233,0.0003586800573888092,1.0,0.8236111111111111,1.8930555555555555,0.0,6.0
4.0,84.900033080618,0.0003586800573888092,1.0,0.8222222222222222,1.8958333333333333,0.0,6.0
4.0,85.891702504003,0.0003586800573888092,1.0,0.8291666666666667,1.9027777777777777,0.0,6.0
4.0,86.883371927388,0.0003586800573888092,1.0,0.8291666666666667,1.9041666666666666,0.0,6.0
4.0,87.875041350773,0.0003586800573888092,1.0,0.8347222222222223,1.9111111111111112,0.0,6.0
4.0,88.866710774157,0.0003586800573888092,1.0,0.8416666666666667,1.9180555555555556,0.0,6.0
4.0,89.858380197542,0.0003586800573888092,1.0,0.8527777777777777,1.9222222222222223,0.0,6.0
4.0,90.850049620927,0.0003586800573888092,1.0,0.8555555555555555,1.926388888888889,0.0,4.0
4.0,91.841719044312,0.0003586800573888092,1.0,0.8625,1.9375,0.0,6.0
4.0,92.833388467697,0.0003586800573888092,1.0,0.8652777777777778,1.9347222222222222,0.0,4.0
4.0,93.825057891082,0.0003586800573888092,1.0,0.875,1.9416666666666667,0.0,4.0
4.0,94.816727314466,0.0003586800573888092,1.0,0.8708333333333333,1.9388888888888889,0.0,4.0
4.0,95.808396737851,0.0003586800573888092,1.0,0.8722222222222222,1.9430555555555555,0.0,4.0
4.0,96.800066161236,0.0003586800573888092,1.0,0.8680555555555556,1.9361111111111111,0.0,6.0
4.0,97.791735584621,0.0003586800573888092,1.0,0.8527777777777777,1.9208333333333334,0.0,4.0
4.0,98.783405008006,0.0003586800573888092,1.0,0.8597222222222223,1.9319444444444445,0.0,6.0
4.0,99.775074431391,0.0003586800573888092,1.0,0.8486111111111111,1.9222222222222223,0.0,6.0
4.0,100.766743854775,0.0003586800573888092,1.0,0.8458333333333333,1.9208333333333334,0.0,6.0
4.0,101.75841327816,0.0003586800573888092,1.0,0.8319444444444445,1.898611111111111,0.0,4.0
4.0,102.750082701545,0.0003586800573888092,1.0,0.8305555555555556,1.9055555555555554,0.0,6.0
4.0,103.74175212493,0.0003586800573888092,1.0,0.8263888888888888,1.8972222222222221,0.0,6.0
4.0,104.733421548315,0.0003586800573888092,1.0,0.8222222222222222,1.8958333333333333,0.0,4.0
4.0,105.7250909717,0.0003586800573888092,1.0,0.8291666666666667,1.9027777777777777,0.0,4.0
4.0,106.716760395084,0.0003586800573888092,1.0,0.825,1.9055555555555554,0.0,6.0
4.0,107.708429818469,0.0003586800573888092,1.0,0.8208333333333333,1.8916666666666666,0.0,6.0
4.0,108.700099241854,0.0003586800573888092,1.0,0.8333333333333334,1.9097222222222223,0.0,6.0
4.0,109.691768665239,0.0003586800573888092,1.0,0.8416666666666667,1.9083333333333334,0.0,4.0
4.0,110.683438088624,0.0003586800573888092,1.0,0.8458333333333333,1.9208333333333334,0.0,6.0
4.0,111.675107512009,0.0003586800573888092,1.0,0.8597222222222223,1.9333333333333333,0.0,6.0
4.0,112.666776935393,0.0003586800573888092,1.0,0.8597222222222223,1.9333333333333333,0.0,4.0
4.0,113.658446358778,0.0003586800573888092,1.0,0.8625,1.9388888888888889,0.0,6.0
4.0,114.650115782163,0.0003586800573888092,1.0,0.8722222222222222,1.9375,0.0,4.0
4.0,115.641785205548,0.0003586800573888092,1.0,0.8777777777777778,1.9444444444444444,0.0,4.0
4.0,116.633454628933,0.0003586800573888092,1.0,0.8694444444444445,1.9361111111111111,0.0,4.0
4.0,117.625124052318,0.0003586800573888092,1.0,0.8652777777777778,1.9402777777777778,0.0,4.0
4.0,118.616793475702,0.0003586800573888092,1.0,0.8611111111111112,1.9319444444444445,0.0,4.0
4.0,119.608462899087,0.0003586800573888092,1.0,0.8611111111111112,1.9375,0.0,6.0
4.0,120.600132322472,0.0003586800573888092,1.0,0.8486111111111111,1.9236111111111112,0.0,6.0
4.0,121.591801745857,0.0003586800573888092,1.0,0.8402777777777778,1.9083333333333334,0.0,6.0
4.0,122.583471169242,0.0003586800573888092,1.0,0.8416666666666667,1.9180555555555556,0.0,4.0
4.0,123.575140592627,0.0003586800573888092,1.0,0.825,1.898611111111111,0.0,6.0
