M,N,inclination_deg,phase_factor_F,Omega0_deg,u0_deg,total_satellites,feasible,constraint_violation,Q1_full_region,Q2_full_region,P1_space_time,P2_space_time,mean_multiplicity,worst_A1,worst_A2,max_gap_time_min,max_double_gap_time_min,min_availability1,min_availability2,mean_availability1,mean_availability2,std_availability1,std_mean_multiplicity,min_angular_margin_deg,worst_grid_latitude_deg,worst_grid_longitude_deg,worst_double_grid_latitude_deg,worst_double_grid_longitude_deg,sample_count,grid_point_count,simulation_duration_seconds,coverage_method,single_feasible,double_feasible,upper_reach_deg,geometric_prefilter_failed,validation_status,run_type,source_candidate_mode,sensitivity_passed,sensitivity_min_Q1,sensitivity_min_Q2
34,44,51.80359000950615,33,4.98263636273626,2.7486702643050984,1496,True,1.2212453270876722e-15,1.0,0.0,1.0,0.9394582934799934,2.950857843137259,1.0,0.92467718794835,0.0,10.0,1.0,0.775,1.0,0.9394582934799935,0.0,1.4486352823640043,0.006912271407371,4.0,73.0,4.989253766511,123.643830184412,720,2788,86400.0,kdtree,True,False,56.35415733545492,False,validation_failed,standard_resolution_existing_candidate_evaluation,standard,False,0.9965277777777778,0.0
