scenario,case_index,sensitivity_type,sensitivity_value,grid_type,grid_resolution,grid_point_count,simulation_days,time_step_seconds,status,Q1_full_region,Q2_full_region,P1_space_time,P2_space_time,mean_multiplicity,worst_A1,worst_A2,max_gap_time_min,max_double_gap_time_min,min_availability1,min_availability2,mean_availability1,mean_availability2,std_availability1,std_mean_multiplicity,min_angular_margin_deg,worst_grid_latitude_deg,worst_grid_longitude_deg,worst_double_grid_latitude_deg,worst_double_grid_longitude_deg,sample_count,simulation_duration_seconds,coverage_method,single_feasible,double_feasible
double,1,grid_step_deg,2.0,regular_latlon,2.0,832,1.0,300.0,completed,1.0,1.0,1.0000000000000002,1.0000000000000002,3.67820332930578,1.0000000000000002,1.0000000000000002,0.0,0.0,1.0,1.0,1.0000000000000002,1.0000000000000002,0.0,1.8715605341022588,,4.0,73.0,4.0,73.0,288,86400.0,kdtree,True,True
double,2,grid_step_deg,1.0,regular_latlon,1.0,3150,1.0,300.0,completed,1.0,0.9930555555555556,0.9999999999999998,0.9999974163549799,3.6822436217257004,0.9999999999999998,0.9996279551171334,0.0,5.0,1.0,0.9965277777777778,0.9999999999999998,0.99999741635498,0.0,1.8935415987280682,,4.0,73.0,4.0,80.0,288,86400.0,kdtree,True,True
double,3,grid_step_deg,0.5,regular_latlon,0.5,12375,1.0,300.0,completed,1.0,0.9652777777777778,1.0,0.9999967166769985,3.689748571270962,1.0,0.9999053573105423,0.0,5.0,1.0,0.9965277777777778,1.0,0.9999967166769985,0.0,1.8960237733427157,,4.0,73.0,4.0,80.0,288,86400.0,kdtree,True,True
double,4,time_step_seconds,300.0,regular_latlon,2.0,832,1.0,300.0,completed,1.0,1.0,1.0000000000000002,1.0000000000000002,3.67820332930578,1.0000000000000002,1.0000000000000002,0.0,0.0,1.0,1.0,1.0000000000000002,1.0000000000000002,0.0,1.8715605341022588,,4.0,73.0,4.0,73.0,288,86400.0,kdtree,True,True
double,5,time_step_seconds,120.0,regular_latlon,2.0,832,1.0,120.0,completed,1.0,0.9958333333333333,1.0000000000000002,0.9999940912392428,3.6782519634048128,1.0000000000000002,0.9985818974182539,0.0,2.0,1.0,0.9986111111111111,1.0000000000000002,0.9999940912392429,0.0,1.8712572232505282,,4.0,73.0,4.0,99.0,720,86400.0,kdtree,True,True
double,6,time_step_seconds,60.0,regular_latlon,2.0,832,1.0,60.0,completed,1.0,0.9944444444444445,1.0000000000000002,0.9999921246555336,3.678303530910076,1.0000000000000002,0.9985818974182539,0.0,1.0,1.0,0.9993055555555556,1.0000000000000002,0.9999921246555338,0.0,1.8713066622806516,,4.0,73.0,4.0,79.0,1440,86400.0,kdtree,True,True
double,7,time_step_seconds,30.0,regular_latlon,2.0,832,1.0,30.0,completed,1.0,0.9944444444444445,1.0000000000000002,0.9999921246555336,3.678289177196567,1.0000000000000002,0.9985818974182539,0.0,0.5,1.0,0.9993055555555556,1.0000000000000002,0.9999921246555338,0.0,1.871330981365675,,4.0,73.0,4.0,99.0,2880,86400.0,kdtree,True,True
double,8,simulation_days,1.0,regular_latlon,2.0,832,1.0,300.0,completed,1.0,1.0,1.0000000000000002,1.0000000000000002,3.67820332930578,1.0000000000000002,1.0000000000000002,0.0,0.0,1.0,1.0,1.0000000000000002,1.0000000000000002,0.0,1.8715605341022588,,4.0,73.0,4.0,73.0,288,86400.0,kdtree,True,True
double,9,simulation_days,3.0,regular_latlon,2.0,832,3.0,300.0,completed,1.0,0.9930555555555556,1.0000000000000002,0.9999901570707544,3.6778896931175926,1.0000000000000002,0.9985818974182539,0.0,5.0,1.0,0.9988425925925926,1.0000000000000002,0.9999901570707546,0.0,1.8712321861317054,,4.0,73.0,4.0,75.0,864,259200.0,kdtree,True,True
double,10,simulation_days,7.0,regular_latlon,2.0,832,7.0,300.0,completed,1.0,0.9935515873015873,1.0000000000000002,0.9999908619247543,3.6780407326216236,1.0000000000000002,0.9985818974182539,0.0,5.0,1.0,0.9990079365079365,1.0000000000000002,0.9999908619247542,0.0,1.8712708588916658,,4.0,73.0,4.0,75.0,2016,604800.0,kdtree,True,True
