M,N,inclination_deg,phase_factor_F,Omega0_deg,u0_deg,total_satellites,feasible,constraint_violation,Q1_full_region,Q2_full_region,P1_space_time,P2_space_time,mean_multiplicity,worst_A1,worst_A2,max_gap_time_min,max_double_gap_time_min,min_availability1,min_availability2,mean_availability1,mean_availability2,std_availability1,std_mean_multiplicity,min_angular_margin_deg,worst_grid_latitude_deg,worst_grid_longitude_deg,worst_double_grid_latitude_deg,worst_double_grid_longitude_deg,sample_count,grid_point_count,simulation_duration_seconds,coverage_method,single_feasible,double_feasible,upper_reach_deg,geometric_prefilter_failed,validation_status,run_type,source_candidate_mode,sensitivity_passed,sensitivity_min_Q1,sensitivity_min_Q2
40,46,50.331343634531606,28,3.594136750965014,4.295683725698838,1840,True,3.985333972278404e-06,1.0,0.9888888888888888,1.0,0.9999960146660288,3.6885785310059034,1.0,0.9996413199426112,0.0,2.0,1.0,0.9986111111111112,1.0,0.9999960146660288,0.0,1.7475368891048528,0.170091385496364,4.0,73.0,4.0,81.925024810464,720,2788,86400.0,kdtree,True,True,54.88191096048038,False,standard_search_passed_requires_full,standard_resolution_existing_candidate_evaluation,standard,True,1.0,0.9652777777777778
